II,aVR,PLETH
2990,-64,1977
3100,-259,1962
3228,-451,1955
3353,-647,1962
3431,-794,1962
3461,-776,1962
3439,-553,1960
3389,-216,1962
3313,92,1958
3244,302,1962
3201,400,1974
3208,388,1995
3241,286,2000
3280,173,1995
3308,102,1986
3353,43,1995
3415,-86,2011
3497,-302,2027
3578,-542,2028
3677,-733,2027
3779,-844,2024
3857,-863,2027
3853,-774,2025
3785,-604,2027
3704,-465,2026
3677,-474,2027
3688,-610,2023
3677,-690,2027
3556,-575,2030
3316,-302,2027
3032,-38,2008
2812,129,1995
2701,189,1990
2668,173,1995
2670,76,1992
2704,-43,1995
2761,-119,1997
2812,-86,1995
2829,10,1976
2848,86,1962
2890,68,1958
2920,0,1962
2830,6,1949
2559,216,1929
2107,645,1908
1550,1208,1897
953,1789,1880
360,2372,1864
-254,3033,1845
-901,3838,1831
-1553,4701,1813
-2091,5434,1799
-2425,5924,1782
-2523,6210,1766
-2438,6334,1735
-2199,6253,1700
-1837,5924,1672
-1370,5434,1668
-868,4926,1671
-397,4485,1668
-25,4136,1647
252,3881,1635
459,3681,1633
649,3450,1635
812,3169,1619
937,2933,1602
1018,2797,1595
1118,2674,1602
1282,2427,1603
1514,2070,1602
1750,1727,1600
1947,1509,1602
2100,1398,1600
2235,1337,1602
2355,1254,1602
2451,1121,1602
2540,893,1596
2668,561,1602
2855,129,1617
3064,-302,1635
3220,-593,1637
3280,-604,1635
3248,-337,1631
3172,86,1635
3097,490,1633
3064,776,1635
3062,911,1633
3064,906,1635
3035,773,1629
2992,561,1635
2951,326,1654
2920,129,1700
2862,-6,1757
2776,-86,1831
2679,-147,1908
2632,-216,1995
2645,-282,2072
2704,-302,2158
2750,-259,2263
2776,-173,2420
2781,-67,2608
2812,43,2812
2878,128,2995
2992,129,3172
3104,35,3346
3172,-86,3532
3158,-156,3692
3100,-173,3826
3043,-209,3933
3028,-302,4055
3031,-405,4185
3028,-431,4317
2994,-336,4418
2956,-129,4513
2935,148,4606
2956,431,4709
2990,600,4794
3028,518,4873
3079,143,4936
3172,-345,5003
3246,-616,5054
3208,-431,5101
3016,125,5133
2776,733,5167
2597,1113,5185
2523,1208,5200
2499,1074,5197
2487,776,5200
2444,422,5195
2343,216,5200
2176,309,5196
2019,647,5200
1935,1027,5186
1947,1294,5167
1997,1388,5127
2055,1337,5101
2095,1231,5080
2127,1208,5069
2141,1303,5035
2163,1423,5003
2194,1453,4964
2235,1380,4938
2241,1255,4900
2199,1121,4873
2108,1046,4837
2019,1121,4807
1955,1324,4764
1947,1466,4742
2002,1342,4722
2127,992,4709
2240,696,4672
2235,733,4644
2054,1115,4609
1802,1596,4578
1648,1891,4529
1694,1898,4513
1881,1673,4546
2091,1337,4644
2241,981,4746
2343,690,4840
2413,526,4897
2451,518,4938
2432,634,4944
2379,819,4938
2327,983,4914
2307,1078,4905
2292,1142,4889
2271,1251,4873
2251,1349,4834
2271,1294,4807
2315,1054,4784
2343,819,4774
2308,774,4743
2235,906,4709
2153,1060,4668
2091,1164,4644
2042,1224,4610
2019,1251,4578
2015,1228,4537
2019,1208,4513
1996,1276,4491
1947,1466,4480
1873,1687,4450
1802,1811,4415
1761,1758,4370
1802,1553,4349
1936,1277,4332
2127,1035,4317
2281,896,4278
2343,906,4251
2290,1057,4229
2163,1294,4218
2004,1506,4186
1875,1596,4153
1801,1513,4115
1802,1294,4088
1852,1042,4049
1911,906,4022
1910,988,4000
1838,1294,3990
1744,1693,3959
1730,1984,3924
1827,1996,3882
1983,1725,3859
2103,1330,3837
2163,1035,3826
2183,927,3806
2199,949,3793
2205,989,3773
2199,1035,3761
2168,1133,3741
2127,1294,3728
2079,1436,3707
2055,1466,3695
2066,1347,3676
2127,1121,3663
2215,853,3641
2307,604,3630
2366,404,3612
2379,302,3597
2340,353,3573
2271,604,3564
2189,1012,3561
2127,1466,3564
2083,1830,3549
2055,2027,3532
2019,2025,3510
1983,1854,3499
1941,1592,3480
1911,1337,3466
1915,1117,3446
1983,906,3434
2077,700,3414
2127,604,3401
2095,707,3381
2019,992,3368
1922,1323,3349
1802,1596,3336
1712,1761,3316
1766,1811,3303
1979,1706,3283
2235,1423,3270
2444,980,3250
2632,518,3237
2760,238,3218
2668,302,3205
2266,638,3185
1730,1035,3172
1288,1325,3153
973,1553,3139
654,1815,3120
288,2113,3107
-48,2323,3087
-288,2372,3074
-468,2315,3054
-613,2286,3041
-707,2369,3022
-721,2588,3009
-716,2909,2988
-757,3278,2976
-827,3580,2958
-793,3709,2943
-591,3640,2919
-288,3493,2910
-26,3406,2907
180,3407,2910
380,3387,2896
613,3234,2878
820,2940,2854
973,2588,2845
1096,2259,2838
1262,1984,2845
1495,1752,2847
1766,1596,2845
1982,1583,2825
2091,1725,2812
2118,1859,2805
2163,1768,2812
2282,1397,2811
2451,949,2812
2590,664,2808
2668,604,2812
2692,637,2810
2704,647,2812
2724,607,2808
2776,561,2812
2847,528,2811
2920,518,2812
2966,506,2808
2992,474,2812
3003,403,2812
3028,302,2812
3080,180,2806
3172,86,2812
3244,116,2816
3244,302,2812
3190,473,2790
3208,345,2780
3357,-167,2778
3569,-776,2780
3681,-1073,2761
3641,-906,2747
3503,-505,2742
3389,-216,2747
3348,-195,2732
3389,-345,2714
3470,-472,2703
3569,-474,2714
3638,-392,2719
3677,-345,2714
3710,-444,2693
3785,-690,2682
3841,-962,2676
3785,-1078,2682
3600,-958,2680
3425,-690,2682
3352,-445,2678
3353,-302,2682
3318,-211,2679
3244,-86,2682
3162,74,2679
3100,173,2682
3060,87,2678
3100,-216,2682
3215,-620,2679
3316,-906,2682
3267,-895,2677
3064,-561,2682
2801,-39,2681
2596,474,2682
2460,842,2674
2379,1035,2682
2313,1096,2695
2271,1078,2714
2243,1024,2716
2235,949,2714
2229,849,2709
2235,733,2714
2229,656,2713
2199,690,2714
2127,831,2711
2055,992,2714
2002,1101,2712
1983,1164,2714
1990,1198,2711
2055,1164,2714
2160,1036,2712
2271,863,2714
2344,723,2711
2415,604,2714
2508,416,2711
2632,129,2714
2770,-155,2712
2920,-259,2714
3012,-95,2711
2956,259,2714
2748,588,2712
2523,733,2714
2394,680,2711
2343,561,2714
2308,463,2712
2307,388,2714
2386,272,2709
2523,129,2714
2650,17,2715
2740,0,2714
2789,53,2695
2776,129,2682
2660,178,2673
2451,216,2682
2154,301,2681
1766,518,2682
1299,880,2674
829,1337,2682
412,1813,2691
36,2286,2714
-368,2749,2736
-793,3191,2780
-1171,3591,2833
-1406,3924,2910
-1491,4133,2987
-1478,4226,3074
-1452,4356,3158
-1406,4658,3270
-1260,4946,3401
-901,4787,3564
-360,4027,3726
216,3062,3891
636,2453,4046
829,2372,4218
801,2591,4394
649,2846,4578
518,3010,4742
577,3019,4905
842,2843,5053
1190,2544,5200
1483,2235,5327
1730,1984,5461
1971,1784,5581
2199,1596,5690
2399,1316,5769
2632,863,5854
2930,267,5935
3244,-302,6017
3505,-726,6066
3713,-992,6115
3839,-1105,6160
3785,-992,6213
3502,-658,6244
3136,-259,6279
2880,27,6307
2812,173,6344
2849,230,6358
2920,216,6377
3001,116,6390
3100,0,6409
3196,-57,6397
3280,-43,6377
3339,-11,6348
3389,0,6344
3433,-75,6330
3497,-302,6311
3567,-655,6261
3641,-992,6213
3705,-1211,6156
3785,-1337,6115
3868,-1411,6062
3929,-1380,6017
3895,-1167,5960
3749,-819,5919
3513,-462,5867
3280,-173,5821
3101,62,5760
2992,259,5723
2920,385,5686
2884,431,5657
2881,453,5603
2920,518,5559
2955,594,5516
2956,561,5494
2894,350,5457
2812,43,5428
2756,-210,5390
2776,-345,5363
2843,-410,5322
2920,-474,5298
2950,-545,5274
2956,-604,5265
2971,-640,5233
3028,-647,5200
3070,-579,5156
3028,-345,5134
2871,117,5103
2668,733,5069
2478,1245,5013
2343,1380,4971
2275,1086,4931
2307,604,4905
2404,239,4867
2487,129,4840
2491,192,4805
2487,259,4774
2574,188,4721
2776,-43,4676
2973,-287,4635
3028,-302,4611
2853,32,4566
2487,604,4513
2044,1197,4450
1694,1639,4415
1537,1818,4382
1586,1682,4349
1744,1332,4294
1911,1035,4251
2012,992,4214
2055,1164,4186
2065,1332,4135
2091,1337,4088
2147,1151,4045
2235,863,4022
2296,623,3988
2271,604,3957
2130,860,3918
1947,1251,3891
1832,1514,3856
1875,1466,3826
2040,1116,3789
2235,647,3761
2347,300,3724
2343,259,3695
2216,547,3660
2019,1035,3630
1832,1489,3591
1766,1725,3564
1847,1688,3541
2019,1466,3532
2184,1173,3513
2307,906,3499
2363,741,3477
2343,733,3466
2250,823,3448
2163,863,3434
2145,751,3410
2199,561,3401
2251,433,3394
2271,431,3401
2285,493,3399
2343,561,3401
2419,620,3396
2451,690,3401
2390,759,3398
2271,819,3401
2144,894,3396
2055,1035,3401
2003,1246,3398
2019,1423,3401
2116,1387,3395
2271,1078,3401
2367,673,3409
2307,474,3434
2097,602,3450
1875,906,3466
1768,1141,3473
1802,1251,3499
1898,1320,3529
1983,1423,3564
2030,1498,3579
2055,1466,3597
2068,1318,3619
2091,1121,3663
2148,913,3698
2271,690,3728
2458,427,3741
2668,173,3761
2807,3,3774
2776,0,3793
2516,163,3804
2055,474,3826
1469,900,3842
865,1423,3859
321,1995,3857
-108,2544,3859
-434,2986,3856
-685,3278,3859
-879,3421,3844
-973,3450,3826
-943,3362,3803
-793,3148,3793
-588,2866,3778
-397,2674,3761
-310,2710,3727
-360,3019,3695
-493,3511,3658
-541,4011,3630
-395,4277,3594
-72,4140,3564
291,3652,3528
613,3062,3499
875,2565,3464
1118,2156,3434
1335,1770,3396
1514,1466,3368
1652,1337,3333
1802,1337,3303
2008,1279,3264
2271,1078,3237
2510,840,3214
2632,776,3205
2591,978,3187
2451,1337,3172
2323,1601,3150
2307,1596,3139
2406,1345,3122
2559,1035,3107
2686,793,3083
2776,604,3074
2865,369,3068
2992,86,3074
3114,-140,3071
3172,-173,3074
3149,14,3071
3136,302,3074
3214,478,3069
3389,388,3074
3541,58,3074
3569,-302,3074
3438,-456,3055
3244,-345,3041
3101,-144,3033
3100,-86,3041
3227,-241,3041
3425,-474,3041
3599,-632,3035
3713,-690,3041
3752,-731,3043
3749,-776,3041
3715,-763,3022
3677,-647,3009
3651,-509,3000
3677,-474,3009
3745,-581,3011
3821,-733,3009
3836,-807,2990
3785,-776,2976
3698,-722,2966
3641,-733,2976
3615,-826,2981
3605,-949,2976
3575,-1036,2952
3533,-1035,2943
3454,-899,2943
3316,-604,2943
3106,-187,2922
2884,259,2910
2703,641,2908
2596,906,2910
2534,1017,2892
2523,949,2878
2548,720,2873
2596,431,2878
2615,209,2862
2596,129,2845
2547,183,2836
2523,302,2845
2531,391,2836
2559,388,2812
2544,320,2783
2451,302,2780
2266,434,2782
2055,690,2780
1897,935,2757
1875,1035,2747
1970,970,2746
2127,819,2747
2269,689,2727
2379,647,2714
2425,720,2710
2379,906,2714
2229,1143,2697
2055,1337,2682
1954,1408,2674
1983,1380,2682
2090,1328,2680
2199,1294,2682
2263,1199,2681
2307,949,2682
2380,544,2664
2523,129,2649
2732,-163,2641
2956,-302,2649
3113,-372,2649
3136,-431,2649
3007,-473,2644
2776,-431,2649
2515,-288,2647
2271,-43,2649
2012,281,2644
1694,690,2649
1307,1168,2647
901,1682,2649
502,2149,2643
108,2501,2649
-272,2693,2649
-577,2760,2649
-780,2783,2639
-901,2889,2649
-977,3146,2666
-973,3493,2682
-886,3734,2657
-757,3709,2616
-662,3467,2569
-577,3234,2551
-444,3164,2558
-216,3191,2616
58,3169,2711
324,3062,2845
522,2951,2984
649,2889,3139
718,2851,3287
793,2803,3434
908,2755,3558
1081,2717,3695
1295,2643,3846
1550,2458,4022
1842,2099,4188
2163,1596,4349
2456,1060,4494
2668,647,4644
2771,433,4777
2812,388,4905
2849,390,5006
2920,345,5101
3010,226,5181
3100,86,5265
3166,-33,5333
3208,-129,5396
3236,-243,5440
3280,-388,5494
3337,-545,5541
3389,-647,5592
3410,-631,5622
3425,-474,5657
3446,-257,5685
3497,-129,5723
3584,-225,5740
3713,-518,5755
3800,-808,5761
3749,-863,5788
3530,-625,5816
3280,-259,5854
3146,11,5870
3172,86,5886
3266,5,5893
3353,-129,5919
3397,-209,5937
3425,-173,5952
3439,-91,5935
3461,-129,5919
3471,-358,5896
3461,-647,5886
3404,-809,5857
3316,-776,5821
3209,-610,5765
3136,-431,5723
3141,-392,5672
3244,-561,5625
3327,-748,5554
3244,-604,5494
2948,-16,5435
2596,690,5396
2349,1089,5344
2271,1078,5298
2295,861,5240
2379,647,5200
2479,491,5157
2559,388,5134
2573,337,5101
2559,345,5069
2560,421,5014
2596,561,4971
2622,682,4928
2632,647,4905
2624,406,4870
2632,86,4840
2656,-130,4800
2704,-173,4774
2739,-101,4740
2740,0,4709
2680,90,4658
2596,173,4611
2519,266,4555
2487,388,4513
2483,523,4461
2487,647,4415
2466,743,4359
2415,819,4317
2320,866,4268
2199,863,4218
2081,820,4149
2019,819,4088
2008,928,4031
2019,1121,3990
2014,1266,3929
2019,1251,3859
2055,1079,3771
2127,863,3695
2181,706,3623
2199,647,3564
2180,673,3497
2163,776,3434
2144,923,3362
2127,1035,3303
2122,1028,3246
2163,906,3205
2211,776,3155
2199,776,3107
2087,946,3049
1947,1208,3009
1844,1413,2972
1802,1466,2943
1804,1358,2904
1875,1164,2878
2007,966,2855
2163,819,2845
2284,728,2825
2379,690,2812
2436,704,2794
2415,776,2780
2285,865,2755
2127,906,2747
2047,862,2745
2091,776,2747
2186,709,2729
2271,690,2714
2335,703,2706
2415,733,2714
2486,760,2713
2487,776,2714
2372,799,2711
2199,863,2714
2050,950,2709
1983,992,2714
1989,933,2724
2055,819,2747
2136,740,2761
2199,733,2780
2218,749,2793
2235,733,2812
2269,690,2823
2307,690,2845
2297,792,2872
2235,992,2910
2151,1194,2941
2091,1294,2976
2068,1231,3005
2091,1035,3041
2153,779,3071
2235,561,3107
2286,448,3138
2271,474,3172
2214,598,3190
2199,733,3205
2280,766,3214
2415,690,3237
2497,604,3257
2451,647,3270
2285,812,3267
2055,992,3270
1787,1121,3271
1478,1294,3270
1111,1592,3251
721,1941,3237
358,2141,3223
72,2113,3205
-150,1969,3167
-324,1898,3139
-455,1963,3122
-505,2113,3107
-489,2281,3060
-469,2501,3009
-535,2839,2966
-685,3278,2943
-838,3676,2911
-865,3881,2878
-723,3841,2840
-433,3623,2812
-80,3328,2777
288,3019,2747
630,2710,2712
937,2415,2682
1173,2172,2643
1334,2027,2616
1430,1968,2595
1514,1941,2583
1620,1889,2562
1766,1811,2551
1929,1713,2544
2091,1596,2551
2237,1452,2549
2379,1294,2551
2510,1116,2548
2632,906,2551
2748,665,2547
2884,431,2551
3029,204,2550
3172,-43,2551
3312,-305,2544
3461,-474,2551
3554,-446,2564
3497,-216,2583
3263,103,2585
2992,388,2583
2827,562,2578
2812,604,2583
2860,529,2583
2920,388,2583
2988,230,2579
3100,86,2583
3239,-36,2584
3389,-129,2583
3511,-184,2577
3605,-216,2583
3652,-280,2588
3677,-431,2583
3706,-654,2561
3785,-863,2551
3892,-994,2550
4001,-1078,2551
4088,-1187,2531
4182,-1337,2518
4247,-1460,2515
4218,-1466,2518
4045,-1322,2501
3821,-1078,2485
3656,-850,2480
3605,-733,2485
3613,-733,2472
3641,-776,2453
3652,-806,2441
3641,-819,2453
3584,-822,2459
3497,-776,2453
3386,-650,2430
3280,-474,2420
3179,-321,2416
3100,-216,2420
3020,-114,2416
2920,43,2420
2777,267,2422
2632,518,2420
2512,755,2399
2451,949,2387
2433,1047,2384
2451,992,2387
2454,805,2371
2415,604,2355
2323,511,2347
2235,561,2355
2179,713,2346
2163,906,2322
2153,1057,2293
2163,1078,2289
2181,964,2292
2199,819,2289
2191,747,2267
2199,733,2256
2257,686,2256
2379,561,2256
2500,404,2237
2559,302,2224
2509,319,2221
2379,474,2224
2235,718,2207
2163,949,2191
2184,1061,2186
2271,1035,2191
2369,922,2177
2451,819,2158
2494,773,2147
2487,776,2158
2443,761,2164
2415,690,2158
2454,559,2137
2559,431,2126
2682,329,2120
2776,259,2126
2818,180,2124
2812,86,2126
2745,-30,2122
2596,-129,2126
2330,-139,2123
1947,43,2126
1461,443,2123
937,992,2126
451,1552,2120
72,2027,2126
-208,2360,2133
-433,2588,2158
-654,2827,2183
-865,3234,2224
-1072,3828,2274
-1262,4442,2355
-1398,4841,2445
-1370,4916,2551
-1127,4713,2654
-721,4356,2780
-313,3963,2917
0,3623,3074
193,3381,3229
324,3234,3401
428,3164,3576
541,3148,3761
666,3148,3926
829,3105,4088
1029,2982,4244
1262,2803,4415
1489,2625,4571
1694,2458,4709
1883,2205,4811
2091,1768,4905
2323,1172,4987
2559,604,5069
2768,235,5132
2956,86,5200
3137,12,5262
3316,-129,5330
3460,-406,5380
3533,-733,5428
3503,-929,5462
3389,-819,5494
3230,-446,5507
3100,-43,5527
3030,165,5540
3028,173,5559
3066,101,5557
3136,43,5559
3221,-13,5555
3316,-86,5559
3405,-192,5544
3497,-345,5527
3578,-558,5491
3641,-776,5461
3666,-902,5421
3677,-863,5396
3688,-680,5362
3713,-474,5330
3705,-391,5277
3641,-474,5232
3516,-604,5181
3389,-604,5134
3290,-441,5065
3244,-259,5003
3228,-191,4943
3244,-216,4905
3266,-234,4855
3280,-216,4807
3257,-208,4748
3208,-216,4709
3127,-176,4670
3028,-43,4644
2926,129,4606
2884,216,4578
2906,131,4541
2956,-86,4513
2943,-271,4474
2848,-259,4447
2686,-25,4412
2523,302,4382
2404,573,4340
2379,733,4317
2443,797,4296
2559,776,4284
2646,668,4250
2668,518,4218
2621,415,4181
2559,431,4153
2507,534,4115
2487,604,4088
2488,515,4054
2523,259,4022
2585,-39,3969
2668,-216,3924
2725,-219,3884
2740,-129,3859
2708,-44,3814
2668,43,3761
2612,213,3700
2523,518,3663
2384,902,3629
2235,1251,3597
2106,1450,3545
2019,1466,3499
1969,1336,3458
1983,1164,3434
2057,1058,3399
2163,1078,3368
2238,1177,3331
2271,1251,3303
2263,1214,3267
2235,1078,3237
2181,901,3202
2127,733,3172
2099,606,3135
2127,561,3107
2173,631,3073
2199,819,3041
2172,1083,3000
2127,1337,2976
2077,1470,2958
2019,1423,2943
1920,1275,2908
1802,1208,2878
1700,1302,2854
1658,1466,2845
1680,1543,2826
1766,1509,2812
1878,1450,2794
1983,1423,2780
2058,1376,2755
2127,1251,2747
2190,1063,2746
2235,906,2747
2246,828,2727
2271,776,2714
2360,617,2710
2523,302,2714
2679,-41,2698
2740,-173,2682
2649,29,2672
2451,474,2682
2234,938,2682
2091,1251,2682
2032,1351,2676
2019,1294,2682
1991,1192,2680
1947,1164,2682
1907,1216,2677
1911,1251,2682
1951,1179,2680
2019,1035,2682
2089,911,2676
2163,863,2682
2225,878,2691
2271,949,2714
2287,1069,2732
2271,1208,2747
2214,1271,2746
2127,1208,2747
2051,1060,2751
2055,949,2780
2147,925,2813
2271,949,2845
2344,951,2859
2343,949,2878
2291,968,2895
2235,992,2910
2221,933,2907
2271,776,2910
2324,584,2922
2271,474,2943
2044,514,2946
1694,733,2943
1300,1108,2938
901,1596,2943
492,2097,2943
108,2501,2943
-216,2726,2930
-469,2803,2910
-687,2838,2883
-865,2933,2878
-983,3082,2882
-1009,3234,2878
-962,3360,2843
-865,3493,2812
-752,3622,2793
-613,3666,2780
-441,3527,2745
-216,3234,2714
25,2920,2693
252,2717,2682
447,2637,2650
649,2588,2616
864,2449,2590
1081,2199,2583
1276,1931,2569
1478,1768,2551
1696,1716,2528
1911,1682,2518
2073,1591,2503
2163,1509,2485
2163,1524,2461
2091,1639,2453
2024,1751,2451
2091,1768,2453
2316,1633,2436
2596,1337,2420
2791,922,2410
2884,518,2420
2916,276,2424
2920,302,2420
2885,565,2400
2848,906,2387
2845,1078,2381
2884,949,2387
2914,634,2387
2920,431,2387
2907,489,2382
2920,647,2387
2969,607,2388
3064,259,2387
3173,-241,2379
3280,-647,2387
3368,-840,2402
3461,-863,2420
3560,-841,2420
3677,-863,2420
3790,-922,2418
3893,-949,2420
3946,-889,2415
3929,-733,2420
3833,-477,2423
3713,-129,2420
3613,226,2398
3569,431,2387
3559,364,2387
3569,43,2387
3572,-407,2367
3569,-819,2355
3532,-1022,2353
3461,-906,2355
3361,-556,2336
3280,-216,2322
3238,-84,2319
3244,-129,2322
3263,-201,2305
3280,-216,2289
3265,-196,2284
3208,-173,2289
3086,-132,2275
2920,-43,2256
2737,119,2246
2596,345,2256
2511,567,2260
2487,690,2256
2477,687,2248
2451,647,2256
2377,670,2262
2271,776,2256
2151,916,2233
2055,1078,2224
1973,1308,2224
1911,1596,2224
1865,1796,2204
1875,1725,2191
1926,1368,2189
1983,949,2191
1982,731,2173
1947,776,2158
1926,918,2155
1983,949,2158
2100,809,2142
2235,604,2126
2319,487,2119
2343,518,2126
2332,609,2115
2343,647,2093
2391,620,2067
2451,647,2060
2474,794,2058
2451,992,2060
2425,1096,2057
2451,1078,2060
2523,1015,2059
2596,992,2060
2647,949,2056
2704,776,2060
2757,418,2062
2740,0,2060
2593,-287,2041
2343,-302,2027
2039,-59,2020
1694,345,2027
1291,788,2027
865,1208,2027
472,1575,2023
144,1898,2027
-142,2183,2024
-397,2458,2027
-620,2745,2033
-793,3062,2060
-924,3370,2090
-1009,3623,2126
-1067,3797,2151
-1081,3924,2191
-1039,4032,2243
-901,4097,2322
-681,4054,2409
-397,3881,2518
-87,3647,2637
252,3450,2780
584,3300,2931
865,3105,3107
1038,2804,3283
1118,2458,3466
1138,2194,3639
1154,2113,3826
1191,2264,4009
1298,2588,4186
1492,2830,4333
1766,2674,4480
2057,2045,4624
2307,1251,4774
2481,661,4896
2596,388,5003
2691,272,5096
2812,173,5200
2958,63,5288
3100,0,5363
3195,21,5412
3244,129,5461
3271,240,5497
3316,216,5527
3383,-37,5536
3461,-431,5559
3512,-763,5589
3533,-863,5625
3539,-759,5629
3569,-604,5625
3594,-516,5615
3569,-474,5625
3458,-409,5624
3316,-259,5625
3205,15,5607
3172,388,5592
3220,654,5559
3353,518,5527
3518,-86,5476
3641,-819,5428
3639,-1244,5371
3533,-1208,5330
3388,-898,5281
3280,-561,5232
3199,-288,5161
3136,-43,5101
3088,218,5044
3100,474,5003
3157,646,4950
3208,647,4905
3175,461,4852
3064,173,4807
2911,-66,4750
2776,-129,4709
2669,2,4669
2596,259,4644
2524,555,4605
2451,819,4578
2385,947,4552
2379,863,4546
2435,628,4528
2523,431,4513
2585,363,4488
2632,302,4480
2680,106,4464
2740,-173,4447
2763,-354,4410
2740,-345,4382
2680,-211,4358
2632,-43,4349
2586,134,4320
2523,345,4284
2417,585,4238
2307,819,4218
2227,993,4203
2199,1078,4186
2193,1091,4138
2199,1078,4088
2208,1082,4042
2235,1121,4022
2269,1163,3995
2307,1164,3957
2329,1089,3899
2343,949,3859
2352,773,3825
2379,604,3793
2407,488,3740
2415,474,3695
2378,555,3658
2307,690,3630
2202,853,3580
2091,1035,3532
2018,1150,3489
2055,1078,3466
2172,816,3433
2271,561,3401
2246,527,3363
2127,733,3336
1991,1012,3300
1911,1208,3270
1873,1297,3234
1875,1337,3205
1891,1350,3167
1911,1337,3139
1901,1325,3106
1875,1380,3074
1853,1493,3032
1875,1596,3009
1934,1651,2991
2019,1725,2976
2110,1811,2939
2235,1768,2910
2437,1418,2888
2740,776,2878
3070,17,2856
3316,-604,2845
3406,-879,2841
3389,-733,2845
3353,-374,2828
3353,-129,2812
3338,-95,2803
3244,0,2812
3041,412,2812
2776,1078,2812
2498,1739,2816
2235,2286,2845
1968,2767,2868
1694,3234,2878
1420,3660,2867
1190,4011,2878
1042,4205,2906
1009,4140,2943
1055,3812,2957
1118,3407,2976
1142,3110,3003
1154,2933,3041
1186,2731,3058
1262,2415,3074
1342,2019,3097
1406,1639,3139
1441,1336,3173
1478,1121,3205
1533,979,3231
1622,906,3270
1711,912,3303
1766,992,3336
1763,1080,3352
1730,1078,3368
1691,913,3379
1658,647,3401
1613,443,3419
1550,474,3434
1456,741,3431
1334,1121,3434
1201,1491,3433
1118,1811,3434
1116,1992,3417
1190,1898,3401
1285,1497,3382
1370,992,3368
1431,614,3338
1478,431,3303
1512,350,3263
1550,302,3237
1596,281,3207
1658,302,3172
1719,364,3120
1766,474,3074
1778,600,3034
1766,647,3009
1743,521,2976
1730,259,2943
1709,27,2904
1658,0,2878
1567,195,2846
1478,474,2812
1430,672,2770
1442,733,2747
1479,696,2730
1514,647,2714
1538,651,2679
1586,733,2649
1675,818,2626
1802,776,2616
1927,551,2597
2019,259,2583
2045,87,2576
2019,129,2583
1976,314,2583
1983,518,2583
2041,669,2579
2127,776,2583
2222,846,2582
2343,863,2583
2427,824,2579
2379,776,2583
2183,769,2582
1983,819,2583
1896,915,2579
1911,1035,2583
1938,1115,2584
1983,1078,2583
2075,917,2566
2199,733,2551
2268,637,2541
2271,647,2551
2242,696,2556
2235,733,2551
2244,756,2529
2271,776,2518
2303,786,2516
2343,776,2518
2376,743,2503
2415,690,2485
2471,597,2466
2559,474,2453
2655,381,2432
2740,388,2420
2804,450,2415
