III,V,PLETH,RESP
7564,14612,2659,1963
7221,14487,2638,1866
7008,14493,2627,1786
7101,14651,2625,1705
7230,14852,2627,1625
7078,14906,2609,1539
6896,14972,2595,1464
6980,15058,2591,1391
7230,15092,2595,1319
7300,14937,2579,1242
7230,14852,2563,1175
7198,14931,2554,1115
7230,15092,2563,1062
7179,15099,2564,1002
7119,15092,2563,949
7083,15103,2558,904
7008,15092,2563,869
6837,14953,2561,829
6785,14972,2563,788
6903,15235,2560,746
7008,15571,2563,708
6934,15610,2560,670
6896,15451,2563,644
7011,15270,2561,621
7119,15211,2563,595
7014,15160,2559,559
6896,15211,2563,531
6958,15362,2562,514
7119,15571,2563,499
7110,15588,2558,473
7008,15451,2563,450
7021,15254,2565,440
7230,15211,2563,434
7414,15282,2544,419
7453,15451,2531,402
7349,15547,2525,392
7230,15571,2531,386
7103,15490,2529,371
7008,15451,2531,354
6951,15424,2529,343
7008,15451,2531,338
7122,15472,2525,330
7230,15571,2531,322
7241,15621,2544,315
7230,15571,2563,306
7248,15356,2565,288
7341,15211,2563,274
7441,15239,2558,266
7564,15451,2563,257
7679,15575,2562,241
7786,15571,2563,225
7814,15502,2559,217
7786,15571,2563,209
7681,15607,2561,194
7564,15451,2563,177
7517,15102,2560,167
7675,14972,2563,161
7911,15152,2561,147
8009,15451,2563,129
7851,15548,2560,111
7675,15571,2563,97
7660,15561,2560,81
7786,15451,2563,64
7859,15111,2560,49
7898,14852,2563,32
7970,14808,2560,13
8120,14852,2563,0
8240,14685,2560,-3
8343,14493,2563,0
8418,14425,2560,1
8454,14493,2563,0
8339,14510,2560,-1
8120,14612,2563,0
7882,14771,2560,0
7786,14852,2563,0
7870,14700,2560,0
8120,14612,2563,0
8321,14710,2560,0
8343,14852,2563,0
8228,14750,2559,0
8231,14612,2563,0
8334,14644,2560,0
8343,14852,2563,0
8146,14911,2559,0
8009,14852,2563,0
8056,14842,2561,0
8120,15092,2563,0
7938,15424,2556,0
7675,15690,2563,0
7599,15717,2580,0
7786,15571,2627,0
7997,15240,2682,0
8120,14852,2755,0
8134,14457,2826,0
8120,14253,2915,0
8087,14236,3013,0
8120,14373,3140,0
8185,14453,3274,0
8231,14493,3428,0
8171,14503,3580,0
8120,14612,3748,0
8170,14733,3917,0
8343,14852,4101,0
8433,14864,4275,0
8343,14852,4453,0
8127,14816,4614,0
8009,14852,4773,0
7970,14860,4916,0
7898,14852,5062,0
7763,14802,5191,0
7786,14852,5318,0
7945,14924,5419,0
8009,14972,5510,0
7846,14896,5576,0
7786,14852,5638,0
8023,14838,5683,0
8343,14852,5735,0
8348,14802,5778,0
8120,14852,5831,0
7953,15011,5866,0
8009,15211,5895,0
8127,15211,5903,0
8231,15092,5927,0
8263,14994,5952,0
8231,15092,5991,0
8130,15205,6008,0
8120,15211,6023,0
8220,15023,6028,0
8343,14852,6055,0
8352,14776,6072,0
8343,14852,6087,0
8348,14916,6079,0
8343,14972,6087,0
8259,14966,6097,0
8231,14972,6119,0
8289,14908,6117,0
8343,14852,6119,0
8243,14803,6113,0
8120,14852,6119,0
8107,14878,6103,0
8231,14852,6087,0
8323,14707,6060,0
8343,14612,6055,0
8259,14636,6048,0
8120,14852,6055,0
7948,15063,6041,0
7898,15211,6023,0
7974,15309,5984,0
8120,15571,5959,0
8229,15906,5935,0
8343,16169,5927,0
8371,16230,5898,0
8231,16289,5863,0
7964,16323,5808,0
7898,16169,5767,0
8135,15624,5717,0
8454,14972,5671,0
8502,14504,5603,0
8343,14373,5542,0
8230,14378,5474,0
8343,14493,5414,0
8530,14659,5343,0
8676,14852,5286,0
8737,14836,5223,0
8787,14612,5158,0
8775,14257,5061,0
8676,14014,4966,0
8489,13851,4873,0
8343,13774,4806,0
8239,13738,4727,0
8120,13894,4645,0
7898,14151,4544,0
7675,14373,4453,0
7532,14384,4362,0
7564,14373,4293,0
7657,14445,4223,0
7786,14612,4165,0
7856,14594,4096,-1
7898,14373,4037,0
7844,14075,3969,5
7786,14014,3908,16
7745,14198,3847,27
7675,14612,3812,32
7281,15179,3781,31
6563,15930,3748,32
5959,16537,3692,39
6007,16649,3652,48
6363,16087,3628,56
6118,15211,3620,64
5022,14295,3589,74
4449,13534,3556,80
6149,13065,3519,81
10345,13295,3492,80
15092,14202,3453,86
18131,15211,3428,97
18817,15458,3408,106
18354,14972,3396,113
17968,14539,3363,119
17686,14852,3332,129
16676,15322,3297,139
14683,14972,3268,145
12318,13722,3228,144
10456,12816,3204,145
9381,13005,3186,151
8899,13774,3172,161
8595,14101,3136,169
8231,14014,3108,177
7722,14012,3087,185
7230,14253,3076,193
6923,14323,3043,201
6896,14253,3011,209
6985,14275,2986,218
7008,14493,2979,225
6887,14613,2964,231
6785,14612,2947,241
6756,14564,2925,257
6785,14612,2915,274
6751,14688,2899,284
6785,14852,2883,290
6889,14975,2861,296
7008,14972,2851,306
7007,14767,2846,315
7008,14612,2851,322
7021,14571,2850,328
7008,14612,2851,338
6940,14582,2838,348
7008,14612,2819,354
7179,14714,2794,353
7230,14852,2787,354
7033,14858,2787,360
6896,14852,2787,370
7018,14879,2768,378
7230,14972,2755,386
7226,14976,2751,395
7119,14972,2755,402
7126,14989,2740,408
7230,15092,2723,418
7158,15116,2713,434
6896,15092,2723,450
6631,15069,2727,459
6563,15211,2723,467
6650,15371,2703,475
6785,15451,2691,483
6764,15400,2684,483
6563,15451,2691,483
6354,15555,2693,487
6452,15571,2691,499
6784,15355,2673,508
7008,15211,2659,515
6884,15303,2650,521
6674,15571,2659,531
6647,15684,2663,541
6785,15690,2659,547
6828,15728,2637,547
6785,15930,2627,547
6814,16072,2624,551
7008,16050,2627,563
7179,15812,2611,574
7230,15571,2595,579
7217,15412,2585,577
7341,15451,2595,579
7608,15560,2598,587
7898,15690,2595,595
8026,15709,2576,595
8009,15690,2563,595
7900,15616,2555,601
7786,15571,2563,611
7655,15487,2567,615
7564,15451,2563,611
7499,15455,2542,607
7453,15571,2531,611
7368,15631,2526,620
7341,15571,2531,627
7434,15343,2527,629
7675,15211,2531,627
7941,15294,2533,625
8120,15571,2531,627
7996,15663,2511,629
7564,15451,2499,627
7117,15106,2495,620
7119,15092,2499,611
7502,15367,2484,603
7786,15571,2467,595
7686,15345,2456,586
7564,14972,2467,579
7693,14767,2471,573
7898,14852,2467,563
7870,14980,2447,546
7786,15092,2435,531
7832,15053,2429,521
7898,14852,2435,515
7791,14543,2435,502
7786,14493,2435,483
8138,14692,2430,463
8676,14852,2435,450
8918,14678,2436,442
8787,14493,2435,434
8517,14564,2417,420
8343,14852,2403,402
8216,14984,2393,384
8120,14972,2403,370
8043,14901,2407,356
8009,14852,2403,338
7921,14705,2380,318
7786,14612,2371,306
7661,14659,2367,299
7675,14852,2371,290
7755,14927,2364,273
7786,14852,2371,257
7705,14673,2383,248
7675,14612,2403,241
7735,14676,2409,227
7786,14852,2435,209
7685,14922,2483,196
7564,14852,2563,193
7530,14663,2638,194
7564,14612,2723,193
7490,14738,2818,186
7341,14972,2947,177
7183,15016,3085,167
7119,14852,3236,161
7184,14616,3385,159
7453,14612,3556,161
7737,14750,3729,162
7786,14852,3908,161
7539,14797,4068,158
7341,14852,4229,161
7363,15046,4383,168
7453,15211,4549,177
7386,15078,4699,184
7341,14852,4838,193
7499,14748,4950,202
7786,14852,5062,209
7922,14902,5160,214
7898,14852,5254,225
7820,14712,5322,242
7786,14612,5382,257
7752,14473,5427,265
7786,14373,5478,274
7894,14378,5522,288
8009,14612,5574,306
7953,14832,5610,320
7786,14852,5638,338
7685,14658,5647,362
7786,14612,5671,386
7881,14746,5697,402
7786,14852,5735,418
7598,14709,5749,440
7675,14612,5767,467
7955,14730,5776,490
8009,14972,5799,515
7584,15044,5808,541
7119,15092,5831,563
7058,15182,5845,576
7341,15211,5863,595
7534,14910,5857,625
7564,14493,5863,660
7599,14216,5870,685
7786,14253,5895,708
8072,14501,5897,736
8454,14972,5895,772
8737,15391,5873,805
8676,15451,5863,837
8225,15032,5842,868
7786,14612,5831,901
7570,14485,5808,931
7453,14612,5799,965
7298,14760,5779,1004
7341,15092,5767,1046
7583,15602,5744,1079
7675,16050,5735,1110
7416,16116,5708,1141
7230,16050,5671,1175
7376,16080,5610,1205
7564,16169,5574,1239
7449,15977,5544,1271
7341,15571,5510,1303
7582,15137,5440,1326
8009,14852,5382,1351
8227,14612,5333,1380
8343,14493,5286,1416
8560,14494,5203,1443
8787,14612,5126,1464
8748,14619,5058,1483
8565,14493,4998,1512
8406,14229,4900,1545
8231,14014,4806,1577
7916,13875,4728,1594
7675,13894,4677,1609
7672,13945,4602,1627
7786,14014,4517,1657
7743,14010,4426,1684
7564,14014,4357,1705
7346,13996,4277,1718
7119,14014,4197,1738
6843,13949,4107,1761
6785,13894,4037,1786
7034,13971,3967,1801
7453,14373,3908,1818
7751,14787,3839,1838
8009,14852,3780,1866
8199,14490,3723,1890
8120,14253,3684,1915
7543,14419,3636,1936
6674,14852,3588,1963
5736,15233,3531,1986
5006,15690,3492,2011
4869,16148,3456,2032
5450,16169,3428,2059
5669,15273,3390,2082
4449,13894,3364,2108
2923,12900,3342,2128
4116,12936,3332,2156
9029,13801,3303,2185
14905,14972,3268,2220
18284,15785,3225,2245
18798,16050,3204,2269
18295,16029,3186,2287
17909,16289,3172,2317
17313,16702,3139,2346
16240,16649,3108,2381
14768,15714,3072,2410
12903,14493,3043,2446
10731,13688,3007,2481
9010,13534,2979,2526
8329,13690,2947,2565
8343,14014,2915,2606
8159,14329,2875,2638
7564,14493,2851,2671
6985,14392,2835,2697
6785,14373,2819,2735
6779,14576,2784,2773
6674,14852,2755,2816
6381,14892,2735,2846
6118,14852,2723,2880
6059,14852,2691,2914
6229,14852,2659,2960
6392,14658,2634,3000
6452,14493,2627,3041
6353,14489,2612,3074
6229,14612,2595,3121
6114,14585,2574,3168
6118,14493,2563,3218
6228,14433,2546,3255
6452,14493,2531,3298
6655,14503,2511,3341
6785,14493,2499,3395
6801,14497,2482,3440
6785,14612,2467,3491
6769,14660,2447,3537
6785,14612,2435,3588
6754,14533,2419,3626
6674,14612,2403,3668
6576,14590,2380,3705
6563,14253,2371,3749
6588,13818,2368,3785
6563,14014,2371,3829
6402,14810,2356,3867
6229,15451,2339,3910
6183,15358,2318,3943
6340,15092,2307,3990
6549,15182,2289,4033
6674,15451,2275,4071
6646,15377,2265,4080
6563,15211,2275,4087
6451,15274,2280,4089
6340,15451,2275,4103
6235,15346,2252,4102
6229,15211,2243,4103
6266,15316,2243,4097
6229,15571,2243,4103
6018,15598,2223,4100
5784,15571,2211,4103
5686,15688,2209,4098
5784,15930,2211,4103
5921,16012,2193,4099
6007,16050,2179,4103
6008,16123,2175,4098
6007,16169,2179,4103
6021,15926,2163,4099
6118,15571,2146,4103
6303,15358,2138,4098
6563,15451,2146,4103
6717,15562,2147,4099
6674,15571,2146,4103
6498,15527,2143,4098
6452,15690,2146,4103
6570,15901,2144,4098
6674,15930,2146,4103
6550,15687,2147,4098
6340,15571,2146,4103
6275,15714,2129,4098
6452,15930,2114,4103
6665,15858,2107,4098
6785,15690,2114,4103
6813,15690,2116,4098
6896,15930,2114,4103
7048,16040,2109,4098
7230,15930,2114,4103
7350,15711,2117,4098
7453,15690,2114,4103
7552,15832,2096,4098
7675,16050,2082,4103
7749,16143,2076,4098
7786,16169,2082,4103
7781,16142,2082,4098
7786,16169,2082,4103
7778,16168,2079,4098
7786,16169,2082,4103
7779,16102,2081,4098
7786,16050,2082,4103
7806,15996,2080,4098
7898,16050,2082,4103
7989,16114,2080,4098
8009,16169,2082,4103
7895,16146,2081,4098
7786,16169,2082,4103
7802,16148,2079,4098
8009,16050,2082,4103
8268,15879,2083,4098
8454,15930,2082,4103
8432,16156,2067,4098
8231,16289,2050,4103
7921,15978,2039,4098
7675,15451,2050,4103
7551,15069,2058,4098
7564,15092,2050,4103
7607,15278,2024,4098
7675,15451,2018,4103
7758,15501,2031,4098
7898,15571,2050,4103
7996,15594,2046,4098
8009,15571,2050,4103
7926,15460,2072,4099
7898,15451,2114,4103
7943,15508,2152,4098
8009,15571,2211,4103
7945,15497,2285,4099
7786,15451,2371,4103
7614,15447,2441,4098
7564,15451,2531,4103
7624,15310,2646,4099
7786,15211,2787,4103
7935,15252,2921,4098
8009,15451,3076,4103
7927,15560,3246,4100
7786,15571,3428,4103
7700,15486,3586,4096
7786,15451,3748,4103
7930,15455,3920,4103
8009,15571,4101,4103
7973,15637,4251,4079
8009,15571,4389,4054
8191,15296,4516,4024
8454,15092,4645,4006
8586,15130,4747,3979
8565,15451,4838,3958
8413,15694,4914,3934
8231,15690,4998,3926
8059,15495,5065,3909
8009,15451,5126,3894
8050,15499,5171,3869
8120,15451,5222,3861
8146,15230,5257,3852
8231,15211,5286,3845
8361,15422,5295,3823
8454,15571,5318,3813
8405,15379,5345,3807
8343,15211,5382,3813
8331,15288,5398,3804
8343,15451,5414,3797
8269,15343,5423,3789
8231,15211,5446,3797
8333,15303,5458,3797
8565,15571,5478,3797
8704,15635,5489,3784
8676,15571,5510,3781
8506,15531,5521,3775
8343,15571,5542,3781
8207,15446,5555,3778
8120,15211,5574,3781
8004,14956,5573,3776
7898,14852,5574,3781
7862,14877,5567,3778
8009,15092,5574,3781
8191,15265,5572,3776
8231,15211,5574,3781
8084,14915,5556,3780
8009,14852,5542,3781
8093,15243,5519,3769
8231,15930,5510,3765
8269,16430,5492,3760
8343,16649,5478,3765
8486,16627,5444,3756
8565,16529,5414,3749
8414,16364,5375,3734
8231,16289,5350,3733
8207,16224,5316,3724
8343,16050,5286,3717
8452,15626,5238,3696
8565,15211,5190,3684
8694,14950,5123,3667
8787,14852,5062,3652
8737,14716,4991,3624
8676,14612,4934,3604
8697,14535,4867,3584
8787,14493,4806,3572
8807,14390,4725,3547
8787,14373,4645,3524
8723,14359,4556,3495
8565,14253,4485,3475
8230,14022,4415,3448
7898,14014,4357,3427
7771,14221,4288,3400
7898,14373,4229,3379
8028,14255,4161,3350
8009,14253,4101,3330
7862,14531,4029,3306
7898,14852,3973,3282
8124,14812,3918,3245
8343,14612,3876,3218
8281,14457,3824,3191
8120,14373,3780,3170
8022,14235,3739,3134
8009,14373,3716,3105
7907,14940,3685,3077
7675,15690,3652,3057
7130,16094,3610,3023
6340,16169,3588,2993
5880,16110,3570,2962
6229,15930,3556,2944
6450,15219,3521,2919
5339,14014,3492,2896
3912,12885,3467,2867
5228,12696,3460,2848
10248,13563,3443,2823
16018,14852,3428,2800
19029,15555,3407,2769
19243,15451,3396,2751
18835,15090,3377,2733
18798,15211,3364,2719
18319,15577,3344,2692
16908,15451,3332,2671
14949,14482,3312,2650
12903,13415,3300,2639
10936,12994,3281,2619
9455,13295,3268,2606
8682,13719,3246,2594
8343,14014,3236,2590
8012,14176,3220,2579
7786,14373,3204,2574
7782,14570,3169,2564
7786,14852,3140,2558
7528,15043,3116,2544
7230,14972,3108,2542
7153,14598,3091,2546
7230,14373,3076,2558
7171,14514,3054,2558
7008,14852,3043,2558
6847,14946,3027,2558
6785,14852,3011,2574
6731,14770,2988,2588
6785,14852,2979,2606
6932,14887,2976,2618
7119,14852,2979,2639
7214,14780,2965,2658
7341,14852,2947,2687
7530,15011,2925,2709
7675,15211,2915,2735
7580,15270,2899,2756
7341,15211,2883,2783
7142,15082,2860,2805
7119,15092,2851,2832
7172,15164,2847,2852
7230,15211,2851,2880
7232,15127,2839,2907
7230,15092,2819,2944
7221,15092,2793,2975
7230,15092,2787,3009
7197,15018,2788,3035
7119,15092,2787,3073
6984,15289,2767,3111
6896,15451,2755,3153
6904,15349,2751,3183
7008,15211,2755,3218
7028,15231,2740,3249
6896,15451,2723,3282
6721,15575,2712,3303
6785,15571,2723,3330
7081,15510,2728,3354
7341,15571,2723,3379
7280,15604,2701,3390
7008,15571,2691,3411
6758,15520,2687,3434
6674,15690,2691,3459
6656,15909,2687,3465
6674,15930,2691,3475
6709,15674,2692,3489
6785,15571,2691,3507
6835,15734,2673,3507
6896,15930,2659,3507
6985,15827,2651,3506
7119,15690,2659,3507
7173,15749,2659,3490
7119,15930,2659,3475
7003,15837,2654,3462
7008,15571,2659,3459
7153,15420,2658,3443
7341,15571,2659,3427
7361,15683,2655,3407
7230,15571,2659,3395
7117,15290,2658,3376
7230,15211,2659,3363
7453,15355,2654,3345
7564,15571,2659,3330
7453,15600,2661,3299
7341,15571,2659,3266
7381,15586,2639,3229
7564,15690,2627,3202
7738,15641,2621,3168
7898,15451,2627,3137
7976,15235,2624,3096
7898,15211,2627,3057
7636,15236,2627,3007
7453,15211,2627,2960
7518,15117,2609,2908
7786,15211,2595,2864
8004,15436,2587,2814
8120,15571,2595,2767
8178,15339,2595,2714
8231,14972,2595,2671
8172,14759,2590,2628
8009,14852,2595,2590
7827,14939,2594,2541
7786,14852,2595,2494
7836,14599,2590,2448
7898,14493,2595,2413
7917,14593,2595,2373
8009,14852,2595,2333
8145,15022,2589,2287
8231,15092,2595,2252
8172,15035,2598,2219
8120,14972,2595,2188
8160,14876,2573,2145
8231,14852,2563,2108
8128,14875,2560,2072
7898,14972,2563,2043
7723,14967,2544,2008
7786,14852,2531,1979
7965,14651,2524,1951
8120,14612,2531,1931
8199,14768,2525,1905
8343,15092,2531,1882
8508,15345,2549,1856
8565,15451,2595,1834
8412,15282,2638,1807
8231,14972,2691,1786
8142,14726,2753,1766
8120,14852,2851,1754
8016,15144,2959,1737
7898,15211,3076,1722
7819,14836,3179,1702
7786,14493,3300,1689
7703,14553,3432,1677
7675,14972,3588,1673
7779,15239,3741,1665
8009,15211,3908,1657
8176,14984,4078,1644
8231,14852,4261,1641
8180,14874,4433,1640
8120,15092,4613,1641
8051,15256,4788,1632
8009,15211,4966,1625
7922,14942,5116,1621
7786,14852,5254,1625
7614,15112,5367,1624
7564,15571,5478,1625
7670,15712,5573,1623
7898,15451,5671,1625
8092,15081,5751,1622
8231,15092,5831,1625
8296,15403,5892,1629
8343,15690,5959,1641
8347,15677,6010,1648
8343,15571,6055,1657
8267,15428,6070,1663
8120,15211,6087,1673
7905,14891,6096,1680
7786,14852,6119,1689
7857,15147,6130,1695
8120,15451,6151,1705
8334,15343,6162,1712
8343,15092,6183,1722
8151,15039,6191,1727
8009,15211,6215,1738
8013,15165,6230,1745
8120,14852,6247,1754
8187,14504,6240,1758
8231,14493,6247,1770
8214,14777,6256,1783
8120,15211,6279,1802
7982,15460,6278,1812
8009,15451,6279,1818
8167,15257,6270,1820
8231,15211,6279,1834
8015,15322,6275,1850
7786,15451,6279,1866
7821,15358,6273,1872
8120,15211,6279,1882
8347,15195,6265,1896
8343,15451,6247,1915
8131,15777,6208,1922
7898,16050,6183,1931
7742,16144,6158,1942
7786,16169,6151,1963
7986,16142,6124,1973
8231,16169,6087,1979
8342,16187,6028,1981
8343,16169,5991,1995
8307,15920,5957,2011
8343,15451,5927,2027
8396,14891,5863,2033
8454,14612,5799,2043
8483,14651,5728,2056
8565,14852,5671,2075
8681,14906,5591,2086
8787,14852,5510,2092
8738,14697,5421,2093
8565,14493,5350,2108
8383,14194,5269,2124
8343,14014,5190,2140
8316,13971,5092,2146
8120,14014,4998,2156
7723,13986,4893,2165
7453,14014,4806,2172
7543,14014,4718,2168
7898,13894,4645,2172
8136,13700,4562,2179
8120,13894,4485,2188
7965,14465,4398,2180
8009,14972,4325,2172
8213,14989,4251,2167
8343,14852,4197,2172
8126,14856,4133,2166
7786,14972,4069,2156
7593,14972,3992,2143
7675,15092,3941,2140
7823,15379,3902,2134
7786,15571,3876,2124
7212,15382,3827,2104
6229,15211,3780,2092
5636,15345,3737,2081
6007,15451,3716,2075
6252,14769,3685,2060
5006,13415,3652,2043
3402,12318,3611,2024
4783,12456,3588,2011
10151,13655,3568,1994
16240,14972,3556,1979
19261,15465,3526,1961
19243,15211,3492,1947
18613,14861,3449,1923
18465,14972,3428,1899
17918,15230,3411,1870
16463,15092,3396,1850
14535,14314,3361,1827
12569,13415,3332,1802
10606,12895,3309,1767
9010,12936,3300,1738
8153,13177,3273,1711
7898,13415,3236,1689
7710,13622,3191,1663
7453,14014,3172,1641
7263,14481,3157,1618
7230,14852,3140,1593
7229,14925,3102,1558
7230,14852,3076,1528
7225,14718,3056,1503
7230,14612,3043,1480
7184,14495,3011,1447
7119,14493,2979,1416
6998,14543,2954,1389
6896,14612,2947,1368
6763,14643,2932,1336
6674,14852,2915,1303
6648,15192,2893,1273
6785,15451,2883,1255
6973,15349,2868,1234
7119,15092,2851,1207
7161,14891,2827,1171
7230,14852,2819,1142
7322,14820,2817,1117
7341,14852,2819,1094
7183,14912,2803,1066
7008,14972,2787,1046
6952,14901,2768,1030
7008,14852,2755,1014
6992,14837,2735,988
6896,14852,2723,965
6792,14798,2717,948
6785,14852,2723,933
6830,14985,2712,908
6896,15092,2691,885
6883,15012,2664,867
6785,14972,2659,853
6658,15056,2661,829
6674,15211,2659,804
6822,15215,2638,785
7008,15211,2627,772
7150,15286,2625,757
7341,15451,2627,740
7507,15486,2609,723
7453,15451,2595,708
7046,15403,2588,691
6563,15451,2595,676
6327,15491,2593,661
6452,15571,2595,644
6699,15631,2595,618
6896,15690,2595,595
6978,15638,2576,578
7008,15571,2563,563
6962,15517,2558,541
6896,15571,2563,515
6881,15619,2549,489
7008,15690,2531,467
7142,15762,2519,443
7119,15930,2531,418
6877,16050,2537,388
6674,16050,2531,354
6721,15860,2508,318
7008,15690,2499,290
7226,15597,2498,266
7230,15571,2499,241
7104,15381,2480,209
7119,15092,2467,177
7314,14873,2461,150
7564,14972,2467,129
7676,15165,2464,105
7675,15211,2467,80
7616,15062,2469,55
7564,15092,2467,32
7487,15306,2446,12
7453,15451,2435,0
7471,15302,2434,-3
7564,15211,2435,0
7692,15332,2416,1
7898,15451,2403,0
8077,15201,2401,-1
8120,14852,2403,0
7993,14722,2384,0
7898,14852,2371,0
7893,14893,2368,0
7898,14852,2371,0
7809,14810,2353,0
7786,14852,2339,0
7889,14839,2335,0
8009,14852,2339,0
7971,14856,2322,0
7898,14852,2307,0
7916,14811,2300,0
8009,14972,2307,0
7984,15264,2304,0
7898,15451,2307,0
7912,15297,2308,0
8120,15092,2307,0
8290,15027,2286,0
8231,15092,2275,0
7960,15040,2272,0
7786,14972,2275,0
7867,14916,2256,0
8120,14852,2243,0
8233,14669,2236,0
8120,14612,2243,0
7896,14752,2237,0
7786,14972,2243,0
7775,15003,2262,0
7786,14972,2307,0
7752,14926,2348,0
7786,14852,2403,0
7902,14662,2468,0
8009,14612,2563,0
7887,14724,2664,0
7564,14852,2787,0
7253,14840,2920,0
7230,14972,3076,0
7410,15259,3221,0
7564,15451,3364,0
7551,15314,3496,0
7564,15211,3652,0
7678,15324,3820,0
7786,15451,4005,0
7705,15237,4178,0
7564,14972,4357,0
7505,14975,4522,0
7564,15211,4677,0
7611,15215,4804,0
7675,14972,4934,0
7739,14754,5061,0
7786,14852,5190,0
7795,15032,5289,0
7898,15092,5382,0
8027,15008,5463,0
8009,15092,5542,0
7780,15313,5593,0
7675,15451,5638,0
7882,15256,5678,0
8231,14972,5735,0
8363,14807,5781,0
8343,14852,5831,0
8471,14962,5862,0
8899,15211,5895,0
9270,15479,5909,0
9232,15571,5927,0
8780,15298,5935,0
8343,14972,5959,0
8180,14815,5971,0
8231,14852,5991,0
8222,14842,5998,0
8120,14852,6023,0
8007,14867,6038,0
8009,14852,6055,0
8113,14689,6048,0
8343,14612,6055,0
8578,14699,6063,0
8676,14852,6087,0
8504,14786,6087,0
8231,14612,6087,0
8071,14476,6078,0
8120,14493,6087,0
8150,14527,6085,0
