I,aVL,ABP,RESP
4181,4146,4681,0
4429,4344,4571,0
4515,4429,4334,0
4429,4437,4008,0
4216,4362,3627,0
3945,4189,3280,0
3658,3930,3035,0
3391,3662,2948,0
3146,3446,3014,0
2906,3289,3213,0
2636,3107,3503,0
2353,2855,3843,0
2121,2594,4182,0
2007,2451,4505,0
1969,2417,4796,0
1903,2358,5068,0
1736,2171,5301,0
1522,1924,5499,0
1327,1711,5606,0
1176,1552,5598,0
1063,1416,5403,0
1003,1334,5002,0
955,1297,4347,4
865,1241,3478,16
748,1129,2429,38
727,1055,1325,64
802,1065,289,85
830,1086,-530,97
708,1024,-1054,103
554,931,-1226,113
503,875,-1026,123
519,838,-464,129
476,769,369,128
381,714,1391,129
320,711,2573,132
311,714,3942,129
303,660,5362,114
277,590,6526,97
226,544,7107,87
138,496,7155,80
46,427,7046,68
35,403,7155,48
87,446,7343,30
69,465,7155,16
-79,380,6284,6
-242,248,4969,0
-329,148,3628,-1
-415,62,2518,0
-589,-59,1665,1
-761,-155,1126,0
-799,-149,962,0
-727,-62,1126,0
-685,1,1448,0
-727,0,1822,0
-797,-37,2209,0
-830,-62,2617,0
-808,-48,3025,0
-727,31,3478,0
-613,157,3989,0
-519,279,4571,0
-467,353,5150,0
-415,403,5698,0
-323,468,6119,0
-208,559,6360,0
-126,648,6339,0
-69,745,6095,0
51,897,5681,0
277,1117,5234,0
478,1293,4848,0
484,1303,4638,0
339,1201,4626,0
277,1179,4803,0
394,1285,5083,0
519,1365,5400,0
503,1328,5678,0
450,1303,5897,0
510,1394,6018,0
623,1489,6062,0
642,1452,6043,0
588,1365,6029,0
578,1369,6029,0
623,1427,6062,0
646,1416,6106,0
657,1365,6195,0
730,1396,6303,0
865,1520,6427,0
962,1607,6514,0
969,1583,6592,0
932,1492,6648,0
934,1427,6692,0
993,1411,6686,-1
1073,1427,6658,0
1129,1442,6609,1
1176,1458,6559,0
1253,1487,6480,-3
1384,1552,6393,0
1524,1633,6289,2
1626,1707,6195,0
1682,1741,6088,-6
1730,1738,5996,0
1773,1702,5903,6
1799,1676,5830,0
1825,1693,5746,-16
1903,1769,5665,0
2004,1843,5563,61
2041,1862,5466,145
1983,1829,5349,219
1938,1831,5234,306
1976,1906,5106,421
2041,2017,5002,563
2032,2076,4907,699
1972,2079,4836,836
1943,2073,4760,983
1972,2110,4704,1142
2008,2165,4657,1290
2041,2203,4638,1432
2083,2205,4607,1576
2145,2203,4571,1737
2210,2210,4524,1895
2284,2234,4505,2043
2350,2261,4491,2181
2387,2296,4472,2332
2373,2313,4418,2489
2353,2296,4373,2638
2358,2259,4334,2766
2387,2265,4306,2895
2386,2315,4244,3027
2353,2358,4174,3153
2325,2347,4107,3261
2353,2327,4075,3378
2392,2318,4041,3495
2387,2296,4008,3587
2322,2242,3964,3635
2284,2234,3942,3683
2316,2294,3923,3746
2387,2358,3909,3796
2401,2335,3873,3795
2353,2265,3843,3780
2308,2196,3816,3778
2353,2141,3810,3780
2482,2093,3794,3747
2664,2141,3776,3700
2866,2323,3750,3657
3079,2576,3743,3619
3248,2786,3740,3557
3322,2948,3743,3490
3315,3072,3727,3428
3356,3165,3710,3362
3537,3247,3686,3263
3841,3413,3677,3153
4152,3678,3669,3049
4394,3941,3677,2960
4537,4090,3679,2853
4567,4158,3677,2734
4447,4199,3656,2609
4187,4189,3644,2493
3849,4058,3629,2373
3529,3848,3611,2252
3269,3653,3572,2127
3045,3506,3545,2011
2773,3312,3524,1891
2422,3010,3511,1769
2053,2661,3484,1643
1799,2420,3478,1528
1713,2346,3489,1416
1730,2358,3511,1303
1721,2316,3510,1178
1626,2172,3511,1062
1441,1957,3522,950
1211,1738,3545,836
996,1557,3538,714
865,1458,3511,611
806,1422,3471,529
761,1396,3445,450
687,1328,3410,356
623,1241,3379,273
578,1158,3343,214
519,1086,3346,161
419,1010,3393,91
346,962,3511,32
347,954,3679,10
381,962,3876,16
352,929,4037,13
277,869,4108,0
247,836,4014,-6
311,869,3743,0
390,914,3326,3
381,900,2882,0
283,817,2545,-3
208,745,2451,0
221,731,2646,1
277,745,3114,0
266,708,3743,-1
173,621,4406,0
81,542,4939,0
69,528,5234,0
93,540,5212,0
69,528,4903,0
4,491,4378,0
0,496,3776,0
88,549,3185,0
173,590,2683,0
145,560,2283,-1
35,496,2021,0
-48,456,1886,6
-35,465,1888,16
52,517,1974,30
173,621,2120,48
291,755,2279,67
381,869,2451,80
439,936,2606,87
519,1024,2750,97
659,1181,2870,112
830,1365,3015,129
955,1481,3185,139
1003,1520,3412,145
1019,1543,3668,151
1073,1614,3975,161
1191,1734,4283,169
1315,1862,4571,177
1332,1914,4783,185
1211,1862,4936,193
1090,1788,5022,200
1142,1831,5068,209
1330,1983,5084,218
1419,2079,5135,225
1263,1989,5243,230
1003,1800,5433,241
879,1694,5677,262
934,1738,5996,290
1000,1813,6369,313
934,1800,6758,338
767,1700,7035,366
623,1614,7155,402
557,1583,7154,440
554,1583,7155,483
597,1594,7150,523
692,1645,7056,563
759,1692,6799,599
692,1645,6493,643
519,1490,6268,691
415,1365,6195,740
446,1338,6201,783
484,1334,6261,836
447,1293,6354,903
450,1303,6493,981
563,1398,6614,1054
657,1458,6692,1126
615,1386,6694,1200
554,1303,6658,1287
603,1336,6582,1373
692,1427,6493,1464
700,1447,6365,1555
692,1427,6228,1657
752,1441,6070,1755
796,1458,5930,1850
700,1401,5787,1934
554,1334,5665,2027
534,1366,5538,2123
657,1489,5433,2220
745,1579,5324,2301
692,1583,5234,2381
568,1539,5141,2458
519,1520,5068,2541
572,1538,4993,2615
657,1583,4936,2686
709,1628,4874,2749
761,1676,4836,2815
860,1726,4813,2871
1003,1800,4836,2927
1136,1873,4885,2975
1246,1924,4969,3024
1343,1946,5042,3063
1453,1986,5101,3104
1577,2057,5106,3141
1730,2141,5068,3185
1869,2188,4969,3219
1938,2203,4836,3249
1914,2197,4667,3268
1903,2203,4505,3297
1994,2230,4361,3322
2180,2296,4273,3346
2341,2368,4222,3355
2422,2420,4207,3378
2440,2430,4197,3406
2491,2451,4207,3442
2629,2522,4211,3463
2837,2638,4207,3490
2971,2693,4164,3518
2941,2638,4108,3555
2842,2529,4046,3580
2906,2513,4008,3619
3165,2614,3971,3668
3426,2762,3942,3732
3544,2921,3911,3779
3633,3165,3909,3828
3801,3458,3911,3886
3979,3662,3909,3973
4081,3730,3874,4050
4221,3848,3843,4102
4501,4119,3817,4107
4810,4406,3810,4102
4955,4531,3790,4094
4948,4561,3776,4102
4885,4618,3766,4100
4775,4655,3776,4102
4552,4524,3779,4096
4256,4251,3776,4102
3949,3953,3755,4099
3633,3693,3743,4102
3294,3451,3734,4097
3010,3258,3743,4102
2819,3108,3745,4098
2664,2948,3743,4102
2478,2752,3723,4097
2318,2607,3710,4102
2223,2537,3701,4098
2145,2451,3710,4102
2001,2261,3711,4097
1834,2048,3710,4102
1718,1917,3691,4097
1661,1862,3677,4102
1565,1764,3657,4098
1419,1614,3644,4102
1304,1496,3622,4097
1315,1489,3611,4102
1363,1501,3601,4098
1315,1427,3611,4102
1171,1290,3621,4097
1107,1241,3644,4102
1176,1298,3659,4099
1246,1334,3677,4102
1210,1277,3678,4096
1176,1241,3677,4102
1222,1288,3669,4101
1246,1303,3677,4102
1137,1177,3689,4093
1003,1024,3710,4102
974,985,3712,4108
1003,1024,3710,4102
978,1004,3701,4057
934,931,3710,4005
937,884,3721,3952
934,869,3743,3909
849,824,3763,3847
761,776,3810,3780
771,778,3873,3709
830,807,3942,3651
785,767,3952,3582
623,652,3876,3507
482,543,3706,3420
484,528,3511,3346
563,588,3329,3272
588,652,3213,3201
538,654,3163,3118
519,621,3213,3040
564,614,3335,2964
588,683,3511,2895
546,786,3688,2815
554,869,3876,2734
707,920,4051,2654
934,993,4207,2590
1093,1109,4282,2521
1176,1241,4273,2445
1245,1343,4167,2353
1315,1427,4008,2268
1369,1524,3823,2187
1453,1645,3710,2107
1586,1762,3744,2012
1695,1862,4008,1914
1695,1919,4470,1816
1626,1924,5068,1721
1569,1883,5669,1612
1557,1862,6195,1496
1572,1908,6553,1379
1626,2017,6725,1271
1681,2094,6690,1155
1661,2079,6526,1029
1528,1979,6311,899
1384,1893,6162,788
1317,1871,6105,687
1315,1893,6162,579
1294,1878,6281,459
1246,1800,6460,354
1192,1664,6646,266
1176,1552,6824,177
1252,1565,6937,74
1488,1800,6990,0
1819,2189,6979,-19
2076,2576,6957,0
2180,2862,6927,8
2284,3134,6923,0
2570,3481,6926,-6
3045,3879,6957,0
3557,4219,6985,3
3979,4468,7023,0
4230,4614,7030,-3
4256,4624,7023,0
4080,4489,6977,1
3841,4313,6923,0
3658,4200,6843,-1
3529,4158,6758,0
3381,4109,6644,0
3183,4003,6526,0
2917,3804,6381,0
2560,3506,6228,0
2157,3168,6043,0
1834,2917,5863,0
1641,2791,5697,0
1488,2700,5598,0
1284,2546,5551,0
1073,2358,5565,0
910,2181,5601,0
761,1986,5665,0
559,1710,5696,0
346,1396,5665,0
189,1129,5517,0
104,962,5300,0
55,877,5041,0
69,869,4803,0
152,906,4596,0
242,931,4472,0
226,863,4419,0
104,714,4439,0
-21,562,4477,0
-35,496,4538,0
36,488,4591,-1
104,465,4638,0
132,405,4643,0
173,372,4638,0
223,373,4618,-2
208,341,4605,0
116,248,4571,1
69,186,4538,0
120,201,4497,-3
173,217,4472,0
152,158,4446,4
138,93,4439,0
186,95,4433,-10
208,124,4439,0
150,109,4417,35
138,93,4373,80
254,131,4299,117
381,186,4240,161
386,176,4187,229
346,124,4141,322
359,100,4081,414
381,124,4041,499
352,161,4017,582
381,217,4008,676
552,311,3976,767
761,434,3942,853
860,547,3904,930
900,652,3876,1013
1007,776,3827,1097
1176,931,3776,1174
1285,1066,3727,1238
1315,1148,3710,1303
1359,1212,3704,1374
1488,1334,3710,1448
1658,1514,3705,1508
1799,1676,3710,1560
1872,1764,3709,1609
1903,1831,3710,1657
1937,1923,3684,1697
2007,2017,3644,1737
2079,2061,3584,1773
2111,2079,3545,1802
2096,2110,3524,1816
2076,2141,3545,1834
2053,2124,3582,1854
2007,2079,3644,1866
1946,2056,3713,1858
1938,2079,3810,1850
1996,2118,3908,1849
2041,2141,4008,1850
1976,2107,4080,1835
1834,2017,4141,1818
1747,1935,4178,1806
1799,1955,4207,1802
1906,2043,4218,1787
1938,2079,4240,1769
1862,2011,4259,1751
1799,1955,4273,1737
1836,1995,4258,1714
1938,2079,4240,1689
1981,2098,4220,1666
1938,2079,4207,1657
1883,2092,4175,1644
1903,2141,4141,1625
1951,2139,4101,1594
1938,2079,4075,1576
1852,2026,4039,1571
1799,2048,4008,1576
1823,2106,3971,1575
1868,2141,3942,1576
1860,2117,3905,1580
1834,2079,3876,1592
1837,2068,3839,1599
1868,2110,3810,1609
1895,2175,3780,1619
1938,2234,3776,1641
1982,2236,3776,1663
1972,2172,3776,1689
1886,2086,3754,1711
1834,2079,3743,1737
1895,2166,3738,1760
2007,2265,3743,1785
2017,2263,3735,1811
1903,2172,3743,1850
1768,2074,3769,1890
1730,2048,3810,1930
1786,2083,3814,1960
1868,2141,3776,1995
1887,2155,3688,2033
1834,2110,3578,2075
1773,2053,3450,2107
1799,2079,3346,2139
1899,2183,3278,2171
1972,2265,3280,2204
1926,2227,3336,2227
1799,2110,3445,2252
1677,2001,3557,2276
1626,1955,3644,2300
1649,1961,3668,2310
1730,2017,3644,2316
1800,2072,3565,2318
1799,2079,3445,2316
1742,2049,3272,2305
1730,2079,3081,2300
1778,2167,2898,2296
1799,2203,2783,2284
1734,2118,2749,2252
1661,2017,2816,2220
1638,1985,2945,2189
1626,1986,3114,2155
1585,1954,3272,2101
1592,1955,3412,2043
1673,2024,3502,1990
1730,2079,3545,1946
1672,2021,3527,1892
1592,1924,3478,1834
1590,1893,3401,1774
1626,1924,3313,1721
1588,1917,3198,1664
1488,1862,3081,1609
1407,1801,2958,1551
1384,1769,2849,1496
1405,1758,2747,1433
1488,1800,2683,1367
1604,1886,2666,1300
1661,1955,2716,1239
1587,1919,2805,1175
1453,1800,2915,1110
1356,1683,3008,1041
1315,1645,3081,981
1276,1665,3112,925
1246,1707,3114,869
1267,1744,3080,807
1349,1800,3048,756
1411,1860,3029,714
1384,1893,3048,676
1266,1859,3071,631
1142,1800,3081,595
1084,1778,3054,569
1107,1831,3015,547
1155,1901,2963,517
1176,1924,2915,499
1142,1871,2865,495
1073,1800,2849,499
1008,1767,2884,490
1003,1800,2981,483
1050,1845,3099,489
1107,1862,3213,515
1139,1849,3300,539
1176,1862,3379,563
1218,1897,3431,590
1246,1924,3445,627
1259,1927,3388,666
1315,1955,3280,708
1373,1992,3123,747
1349,1986,2948,788
1251,1927,2764,826
1246,1924,2617,869
1373,2004,2520,914
1488,2079,2484,965
1465,2050,2481,1012
1419,1986,2518,1062
1467,1951,2585,1113
1557,1924,2683,1174
1590,1860,2773,1237
1661,1862,2849,1303
1887,2025,2908,1365
2214,2327,2981,1432
2485,2652,3053,1495
2664,2948,3114,1560
2796,3172,3136,1622
2906,3289,3147,1689
3017,3330,3157,1753
3218,3444,3180,1818
3541,3703,3187,1873
3875,4003,3180,1930
4065,4180,3157,1989
4083,4220,3147,2059
3974,4185,3143,2125
3772,4096,3147,2188
3493,3910,3136,2240
3218,3662,3114,2300
3011,3440,3077,2361
2837,3289,3048,2429
2580,3128,3024,2489
2214,2886,3015,2558
1863,2611,2998,2627
1695,2451,2981,2702
1728,2458,2958,2766
1799,2513,2948,2831
1704,2421,2943,2891
1419,2141,2948,2960
1100,1805,2945,3022
934,1583,2948,3088
931,1494,2946,3149
969,1458,2948,3217
930,1389,2942,3280
830,1303,2948,3346
735,1236,2960,3400
692,1210,2981,3458
681,1184,2986,3510
692,1148,2981,3571
709,1118,2962,3630
727,1117,2948,3700
714,1096,2930,3762
692,1024,2915,3828
718,962,2893,3891
830,1024,2882,3973
942,1163,2876,4048
934,1210,2882,4102
813,1092,2882,4108
727,962,2882,4102
749,950,2868,4093
796,993,2849,4102
764,959,2813,4101
692,869,2783,4102
650,797,2756,4096
623,745,2750,4102
563,678,2743,4099
519,652,2750,4102
533,690,2755,4097
554,714,2783,4102
511,652,2801,4098
450,590,2816,4102
443,607,2807,4097
484,652,2816,4102
513,625,2828,4098
519,559,2849,4102
491,522,2845,4097
415,528,2849,4102
335,548,2863,4097
381,621,2915,4102
577,749,2986,4097
796,869,3114,4102
901,920,3300,4097
934,962,3578,4102
1004,1064,3928,4097
1142,1210,4373,4102
1288,1322,4873,4097
1419,1396,5400,4102
1536,1478,5870,4098
1626,1583,6261,4102
1656,1663,6530,4097
1661,1707,6692,4102
1713,1758,6737,4098
1834,1862,6725,4102
1927,1965,6679,4097
1903,1986,6658,4102
1807,1931,6672,4100
1799,1924,6758,4102
1948,2038,6883,4096
2145,2203,7023,4102
2231,2277,7111,4102
2180,2234,7155,4102
2069,2152,7154,4087
1972,2110,7155,4086
1909,2097,7149,4079
1903,2079,7155,4053
1940,2042,7150,3985
1972,2017,7155,3909
1956,2016,7149,3833
1938,2048,7155,3764
1968,2102,7148,3676
2041,2172,7155,3587
2088,2219,7149,3497
2076,2203,7155,3410
1994,2090,7148,3304
1868,1924,7155,3201
1753,1790,7151,3101
1730,1769,7155,3008
1792,1835,7146,2897
1868,1924,7155,2783
1913,1979,7154,2671
1972,2017,7155,2574
2038,2034,7140,2470
2041,2017,7155,2365
1967,1960,7167,2255
1938,1924,7155,2155
2016,1931,7068,2056
2111,1955,6957,1962
2100,1949,6834,1864
2041,1955,6725,1769
2062,2021,6581,1670
2180,2141,6427,1576
2259,2218,6262,1479
2214,2203,6128,1383
2082,2134,5991,1279
1972,2110,5863,1174
1925,2146,5730,1071
1938,2203,5632,981
1998,2243,5549,894
2111,2296,5499,804
2202,2353,5442,709
2180,2358,5400,627
2041,2280,5354,555
1938,2203,5333,483
1958,2193,5303,399
2041,2234,5267,322
2067,2248,5199,251
2041,2234,5135,177
2005,2214,5062,93
1972,2203,5002,32
1937,2196,4927,11
1972,2234,4870,16
2072,2308,4821,12
2145,2358,4803,0
2115,2324,4783,-6
2076,2265,4770,0
2092,2234,4737,2
2111,2234,4704,0
2042,2206,4661,-2
1972,2172,4638,0
2015,2171,4607,1
2180,2234,4571,0
2347,2311,4512,-1
2457,2358,4472,0
2490,2321,4447,0
2491,2234,4439,0
2547,2218,4407,0
2768,2420,4373,0
3108,2802,4333,0
3391,3165,4306,0
3502,3343,4268,0
3564,3413,4240,0
3748,3554,4214,0
4083,3848,4207,0
4443,4200,4198,0
4740,4499,4207,0
4933,4691,4211,0
4983,4779,4207,0
4835,4736,4172,0
4533,4561,4141,0
4198,4304,4106,0
3945,4065,4075,0
3753,3877,4028,0
3529,3693,4008,0
3203,3445,4013,0
2837,3165,4041,0
2552,2931,4055,0
2422,2793,4075,0
2382,2714,4092,0
2318,2638,4108,0
2166,2501,4083,0
1972,2296,4041,0
1785,2058,3988,0
1626,1862,3942,0
1476,1723,3874,0
1349,1614,3810,0
1247,1494,3755,0
1176,1396,3743,0
1114,1338,3741,0
1073,1303,3743,0
1036,1234,3725,0
1003,1148,3710,0
969,1095,3692,0
969,1117,3677,0
992,1157,3633,0
1003,1148,3578,0
970,1079,3529,0
934,1024,3545,0
937,1018,3618,0
969,1024,3743,0
961,971,3888,0
900,869,4075,0
836,776,4287,0
830,745,4505,0
850,757,4662,0
830,776,4737,0
773,762,4704,0
761,714,4571,0
809,643,4324,0
830,590,4008,0
748,566,3664,0
623,559,3379,0
546,526,3173,0
519,465,3081,0
467,409,3073,0
381,403,3147,0
313,428,3241,0
311,434,3313,0
345,398,3293,0
381,372,3180,0
408,406,2979,0
450,496,2750,0
510,592,2525,0
588,683,2385,0
687,787,2377,0
830,931,2584,0
1006,1091,3015,0
1176,1241,3677,0
1299,1360,4480,0
1384,1458,5333,0
1446,1542,6076,0
1488,1614,6592,0
1496,1657,6774,0
1488,1676,6625,0
1481,1691,6195,0
1488,1738,5632,0
1509,1814,5079,0
1557,1893,4704,0
1612,1941,4564,0
1626,1955,4671,0
1561,1934,4939,0
1453,1893,5300,0
1381,1857,5641,0
1384,1862,5897,0
1417,1888,6005,0
1419,1893,5996,0
1377,1855,5903,0
1349,1831,5797,0
1373,1864,5709,0
1419,1924,5698,0
1405,1911,5750,0
1315,1800,5863,0
1210,1674,5986,0
1176,1645,6128,0
1201,1682,6262,0
1211,1676,6393,0
1162,1586,6479,0
1107,1520,6526,0
1095,1550,6507,0
1107,1614,6427,0
1093,1596,6263,0
1073,1520,6062,0
1087,1483,5859,0
1142,1520,5731,0
1182,1550,5699,0
1176,1520,5797,0
1119,1464,5971,0
1038,1458,6162,0
975,1497,6252,0
969,1520,6195,0
982,1478,5949,0
969,1427,5565,0
969,1454,5084,0
1073,1583,4605,0
1205,1702,4185,0
1176,1707,3909,0
947,1602,3782,0
761,1520,3810,0
823,1544,3919,0
1038,1645,4075,0
1154,1721,4215,0
1107,1738,4340,0
1029,1718,4410,0
1038,1707,4439,0
1097,1703,4420,0
1142,1707,4406,0
1158,1716,4396,-1
1176,1738,4406,0
1176,1737,4410,0
1142,1707,4439,0
1104,1675,4481,-2
1142,1707,4538,0
1238,1780,4557,2
1315,1831,4538,0
1345,1834,4469,-5
1419,1862,4373,0
1544,1922,4242,5
1626,1955,4108,0
1608,1912,3975,-10
1626,1893,3876,16
1767,1967,3804,91
1938,2079,3776,193
1987,2085,3768,283
1972,1986,3776,370
2033,1893,3775,471
2214,1924,3776,595
2437,2064,3755,717
2664,2265,3710,836
2878,2489,3625,957
3045,2731,3545,1094
3136,2938,3479,1231
3218,3072,3445,1367
3357,3145,3418,1493
3564,3258,3412,1625
3809,3465,3418,1758
4083,3724,3445,1898
4318,3934,3454,2033
4394,4065,3445,2171
4251,4120,3410,2308
3979,4096,3379,2445
3698,3968,3342,2572
3460,3786,3313,2702
3253,3621,3283,2829
3079,3506,3280,2960
2907,3378,3281,3084
2664,3165,3280,3217
2295,2836,3255,3344
1903,2482,3246,3458
1693,2269,3256,3551
1765,2296,3280,3651
1925,2409,3280,3753
1903,2358,3280,3844
1666,2100,3287,3907
1453,1862,3313,3973
1376,1776,3320,4043
1315,1738,3313,4102
1186,1638,3290,4112
1142,1583,3280,4102
1232,1625,3263,4093
1246,1614,3246,4102
1008,1401,3221,4101
727,1148,3213,4102
672,1073,3212,4100
796,1148,3213,4102
821,1157,3195,4094
692,1055,3180,4102
595,977,3172,4109
657,1024,3180,4102
774,1118,3179,4050
796,1148,3180,3989
700,1078,3184,3930
588,962,3213,3877
530,859,3247,3798
519,807,3280,3716
505,786,3285,3636
484,776,3280,3571
469,761,3260,3492
450,745,3246,3410
382,700,3227,3324
277,621,3213,3249
199,540,3192,3167
208,528,3180,3088
270,577,3161,3005
311,621,3147,2927
282,595,3117,2838
208,528,3081,2751
128,465,3017,2663
69,434,2948,2590
42,420,2878,2515
69,434,2849,2445
136,483,2857,2373
208,559,2915,2316
271,638,2988,2260
381,745,3081,2204
571,900,3164,2139
796,1086,3246,2091
944,1225,3306,2055
969,1272,3379,2027
919,1248,3484,1983
900,1241,3677,1946
966,1312,3945,1917
1107,1458,4273,1898
1271,1624,4582,1871
1419,1769,4836,1850
1515,1874,4990,1832
1557,1955,5068,1818
1578,2021,5082,1790
1626,2079,5101,1769
1675,2104,5164,1757
1661,2079,5333,1753
1588,2029,5589,1737
1557,2017,5897,1721
1608,2051,6157,1708
1661,2079,6327,1705
1625,2054,6369,1697
1557,2017,6327,1689
1565,2033,6233,1678
1661,2110,6162,1673
1738,2164,6138,1663
1730,2141,6195,1657
1668,2066,6297,1648
1626,2017,6427,1641
1611,1997,6527,1628
1592,1955,6592,1625
1549,1867,6594,1623
1522,1800,6559,1625
1540,1787,6487,1620
1592,1800,6427,1625
1625,1792,6377,1631
1626,1800,6360,1641
1613,1843,6342,1642
1626,1893,6327,1657
1668,1898,6283,1679
1730,1893,6228,1705
1781,1909,6143,1721
1799,1924,6062,1753
1752,1867,5971,1799
1661,1769,5897,1850
1601,1722,5819,1884
1661,1800,5764,1930
1792,1932,5710,1994
1868,2017,5665,2075
1831,2014,5581,2144
1765,1986,5466,2220
1710,1960,5302,2307
1626,1924,5135,2413
1511,1887,4958,2509
1488,1924,4803,2606
1582,2022,4659,2707
1661,2079,4571,2831
1632,2040,4536,2949
1626,2017,4571,3056
1744,2097,4639,3147
1868,2203,4737,3249
1812,2173,4818,3354
1626,2017,4870,3458
1510,1894,4855,3544
1557,1924,4803,3635
1663,2028,4709,3725
1730,2079,4605,3812
1740,2044,4487,3879
1730,2017,4406,3957
1698,2032,4363,4037
1661,2048,4373,4102
1635,2021,4387,4113
1661,2017,4406,4102
1707,2063,4398,4092
1730,2110,4373,4102
1685,2068,4302,4102
1626,1986,4207,4102
1629,1958,4085,4097
1730,2017,3975,4102
1834,2054,3874,4099
1868,2017,3810,4102
1885,1978,3770,4100
2041,2079,3776,4102
2351,2300,3810,4096
2664,2513,3876,4102
2834,2648,3940,4104
2906,2793,4008,4102
2985,2987,4059,4090
3114,3165,4108,4102
3290,3287,4139,4117
3564,3475,4174,4102
3925,3796,4201,4023
4256,4127,4240,3925
4430,4307,4274,3833
4464,4375,4306,3748
4407,4419,4305,3634
4256,4406,4273,3507
3993,4250,4197,3380
3702,4003,4108,3265
3454,3760,4005,3137
3218,3537,3909,3008
2922,3299,3803,2882
2595,3072,3710,2767
2311,2859,3635,2640
2111,2638,3611,2509
1988,2458,3616,2376
1938,2451,3644,2252
1890,2555,3660,2124
1765,2513,3677,1995
1539,2183,3680,1857
1315,1769,3677,1721
1185,1541,3646,1577
1142,1520,3611,1432
1050,1475,3569,1286
865,1303,3545,1158
734,1165,3520,1037
830,1241,3511,917
984,1365,3503,789
900,1272,3511,676
654,1047,3520,572
623,1024,3545,466
735,1117,3562,352
554,931,3578,257
218,607,3575,189
519,869,3578,129
1519,1776,3576,56
2111,2327,3578,0
1545,1822,3561,-15
588,931,3545,0
328,652,3522,6
657,931,3511,0
773,1027,3493,-5
554,776,3478,0
465,588,3456,2
588,621,3445,0
575,617,3437,-2
381,496,3445,0
306,448,3447,1
450,559,3445,0
556,650,3424,-1
450,590,3412,0
251,444,3403,0
173,372,3412,0
238,398,3410,0
311,434,3412,0
300,415,3405,0
277,403,3412,0
323,452,3409,0
415,528,3412,0
480,574,3404,0
554,652,3412,0
686,803,3419,0
830,962,3445,0
911,1039,3469,0
969,1086,3511,0
1083,1187,3559,0
1246,1334,3644,0
1364,1447,3761,0
1419,1520,3942,0
1467,1602,4165,0
1557,1707,4439,0
1655,1793,4736,0
1730,1862,5068,0
1809,1960,5394,0
1938,2110,5698,0
2055,2224,5936,0
2041,2203,6128,0
1883,2065,6255,0
1730,1955,6327,0
1695,1950,6325,1
1730,1986,6294,0
1735,1977,6249,-1
1730,1955,6228,0
1758,1964,6212,6
1799,1986,6228,16
1830,1997,6261,34
1903,2048,6327,64
1991,2121,6391,100
1972,2110,6460,129
1824,1984,6510,146
1730,1893,6559,161
1779,1909,6580,179
1834,1924,6592,193
1775,1839,6584,199
1730,1769,6592,209
1799,1804,6601,228
1868,1862,6625,241
1826,1839,6635,236
1799,1831,6658,225
1889,1903,6672,223
1972,1955,6692,225
1923,1880,6689,215
1868,1800,6692,193
1924,1830,6671,173
1972,1893,6625,161
1866,1850,6520,148
1730,1769,6393,129
1727,1776,6243,105
1799,1862,6095,80
1787,1910,5931,56
1730,1924,5797,32
1748,1975,5693,12
1834,2079,5632,0
1877,2165,5564,-2
1868,2203,5499,0
1855,2192,5415,1
1834,2141,5333,0
1757,2044,5229,-1
1661,1955,5135,0
1612,1931,5039,0
1626,1986,4969,0
1644,2040,4894,0
1661,2048,4836,0
1722,2051,4777,0
1868,2141,4737,0
2013,2279,4686,0
2041,2327,4638,0
1919,2211,4578,0
1765,2048,4538,0
1667,1961,4501,0
1626,1955,4472,0
1581,1940,4438,0
