I,V,PLETH,RESP
4575,6901,6692,1162
4558,6905,6712,1173
4609,6912,6712,1176
4662,6905,6712,1173
4627,6836,6700,1168
4558,6809,6712,1173
4523,6843,6708,1182
4558,6905,6712,1192
4551,6903,6702,1192
4454,6905,6712,1192
4337,6915,6707,1190
4351,6905,6712,1192
4439,6827,6702,1190
4454,6809,6712,1192
4362,6862,6709,1191
4351,6905,6712,1192
4439,6842,6698,1189
4454,6809,6712,1192
4312,6854,6716,1193
4247,6905,6712,1192
4360,6847,6669,1181
4454,6809,6650,1173
4350,6851,6645,1171
4247,6905,6650,1173
4297,6849,6613,1165
4351,6809,6587,1155
4234,6849,6576,1149
4144,6905,6587,1155
4237,6851,6560,1159
4351,6809,6525,1155
4261,6847,6483,1142
4144,6905,6463,1137
4209,6853,6426,1137
4351,6809,6401,1137
4305,6844,6365,1125
4144,6905,6339,1118
4074,6858,6294,1118
4144,6809,6277,1118
4212,6834,6267,1108
4247,6905,6277,1100
4230,6903,6264,1099
4144,6905,6277,1100
4052,6944,6299,1090
4144,7001,6339,1082
4343,7038,6338,1080
4351,7192,6339,1082
4062,7435,6346,1072
3833,7576,6401,1063
3916,7463,6440,1061
4144,7288,6463,1063
4227,7210,6447,1055
4247,7192,6463,1045
4355,7091,6504,1040
4454,7001,6587,1045
4317,6989,6648,1046
4040,7001,6712,1045
3881,6903,6774,1042
3937,6809,6898,1045
4027,6820,7042,1046
4040,6905,7209,1045
3982,6890,7350,1041
3937,6809,7520,1045
3910,6763,7693,1053
3937,6809,7892,1063
4018,6806,8067,1065
4144,6713,8265,1063
4206,6596,8468,1060
4144,6617,8700,1063
3972,6728,8895,1069
3833,6809,9073,1082
3824,6744,9217,1092
3833,6713,9384,1100
3746,6784,9537,1099
3833,6713,9695,1100
4050,6487,9816,1105
3937,6617,9943,1118
3657,6928,10039,1128
4040,6617,10130,1137
4590,5996,10183,1143
3937,6425,10254,1155
2983,7264,10313,1164
4040,6521,10378,1173
5642,5240,10403,1179
4144,6521,10440,1192
1611,8594,10467,1203
3833,6617,10502,1210
7986,3065,10497,1208
4040,6425,10502,1210
-6848,15091,10497,1217
-9013,15344,10502,1228
4160,2372,10465,1230
17404,-9110,10440,1228
15269,-5556,10421,1225
4144,6042,10440,1228
-310,10606,10420,1229
3419,7001,10378,1228
5528,4767,10298,1220
3108,6905,10254,1210
1616,8239,10214,1197
3004,6809,10192,1192
3709,5847,10127,1191
2486,6713,10067,1192
1742,7309,9994,1183
2383,6809,9943,1173
2813,6420,9853,1162
2383,6617,9757,1155
1978,6659,9640,1144
2072,6425,9570,1137
2221,6311,9503,1128
2175,6329,9446,1118
2092,6178,9346,1100
2175,5946,9260,1082
2446,5768,9176,1067
2693,5658,9135,1063
2573,5582,9072,1057
2175,5562,9011,1045
1883,5551,8928,1025
1968,5562,8887,1008
2315,5622,8847,996
2693,5850,8825,990
2949,6189,8760,980
3108,6521,8700,972
3236,6753,8640,961
3419,7001,8638,953
3654,7248,8637,942
3937,7384,8638,935
4245,7330,8596,926
4558,7288,8576,917
4737,7367,8560,903
4662,7480,8576,898
4374,7450,8568,899
4144,7384,8576,898
4151,7425,8568,888
4351,7576,8576,880
4547,7635,8563,878
4662,7576,8576,880
4687,7510,8577,877
4662,7576,8576,880
4629,7667,8532,889
4662,7672,8514,898
4678,7584,8504,897
4558,7576,8514,898
4357,7643,8478,905
4351,7672,8452,917
4551,7589,8432,917
4662,7576,8452,917
4503,7677,8449,921
4351,7768,8452,935
4421,7710,8440,945
4558,7672,8452,953
4494,7728,8445,960
4351,7768,8452,972
4342,7652,8443,980
4454,7576,8452,990
4514,7653,8442,997
4558,7768,8452,1008
4636,7728,8446,1022
4662,7672,8452,1045
4512,7711,8438,1066
4351,7768,8452,1082
4371,7676,8454,1088
4558,7576,8452,1100
4681,7590,8408,1118
4662,7672,8390,1137
4576,7640,8381,1145
4558,7576,8390,1155
4597,7587,8356,1170
4662,7672,8327,1192
4710,7660,8289,1203
4765,7576,8265,1210
4785,7522,8217,1215
4765,7576,8203,1228
4760,7587,8199,1239
4869,7480,8203,1247
4965,7311,8161,1246
4869,7288,8141,1247
4648,7395,8134,1251
4662,7480,8141,1265
4932,7400,8102,1276
5076,7288,8079,1283
4866,7252,8069,1281
4662,7288,8079,1283
4757,7258,8043,1290
4972,7192,8017,1302
5028,7131,8002,1304
5076,7097,8017,1302
5233,7003,7987,1296
5283,6905,7955,1302
5054,6858,7929,1311
4869,6905,7955,1320
4959,6930,7963,1320
5076,6905,7955,1320
4902,6859,7908,1319
4662,6905,7892,1320
4657,6980,7885,1317
4765,7001,7892,1320
4631,6926,7860,1327
4351,6905,7830,1338
4295,6957,7789,1340
4558,7001,7768,1338
4737,6940,7728,1335
4558,6905,7706,1338
4244,6945,7671,1338
4247,7001,7644,1338
4503,6976,7595,1336
4558,7001,7582,1338
4254,7110,7577,1337
4040,7192,7582,1338
4173,7107,7544,1337
4351,7001,7520,1338
4252,6979,7505,1337
4144,7001,7520,1338
4288,6939,7512,1337
4454,6905,7520,1338
4322,6950,7518,1337
4144,7001,7520,1338
4240,6940,7480,1337
4454,6905,7457,1338
4422,6953,7446,1337
4247,7001,7457,1338
4194,6934,7429,1337
4247,6905,7395,1338
4207,6967,7349,1337
4144,7001,7333,1338
4151,6882,7317,1336
4144,6809,7333,1338
4039,6888,7338,1339
4040,7001,7333,1338
4219,6960,7287,1329
4351,6905,7271,1320
4252,6944,7268,1314
4144,7001,7271,1320
4191,6911,7230,1323
4247,6809,7209,1320
4159,6822,7202,1307
4144,6905,7209,1302
4340,6905,7170,1302
4454,6809,7147,1302
4261,6736,7137,1290
4144,6905,7147,1283
4309,7062,7111,1282
4351,6809,7085,1283
4082,6450,7071,1273
4040,6809,7085,1265
4220,7405,7055,1262
3937,7001,7022,1265
3488,6205,6995,1257
4040,6905,7022,1247
4885,8058,7047,1240
4144,6905,7085,1247
2866,5021,7104,1250
4144,6905,7147,1247
6497,10257,7170,1235
4351,6905,7209,1228
-2276,-2877,7244,1225
-5180,-6809,7333,1228
255,1692,7441,1228
7459,12467,7582,1228
8286,13317,7697,1227
4454,7097,7830,1228
2857,4340,7963,1227
4662,6809,8141,1228
5724,8299,8315,1227
4662,6809,8514,1228
3880,5810,8711,1227
4454,6617,8949,1228
4887,7012,9171,1227
4454,6329,9384,1228
4037,6013,9556,1226
4144,6425,9757,1228
4241,6555,9949,1228
4040,6329,10130,1228
3848,6365,10248,1225
3937,6617,10378,1228
4121,6593,10505,1236
4144,6425,10627,1247
3993,6404,10684,1248
3937,6425,10751,1247
4069,6310,10815,1244
4144,6233,10875,1247
3991,6282,10868,1246
3937,6329,10875,1247
4215,6198,10898,1245
4454,6138,10938,1247
4281,6297,10907,1245
4144,6329,10875,1247
4276,6090,10856,1246
4144,6138,10875,1247
3711,6445,10848,1245
3937,6233,10813,1247
4625,5702,10764,1247
4351,6138,10751,1247
3570,6956,10714,1243
4351,6233,10689,1247
5587,4956,10646,1249
4144,6138,10627,1247
1998,8114,10585,1234
4351,6233,10565,1228
8184,2898,10527,1228
3937,6329,10502,1228
-6918,14952,10437,1218
-9013,15344,10378,1210
4062,2597,10301,1208
17404,-9110,10254,1210
15754,-6269,10187,1201
4972,4891,10130,1192
290,9802,10033,1188
3626,6809,9943,1192
5705,4741,9833,1186
3419,6713,9757,1173
1838,8061,9681,1158
3108,6809,9632,1155
3970,5835,9544,1156
2901,6521,9446,1155
1924,7079,9326,1144
2175,6713,9260,1137
2494,6419,9198,1134
2175,6617,9135,1137
1831,6662,9023,1130
1968,6425,8949,1118
2258,6250,8904,1104
2279,6233,8887,1100
2071,6167,8820,1099
2072,6042,8762,1100
2464,5824,8714,1092
2797,5562,8700,1082
2554,5432,8658,1069
2072,5562,8638,1063
1915,5747,8625,1061
2072,5754,8638,1063
2178,5575,8608,1057
2279,5562,8576,1045
2591,5893,8531,1030
3004,6425,8514,1027
3199,6837,8475,1028
3211,7097,8452,1027
3286,7266,8414,1015
3522,7384,8390,1008
3793,7387,8343,1008
4040,7384,8327,1008
4216,7450,8318,998
4247,7576,8327,990
4093,7638,8297,989
3937,7672,8265,990
3987,7708,8221,980
4247,7768,8203,972
4432,7803,8167,969
4351,7864,8141,972
4144,7904,8098,964
4144,7864,8079,953
4346,7728,8043,948
4454,7672,8017,953
4357,7722,7972,956
4351,7768,7955,953
4548,7702,7925,948
4662,7672,7892,953
4492,7728,7821,963
4351,7768,7768,972
4453,7663,7722,971
4558,7576,7706,972
4429,7604,7669,977
4351,7672,7644,990
4518,7624,7606,1000
4662,7576,7582,1008
4534,7610,7536,1015
4454,7672,7520,1027
4637,7622,7511,1036
4765,7576,7520,1045
4546,7610,7490,1052
4351,7672,7457,1063
4515,7627,7414,1073
4765,7576,7395,1082
4706,7572,7359,1082
4558,7576,7333,1082
4631,7500,7293,1085
4765,7480,7271,1100
4642,7542,7233,1118
4454,7576,7209,1137
4492,7465,7170,1146
4662,7384,7147,1155
4688,7420,7108,1162
4662,7480,7085,1173
4721,7421,7047,1182
4765,7384,7022,1192
4645,7437,6983,1199
4558,7480,6960,1210
4648,7375,6924,1218
4765,7288,6898,1228
4714,7322,6856,1236
4662,7384,6836,1247
4754,7298,6805,1254
4869,7192,6774,1265
4824,7201,6723,1274
4765,7288,6712,1283
4821,7240,6711,1290
4869,7097,6712,1302
4724,7015,6670,1312
4558,7097,6650,1320
4614,7163,6645,1318
4869,7097,6650,1320
5023,6941,6610,1327
4972,6905,6587,1338
4860,6972,6581,1340
4869,7001,6587,1338
4918,6888,6550,1335
4869,6809,6525,1338
4720,6841,6517,1338
4662,6905,6525,1338
4721,6855,6490,1336
4765,6809,6463,1338
4698,6843,6452,1337
4662,6905,6463,1338
4696,6858,6435,1337
4662,6809,6401,1338
4470,6835,6361,1337
4351,6905,6339,1338
4437,6899,6296,1337
4558,6905,6277,1338
4486,6957,6269,1336
4351,7001,6277,1338
4321,6939,6246,1338
4351,6905,6214,1338
4293,6949,6178,1336
4247,7001,6152,1338
4296,6944,6091,1339
4351,6905,6028,1338
4290,6946,5973,1328
4247,7001,5966,1320
4307,6948,5964,1316
4351,6905,5966,1320
4242,6941,5935,1320
4144,7001,5904,1320
4207,6955,5861,1317
4351,6905,5842,1320
4381,6930,5828,1321
4351,7001,5842,1320
4351,6971,5844,1310
4351,6905,5842,1302
4251,6901,5805,1297
4144,7001,5779,1302
4113,7049,5763,1304
4144,7001,5779,1302
4168,6908,5783,1290
4247,6905,5779,1283
4349,6931,5744,1280
4351,6905,5717,1283
4212,6809,5697,1283
4144,6809,5717,1283
4260,6941,5727,1281
4351,7001,5717,1283
4222,6871,5671,1282
4144,6905,5655,1283
4274,7102,5654,1282
4351,7001,5655,1283
4256,6668,5614,1282
4351,6905,5593,1283
4502,7378,5589,1282
4144,6905,5593,1283
3671,6075,5552,1282
4144,6809,5531,1283
4854,8048,5543,1282
4144,6905,5593,1283
3063,4937,5617,1281
4351,6809,5655,1283
6423,10282,5704,1283
4144,7001,5779,1283
-2143,-2852,5829,1279
-4558,-6809,5904,1283
1029,1839,6007,1291
8080,12755,6152,1302
8748,13552,6274,1302
4765,7192,6401,1302
2879,4380,6534,1300
4351,6809,6712,1302
5242,8152,6874,1299
4144,6521,7022,1302
3310,5586,7135,1308
3833,6617,7271,1320
4328,7150,7414,1322
4040,6425,7582,1320
3712,6047,7730,1315
3833,6521,7892,1320
3990,6734,8044,1328
3937,6425,8203,1338
3836,6254,8328,1340
3833,6425,8452,1338
3872,6539,8547,1334
3937,6521,8638,1338
3968,6481,8694,1346
3937,6425,8762,1357
3905,6363,8822,1358
3937,6425,8887,1357
3924,6525,8914,1353
3833,6521,8949,1357
3778,6359,8974,1357
3833,6329,9011,1357
3930,6509,9010,1353
4144,6521,9011,1357
4261,6271,9001,1359
3937,6329,9011,1357
3544,6640,8985,1344
3937,6425,8949,1338
4529,5898,8895,1338
3937,6329,8887,1338
3038,7134,8884,1327
4040,6425,8887,1320
5520,5173,8849,1318
4040,6329,8825,1320
1668,8272,8791,1310
3937,6425,8762,1302
8013,3086,8692,1298
4144,6329,8638,1302
-6611,14777,8593,1295
-9013,15344,8576,1283
3787,2889,8519,1271
17404,-9110,8452,1265
16436,-7222,8371,1256
6008,3261,8327,1247
952,8543,8267,1235
3626,6521,8203,1228
5425,4998,8118,1218
3315,6809,8079,1210
1919,7857,8048,1199
3108,6617,8017,1192
3820,5813,7940,1181
2797,6521,7892,1173
1992,6979,7875,1163
2279,6617,7892,1155
2442,6479,7867,1145
1968,6809,7830,1137
1577,6837,7783,1126
1657,6521,7768,1118
1813,6326,7734,1108
1761,6329,7706,1100
1613,6251,7662,1090
1657,6138,7644,1082
2002,6047,7609,1071
2383,5946,7582,1063
2377,5818,7537,1054
2072,5754,7520,1045
1811,5750,7488,1033
1761,5754,7457,1027
1815,5706,7406,1018
1968,5754,7395,1008
2277,5974,7394,994
2693,6329,7395,990
2997,6643,7354,991
3108,6905,7333,990
3140,7143,7325,979
3315,7384,7333,972
3692,7502,7297,971
4144,7480,7271,972
4402,7388,7258,962
4351,7384,7271,953
4133,7440,7243,951
4040,7480,7209,953
4156,7451,7182,945
4351,7480,7209,935
4473,7580,7220,930
4558,7672,7209,935
4636,7636,7160,937
4662,7576,7147,935
4566,7588,7145,931
4454,7672,7147,935
4455,7670,7105,943
4558,7576,7085,953
4580,7472,7077,956
4454,7480,7085,953
4310,7536,7049,948
4351,7576,7022,953
4530,7559,7009,964
4662,7576,7022,972
4656,7596,6995,970
4662,7576,6960,972
4732,7490,6934,980
4765,7480,6960,990
4683,7540,6972,990
4662,7576,6960,990
4774,7504,6912,995
4869,7480,6898,1008
4780,7539,6897,1018
4662,7576,6898,1027
4644,7469,6858,1034
4662,7384,6836,1045
4615,7413,6829,1053
4662,7480,6836,1063
4845,7432,6801,1071
4972,7384,6774,1082
4907,7421,6761,1089
4869,7480,6774,1100
4957,7400,6748,1108
4972,7288,6712,1118
4774,7281,6665,1125
4662,7384,6650,1137
4836,7394,6635,1152
5076,7288,6650,1173
5071,7171,6654,1191
4972,7192,6650,1210
5030,7268,6606,1226
5180,7288,6587,1247
5140,7188,6582,1265
4972,7097,6587,1283
4953,7070,6551,1298
5180,7097,6525,1320
5361,7064,6514,1345
5283,7001,6525,1375
5050,6932,6499,1396
4972,6905,6463,1412
5083,6883,6419,1424
5180,6905,6401,1448
5122,6922,6367,1477
5076,6905,6339,1503
5139,6826,6300,1519
5180,6809,6277,1540
5035,6857,6237,1566
4869,6905,6214,1595
4866,6855,6197,1612
4972,6809,6214,1632
4971,6803,6219,1655
4869,6809,6214,1687
4755,6745,6176,1712
4662,6713,6152,1742
4565,6747,6138,1775
4558,6809,6152,1815
4601,6801,6151,1844
4558,6809,6152,1870
4425,6858,6141,1893
4454,6905,6152,1925
4639,6854,6151,1952
4662,6809,6152,1980
4374,6833,6139,2003
4144,6905,6152,2035
4213,6912,6158,2068
4351,6905,6152,2108
4262,6905,6110,2144
4144,6905,6090,2182
4223,6841,6085,2215
4351,6809,6090,2255
4269,6838,6056,2291
4144,6905,6028,2328
4199,6909,6014,2360
4351,6905,6028,2402
4374,6905,6007,2445
4351,6905,5966,2493
4376,6843,5914,2529
4351,6809,5904,2567
4194,6838,5903,2600
4144,6905,5904,2640
4310,6883,5869,2673
4454,6809,5842,2713
4330,6757,5823,2749
4144,6809,5842,2787
4139,6877,5847,2811
4247,6905,5842,2842
4258,6849,5803,2873
4247,6809,5779,2915
4313,6846,5764,2950
4351,7001,5779,2988
4208,7147,5781,3021
4040,7192,5779,3062
4049,7134,5765,3095
4144,7001,5779,3135
4156,6844,5787,3169
4247,6905,5779,3208
4414,7027,5735,3240
4351,6809,5717,3281
4105,6474,5714,3318
4247,6809,5717,3355
4632,7326,5679,3377
4454,6809,5655,3410
3943,6009,5646,3449
4247,6905,5655,3501
4850,8190,5623,3540
4144,6809,5593,3575
3108,4662,5574,3603
4454,6809,5593,3648
6630,10598,5591,3691
4454,6809,5593,3740
-1885,-4263,5599,3778
-4558,-8823,5655,3831
783,656,5714,3884
7873,12946,5779,3941
8810,14273,5823,3983
4972,7480,5904,4033
2917,4224,6008,4083
4144,6713,6152,4143
5030,8241,6277,4188
4144,6521,6401,4235
3458,5385,6510,4275
3937,6425,6650,4326
4329,7151,6793,4368
4040,6521,6960,4418
3811,6046,7112,4460
4040,6425,7271,4510
4234,6707,7415,4550
4144,6521,7582,4601
4006,6348,7737,4642
4040,6425,7892,4675
4164,6476,8013,4676
4247,6425,8141,4675
4185,6351,8260,4668
4040,6329,8390,4675
3999,6369,8486,4672
4144,6425,8576,4675
4274,6380,8637,4669
4247,6329,8700,4675
4100,6328,8730,4671
4040,6329,8762,4675
4121,6260,8782,4670
4144,6329,8825,4675
4053,6525,8836,4670
4247,6425,8825,4675
4559,6070,8775,4670
4247,6233,8762,4675
3600,6727,8760,4670
3937,6425,8762,4675
4789,5678,8720,4670
4247,6233,8700,4675
3092,7303,8694,4670
4144,6329,8700,4675
5955,4660,8661,4670
4247,6329,8638,4675
1304,9122,8628,4670
4144,6425,8638,4675
9998,641,8604,4670
6941,2781,8576,4675
-5081,12847,8542,4670
-9013,15344,8514,4675
3652,3027,8441,4670
17404,-9110,8390,4675
15390,-5776,8353,4670
3833,6233,8327,4675
-744,10826,8238,4670
3315,6809,8141,4675
5616,4494,8055,4670
3108,6905,8017,4675
1577,8269,7956,4670
3004,6617,7892,4675
3656,5644,7815,4670
2383,6713,7768,4675
1667,7378,7705,4670
2175,6809,7644,4675
2228,6462,7564,4670
1554,6809,7520,4675
1278,6933,7480,4670
1554,6713,7457,4675
1646,6646,7395,4670
1554,6713,7333,4675
1709,6533,7273,4670
2072,6233,7271,4675
2286,6060,7273,4670
2279,6042,7271,4675
2153,6023,7228,4670
2072,5946,7209,4675
2046,5842,7200,4670
2072,5850,7209,4675
2163,5955,7176,4670
2383,6138,7147,4675
2691,6370,7125,4670
3004,6713,7147,4675
3232,7065,7151,4670
3419,7288,7147,4675
3614,7305,7125,4670
3833,7288,7147,4675
4013,7327,7177,4670
4144,7384,7209,4675
4213,7337,7201,4670
4247,7288,7209,4675
4300,7336,7210,4670
4454,7480,7209,4675
4628,7563,7166,4670
4662,7576,7147,4675
4530,7559,7141,4670
4454,7576,7147,4675
4540,7576,7108,4670
4662,7576,7085,4675
4670,7565,7076,4670
4662,7576,7085,4675
4718,7570,7049,4670
4765,7576,7022,4675
4707,7571,7010,4670
4662,7576,7022,4675
4679,7564,6993,4670
4662,7576,6960,4675
4551,7577,6938,4670
4558,7576,6960,4675
4771,7555,6966,4670
4972,7576,6960,4675
4889,7591,6921,4670
4662,7576,6898,4675
4590,7502,6880,4670
4765,7480,6898,4675
4946,7521,6904,4670
4972,7576,6898,4675
4862,7512,6856,4670
4765,7384,6836,4675
4728,7305,6828,4670
4765,7384,6836,4675
4846,7485,6805,4670
4972,7480,6774,4675
5066,7351,6750,4670
5076,7288,6774,4675
5002,7328,6784,4670
4972,7384,6774,4675
5020,7336,6727,4670
5076,7288,6712,4675
5035,7284,6709,4670
4972,7288,6712,4675
4975,7216,6674,4670
5076,7192,6650,4675
5193,7272,6638,4670
5283,7384,6650,4675
5253,7365,6622,4670
5076,7288,6587,4675
4862,7252,6544,4670
4869,7288,6525,4675
5094,7293,6491,4670
5283,7288,6463,4675
5223,7284,6424,4670
5076,7288,6401,4675
5031,7239,6364,4670
5076,7192,6339,4675
5072,7145,6302,4670
5076,7097,6277,4675
5134,7017,6235,4670
5180,7001,6214,4675
5120,7020,6200,4670
5076,7001,6214,4675
5094,6880,6214,4670
5076,6809,6214,4675
4943,6840,6201,4670
4869,6905,6214,4675
4924,6867,6219,4670
4972,6809,6214,4675
4898,6790,6174,4670
4869,6809,6152,4675
4930,6788,6142,4670
4869,6809,6152,4675
4541,6870,6143,4670
4247,6905,6152,4675
4260,6838,6155,4670
4454,6809,6152,4675
4486,6857,6111,4670
4351,6905,6090,4675
4238,6843,6085,4670
4247,6809,6090,4675
4289,6881,6055,4670
4351,7001,6028,4675
4391,7015,6016,4670
4351,7001,6028,4675
4213,7031,6001,4670
4144,7097,5966,4675
4196,7067,5941,4670
4247,7001,5966,4675
4157,6995,5978,4670
4040,7097,5966,4675
4011,7151,5919,4670
4040,7097,5904,4675
3995,6989,5903,4670
3937,7001,5904,4675
3979,7106,5865,4670
4144,7192,5842,4675
4261,7151,5834,4670
4247,7097,5842,4675
4155,7084,5810,4670
4144,7097,5779,4675
4234,7043,5762,4670
4351,7001,5779,4675
4386,6995,5779,4670
4351,7001,5779,4675
4255,6940,5771,4670
4144,6905,5779,4675
4072,6909,5774,4670
4144,6905,5779,4675
4294,6823,5776,4670
4351,6809,5779,4675
4237,6901,5768,4670
4144,7001,5779,4675
4181,6961,5784,4670
4247,6905,5779,4675
4204,6922,5737,4667
4144,7001,5717,4656
4115,7061,5712,4621
4040,7192,5717,4583
3908,7345,5682,4537
3937,7384,5655,4510
4132,7285,5640,4480
4247,7288,5655,4455
4192,7370,5648,4413
4247,7288,5655,4381
4403,7056,5671,4349
4247,7192,5717,4326
3672,7839,5744,4289
3315,8439,5779,4253
3614,8399,5820,4209
4144,7960,5904,4180
4224,7647,5989,4147
3937,7576,6090,4125
3789,7459,6174,4090
3937,7288,6277,4051
4094,7198,6381,3998
4144,7192,6525,3960
4150,7104,6672,3926
4144,7001,6836,3905
4073,6973,6982,3867
4040,7001,7147,3831
4097,6953,7299,3790
4144,6905,7457,3758
4054,6898,7598,3718
3937,6905,7768,3685
3903,6840,7931,3645
3937,6809,8079,3611
3960,6806,8168,3570
3937,6809,8265,3538
3892,6763,8377,3500
4040,6617,8514,3465
4198,6492,8595,3416
3937,6713,8638,3373
3584,6958,8651,3326
4040,6617,8700,3281
4721,6151,8738,3224
4144,6713,8762,3172
3174,7470,8746,3120
4144,6617,8762,3080
5653,5414,8791,3027
4144,6809,8825,2970
1733,8814,8796,2907
4144,6713,8762,2860
8392,3214,8741,2814
4351,6713,8762,2768
-6733,15328,8746,2709
-9013,15344,8700,2658
4169,2238,8632,2611
17404,-9110,8638,2567
15154,-5328,8704,2504
3937,6329,8825,2438
-426,10754,8921,2375
3522,7001,9011,2328
5774,4738,9054,2276
3315,6905,9073,2218
1666,8237,9038,2149
2901,6809,9011,2090
3554,5901,8975,2033
2383,6809,8949,1980
1635,7365,8883,1915
2072,6809,8825,1852
2228,6442,8755,1791
1761,6713,8700,1742
1589,6806,8622,1687
1865,6617,8576,1632
1989,6569,8537,1572
1968,6617,8514,1522
2150,6389,8447,1469
2486,6042,8390,1412
2695,5848,8340,1344
2693,5850,8327,1283
2474,5882,8293,1227
2175,5850,8265,1173
1982,5757,8222,1109
2072,5754,8203,1045
2381,5878,8165,986
2693,6138,8141,935
2834,6450,8100,881
2901,6809,8079,825
3047,7136,8040,768
3315,7384,8017,715
3589,7477,7978,660
3833,7480,7955,605
4084,7454,7912,553
4351,7480,7892,513
4472,7521,7874,478
4351,7576,7892,440
4135,7587,7895,394
4144,7576,7892,348
4411,7546,7851,308
4662,7576,7830,275
4661,7629,7815,239
4558,7672,7830,202
4559,7660,7826,163
4662,7672,7830,128
4721,7688,7822,97
4765,7672,7830,73
4836,7592,7805,55
4869,7576,7768,37
4770,7629,7714,15
4662,7672,7706,0
4667,7612,7706,-4
4765,7576,7706,0
4828,7614,7664,1
4869,7672,7644,0
4895,7628,7635,-1
4869,7576,7644,0
4748,7566,7609,0
4662,7576,7582,0
4685,7514,7564,-1
4765,7480,7582,0
4774,7515,7561,0
4765,7576,7520,0
4828,7536,7463,0
4972,7480,7457,0
5040,7490,7459,0
4972,7576,7457,0
4859,7576,7415,0
4869,7480,7395,0
4952,7369,7387,0
4972,7384,7395,0
4888,7453,7364,0
4869,7480,7333,0
4942,7415,7293,0
4972,7384,7271,0
4880,7393,7228,0
4869,7384,7209,0
5025,7303,7198,0
5180,7288,7209,0
5146,7351,7182,0
5076,7384,7147,0
5114,7278,7100,0
5180,7192,7085,0
5125,7218,7055,0
5076,7288,7022,0
5130,7249,6972,0
5180,7192,6960,0
5080,7186,6957,0
4972,7192,6960,0
4966,7095,6923,0
4972,7001,6898,0
4883,6980,6884,0
4869,7001,6898,0
5026,6945,6875,0
5180,6905,6836,0
5089,6935,6783,0
4869,7001,6774,0
4742,6968,6771,0
4765,6905,6774,0
4809,6876,6739,0
4869,6905,6712,0
4943,6903,6692,0
4972,6905,6712,0
4876,6904,6717,0
4765,6905,6712,0
4735,6875,6671,0
4765,6905,6650,0
4736,6968,6636,0
4662,7001,6650,0
4559,6936,6645,0
4454,6905,6650,0
4382,6945,6642,0
4454,7001,6650,0
4609,6956,6642,0
4662,6905,6650,0
4509,6922,6644,0
4351,7001,6650,0
4354,6990,6639,0
4454,6905,6650,0
4421,6840,6650,0
4247,6905,6650,0
4103,6991,6612,0
4144,7001,6587,0
4274,6920,6571,0
4351,6905,6587,0
4310,6960,6586,0
4247,7001,6587,0
4195,6939,6576,0
4144,6905,6587,0
4092,6943,6585,0
4144,7001,6587,0
4273,6984,6575,0
4351,7001,6587,0
4293,7068,6589,0
4247,7097,6587,0
4292,6988,6549,0
4351,6905,6525,0
4331,6935,6510,0
4351,7001,6525,0
4436,6953,6522,0
4454,6905,6525,0
4323,6968,6516,0
4247,7001,6525,0
4333,6848,6519,0
4351,6809,6525,0
4168,6919,6518,0
4144,6809,6525,0
4355,6541,6517,0
4351,6809,6525,0
4061,7258,6519,0
4144,6809,6525,0
4534,6065,6515,0
4351,6809,6525,0
3796,7961,6522,0
4144,6809,6525,0
4840,4942,6508,0
