II,aVR,ABP,RESP
720,6443,2607,1699
773,6381,2641,1702
859,6303,2675,1710
954,6242,2720,1728
1023,6169,2776,1741
1091,6103,2878,1754
1180,6021,2995,1762
1273,5964,3114,1779
1331,5916,3216,1794
1364,5895,3351,1805
1379,5874,3518,1803
1364,5895,3705,1805
1312,5946,3864,1813
1273,6034,4021,1831
1271,6085,4187,1843
1273,6103,4376,1857
1234,6088,4541,1867
1182,6103,4691,1883
1150,6112,4822,1894
1136,6103,4967,1908
1112,6070,5104,1920
1091,6103,5243,1934
1086,6181,5362,1944
1091,6242,5479,1960
1087,6209,5577,1974
1091,6172,5676,1986
1100,6183,5758,1985
1091,6242,5834,1986
1055,6256,5890,1992
1045,6242,5952,2012
1096,6207,6008,2027
1182,6172,6071,2037
1240,6097,6112,2036
1273,6034,6150,2037
1308,6006,6168,2043
1364,6034,6189,2063
1402,6042,6189,2080
1409,6034,6189,2089
1399,6014,6179,2083
1409,6034,6189,2089
1436,6045,6191,2101
1454,6034,6189,2115
1439,5980,6162,2112
1409,5964,6150,2115
1382,5986,6132,2125
1364,6034,6110,2141
1340,6037,6060,2140
1318,6034,6031,2141
1308,6025,6011,2148
1318,6034,5992,2166
1325,6023,5930,2171
1318,6034,5874,2166
1295,6038,5827,2158
1273,6034,5795,2166
1250,6006,5734,2178
1227,6034,5676,2192
1200,6086,5616,2194
1182,6103,5558,2192
1164,6042,5471,2186
1136,6034,5401,2192
1088,6122,5340,2202
1045,6242,5282,2218
1014,6266,5182,2220
1000,6242,5085,2218
974,6250,4999,2211
954,6311,4927,2218
941,6356,4826,2229
954,6381,4730,2244
961,6383,4644,2244
954,6381,4573,2244
945,6333,4473,2240
954,6311,4376,2244
968,6325,4285,2242
954,6381,4218,2244
901,6406,4136,2241
818,6450,4060,2244
727,6504,3988,2242
682,6519,3942,2244
792,6323,3885,2241
1227,5826,3824,2244
2113,4957,3753,2242
3363,3814,3705,2244
4621,2602,3662,2241
5545,1595,3627,2244
6105,861,3578,2241
6409,555,3548,2244
6210,1120,3524,2241
5045,3052,3508,2244
2979,5939,3469,2241
864,8530,3430,2244
-488,9778,3397,2241
-1045,9848,3390,2244
-1257,9496,3376,2242
-1318,9155,3351,2244
-1155,8716,3305,2241
-818,8184,3272,2244
-509,7715,3245,2242
-273,7421,3232,2244
-24,7189,3210,2241
227,7005,3193,2244
373,6889,3170,2243
409,6866,3154,2244
418,6839,3129,2239
455,6797,3114,2244
495,6746,3094,2245
545,6727,3075,2244
583,6720,3046,2228
591,6727,3035,2218
556,6724,3033,2213
545,6727,3035,2218
583,6717,3015,2216
636,6727,2996,2218
653,6720,2975,2218
636,6727,2956,2218
626,6718,2927,2204
636,6727,2917,2192
646,6722,2917,2185
636,6727,2917,2192
613,6718,2892,2194
591,6727,2878,2192
581,6724,2875,2177
591,6727,2878,2166
613,6715,2854,2159
636,6727,2838,2166
642,6732,2834,2170
636,6727,2838,2166
629,6685,2816,2149
636,6658,2799,2141
655,6626,2793,2138
682,6589,2799,2141
705,6528,2780,2128
727,6519,2759,2115
747,6533,2748,2107
773,6519,2759,2115
808,6413,2758,2118
864,6311,2759,2115
931,6259,2765,2099
1000,6242,2799,2089
1064,6155,2834,2082
1136,6034,2878,2089
1210,5927,2921,2091
1273,5895,2996,2089
1316,5884,3086,2073
1364,5895,3193,2063
1418,5893,3286,2058
1454,5895,3390,2063
1445,5879,3509,2063
1409,5895,3666,2063
1377,5923,3825,2060
1364,5964,3981,2063
1346,5985,4116,2062
1318,6034,4257,2063
1287,6081,4394,2060
1273,6103,4533,2063
1270,6060,4651,2062
1273,6034,4770,2063
1272,6049,4883,2059
1273,6103,5006,2063
1272,6113,5109,2065
1273,6103,5203,2063
1271,6088,5279,2048
1273,6103,5361,2037
1261,6100,5436,2032
1227,6103,5519,2037
1172,6116,5582,2037
1136,6172,5637,2037
1140,6199,5672,2034
1182,6172,5716,2037
1228,6086,5754,2036
1273,6034,5795,2037
1316,6021,5813,2035
1364,6034,5834,2037
1396,6020,5849,2035
1409,6034,5874,2037
1406,6068,5877,2036
1409,6103,5874,2037
1412,6073,5850,2034
1409,6034,5834,2037
1401,6014,5808,2039
1409,6034,5795,2037
1422,6031,5772,2022
1409,6034,5755,2012
1347,6050,5717,2006
1273,6103,5676,2012
1242,6119,5627,2011
1273,6103,5598,2012
1301,6075,5561,2009
1273,6103,5519,2012
1208,6126,5452,2009
1182,6103,5401,2012
1196,6030,5357,2010
1182,6034,5322,2012
1108,6129,5250,2008
1045,6242,5164,2012
1039,6238,5071,2013
1045,6172,5006,2012
1005,6147,4933,1996
954,6242,4849,1986
941,6348,4740,1981
954,6381,4652,1986
920,6352,4570,1984
864,6381,4494,1986
834,6444,4391,1985
864,6450,4297,1986
880,6383,4210,1973
864,6381,4139,1960
846,6435,4054,1952
864,6450,3981,1960
885,6351,3914,1964
864,6311,3863,1960
807,6399,3798,1942
773,6519,3745,1934
809,6461,3698,1933
864,6311,3666,1934
809,6288,3610,1922
727,6381,3548,1908
1063,6027,3490,1893
2182,4855,3469,1883
3726,3298,3452,1866
4909,2219,3430,1857
5512,1593,3383,1853
6045,763,3351,1857
6632,-83,3328,1848
6499,485,3311,1831
5024,3084,3271,1811
2772,6381,3232,1805
848,8569,3202,1797
-318,9432,3193,1779
-997,9737,3174,1748
-1364,9779,3154,1728
-1337,9275,3128,1716
-1000,8461,3114,1702
-647,7872,3093,1673
-409,7629,3075,1651
-198,7380,3051,1639
45,7074,3035,1625
250,6884,3013,1587
364,6866,2996,1547
413,6841,2973,1518
455,6797,2956,1496
499,6781,2933,1459
545,6797,2917,1418
557,6766,2895,1387
545,6727,2878,1367
529,6716,2853,1334
545,6727,2838,1289
559,6716,2819,1243
545,6727,2799,1212
525,6734,2770,1187
545,6727,2759,1161
590,6668,2757,1123
591,6658,2759,1083
537,6690,2741,1042
500,6727,2720,1006
522,6707,2697,967
545,6727,2681,928
507,6800,2655,888
455,6866,2641,851
469,6814,2636,812
545,6727,2641,774
584,6689,2626,734
545,6727,2602,696
491,6739,2571,656
500,6727,2562,619
545,6708,2560,580
545,6727,2562,542
486,6734,2545,500
455,6727,2523,464
517,6670,2494,435
636,6589,2483,413
726,6472,2478,388
773,6381,2483,361
812,6301,2479,333
864,6242,2483,309
908,6162,2491,284
954,6103,2523,258
1030,6056,2567,229
1136,6034,2641,206
1227,5972,2728,190
1273,5895,2838,181
1274,5825,2949,169
1273,5826,3075,155
1315,5819,3201,139
1409,5756,3351,129
1468,5657,3503,118
1409,5687,3666,103
1268,5852,3819,85
1182,6034,3981,77
1184,6071,4136,79
1182,6034,4297,77
1122,6008,4448,65
1091,6034,4612,52
1126,6032,4770,49
1136,6034,4927,52
1056,6057,5064,44
1000,6103,5203,26
1072,6084,5328,8
1182,6034,5440,0
1153,6015,5518,1
1000,6103,5598,0
898,6205,5675,-9
954,6242,5755,-26
1066,6172,5801,-43
1091,6103,5834,-52
1027,6078,5861,-52
1000,6103,5913,-52
1048,6104,5958,-60
1091,6103,5992,-77
1065,6098,5992,-94
1045,6103,5992,-103
1098,6068,5987,-110
1182,6034,5992,-129
1228,6014,5974,-157
1273,6034,5952,-181
1337,6035,5921,-193
1364,6034,5913,-206
1326,6021,5897,-231
1318,6034,5874,-258
1377,6038,5825,-274
1409,6034,5795,-284
1354,5972,5770,-302
1318,5895,5755,-335
1371,5843,5714,-367
1409,5895,5676,-387
1313,5984,5634,-397
1182,6034,5598,-413
1199,5969,5537,-438
1364,5895,5479,-464
1459,5906,5416,-481
1364,6034,5361,-490
1216,6104,5282,-500
1227,6034,5203,-516
1341,5910,5119,-531
1318,5964,5046,-542
1107,6146,4950,-551
954,6242,4849,-567
1006,6147,4737,-585
1091,6103,4652,-593
1022,6230,4570,-590
909,6381,4494,-593
906,6343,4395,-606
954,6242,4297,-619
900,6260,4191,-619
818,6381,4100,-619
822,6437,4008,-629
864,6450,3942,-645
793,6504,3880,-650
682,6589,3824,-645
691,6556,3754,-641
818,6450,3705,-645
903,6363,3664,-648
864,6381,3627,-645
751,6433,3563,-640
636,6519,3508,-645
585,6564,3462,-650
636,6519,3430,-645
752,6334,3382,-628
954,6034,3351,-619
1514,5452,3328,-620
2682,4439,3311,-619
4153,3100,3269,-605
5272,1873,3232,-593
5889,948,3207,-593
6454,347,3193,-593
6990,350,3155,-581
6681,1595,3114,-567
4977,4048,3082,-565
2545,6727,3075,-567
525,8574,3059,-558
-682,9501,3035,-542
-1362,9882,3004,-527
-1682,9848,2996,-516
-1590,9318,2995,-500
-1227,8600,2996,-490
-862,8050,2976,-489
-545,7698,2956,-490
-214,7341,2933,-480
45,7074,2917,-464
124,7017,2893,-450
136,7074,2878,-438
232,7003,2858,-424
364,6866,2838,-413
383,6814,2808,-410
318,6866,2799,-413
268,6882,2799,-405
273,6866,2799,-387
282,6880,2775,-368
318,6935,2759,-361
376,6925,2756,-362
409,6866,2759,-361
372,6815,2738,-349
318,6866,2720,-335
322,6925,2713,-329
364,6935,2720,-335
383,6872,2704,-340
364,6866,2681,-335
336,6928,2666,-321
318,7005,2681,-309
322,6985,2690,-307
364,6935,2681,-309
413,6928,2651,-310
409,7005,2641,-309
336,7062,2642,-309
273,7074,2641,-309
276,7032,2616,-309
318,7005,2602,-309
331,6988,2600,-310
318,7005,2602,-309
312,7010,2578,-308
318,7005,2562,-309
315,6943,2558,-312
318,6866,2562,-309
360,6781,2541,-297
455,6727,2523,-284
570,6643,2516,-279
682,6519,2523,-284
778,6353,2515,-286
864,6242,2523,-284
935,6189,2551,-281
1000,6172,2602,-284
1079,6106,2637,-287
1182,6034,2681,-284
1262,5996,2742,-271
1273,6034,2838,-258
1246,6037,2933,-253
1273,5964,3035,-258
1350,5860,3140,-263
1364,5895,3272,-258
1245,6063,3407,-243
1091,6242,3548,-232
1011,6278,3679,-231
1000,6242,3824,-232
994,6216,3963,-224
1000,6242,4100,-206
1032,6242,4214,-188
1045,6242,4336,-181
1000,6237,4455,-181
954,6242,4573,-181
967,6220,4667,-171
1000,6242,4770,-155
975,6306,4871,-138
909,6381,4967,-129
863,6388,5028,-128
864,6381,5085,-129
883,6375,5141,-122
909,6381,5203,-103
924,6361,5242,-84
909,6381,5282,-77
869,6427,5319,-81
864,6450,5361,-77
920,6361,5379,-62
1000,6242,5401,-52
1040,6184,5418,-53
1045,6242,5440,-52
1057,6302,5438,-38
1091,6311,5440,-26
1108,6260,5438,-26
1091,6242,5440,-26
1069,6243,5418,-14
1091,6242,5401,0
1133,6194,5379,1
1136,6172,5361,0
1084,6193,5318,10
1045,6242,5282,26
1046,6248,5253,30
1045,6242,5243,26
1000,6232,5210,31
954,6242,5164,52
950,6230,5098,71
954,6242,5046,77
934,6266,4986,74
909,6311,4927,77
910,6316,4847,90
909,6311,4770,103
904,6282,4685,114
954,6242,4612,129
1112,6125,4530,146
1318,5964,4454,155
1495,5782,4370,152
1682,5618,4297,155
1987,5366,4215,176
2409,4993,4139,206
2761,4576,4053,225
2818,4369,3981,232
2499,4457,3913,241
1863,4785,3863,258
987,5207,3803,273
-91,5756,3745,284
-1266,6418,3677,293
-2273,7074,3627,309
-2829,7481,3580,326
-2909,7629,3548,335
-2831,7663,3505,342
-2909,7768,3469,361
-3068,7869,3425,389
-2909,7837,3390,413
-2247,7602,3345,423
-1364,7351,3311,438
-709,7281,3281,465
-455,7490,3272,490
-514,7846,3256,502
-773,8253,3232,516
-1150,8685,3188,541
-1454,9155,3154,567
-1462,9423,3126,579
-1091,9224,3114,593
-488,8539,3093,618
136,7768,3075,645
620,7243,3051,657
909,7005,3035,671
1037,6845,3012,695
1091,6727,2996,722
1137,6682,2974,735
1182,6727,2956,748
1212,6742,2930,772
1227,6727,2917,799
1233,6705,2911,813
1227,6727,2917,825
1218,6732,2904,847
1227,6727,2878,877
1251,6711,2845,894
1273,6727,2838,903
1271,6731,2840,912
1273,6727,2838,928
1303,6705,2814,942
1364,6727,2799,954
1418,6744,2794,965
1454,6727,2799,980
1497,6644,2780,992
1591,6589,2759,1006
1724,6562,2746,1018
1863,6519,2759,1032
1989,6386,2765,1042
2136,6242,2759,1057
2314,6125,2733,1072
2500,6034,2720,1083
2661,5892,2713,1084
2818,5756,2720,1083
2984,5662,2716,1089
3136,5618,2720,1109
3230,5528,2727,1127
3272,5410,2759,1135
3297,5300,2794,1130
3318,5271,2838,1135
3301,5268,2871,1148
3227,5271,2917,1161
3100,5250,2976,1159
2954,5271,3075,1161
2800,5324,3188,1170
2636,5410,3311,1186
2443,5471,3420,1197
2227,5548,3548,1212
2009,5638,3692,1228
1818,5756,3863,1238
1653,5837,4024,1234
1500,5895,4179,1238
1338,5941,4314,1259
1182,6034,4454,1289
1047,6138,4588,1306
954,6242,4730,1315
884,6307,4854,1325
818,6381,4967,1341
741,6450,5059,1352
682,6519,5164,1367
647,6532,5265,1388
636,6519,5361,1418
617,6496,5423,1436
591,6519,5479,1444
560,6553,5532,1449
545,6589,5598,1470
540,6588,5643,1497
545,6589,5676,1522
547,6580,5691,1533
545,6589,5716,1547
539,6583,5734,1569
545,6589,5755,1599
564,6583,5756,1624
591,6589,5755,1651
614,6580,5735,1676
636,6589,5716,1702
645,6587,5687,1715
636,6589,5676,1728
621,6554,5660,1746
636,6519,5637,1779
695,6474,5579,1810
773,6450,5519,1831
829,6412,5453,1840
864,6381,5401,1857
900,6335,5338,1880
954,6311,5282,1908
998,6294,5209,1922
1000,6311,5125,1934
969,6317,5016,1951
954,6311,4927,1986
974,6267,4847,2017
1000,6242,4770,2037
993,6227,4664,2044
954,6242,4573,2063
907,6257,4491,2089
864,6311,4415,2115
831,6357,4310,2125
818,6381,4218,2141
809,6358,4148,2164
773,6381,4100,2192
713,6448,4023,2206
682,6519,3942,2218
689,6499,3867,2229
682,6450,3824,2244
618,6440,3780,2250
545,6519,3745,2269
523,6584,3701,2296
545,6589,3666,2321
559,6530,3621,2322
545,6519,3587,2321
509,6568,3547,2328
455,6658,3508,2347
375,6728,3459,2358
318,6797,3430,2373
301,6848,3408,2386
318,6866,3390,2398
319,6828,3349,2396
318,6797,3311,2398
320,6784,3282,2408
318,6797,3272,2424
310,6761,3252,2425
318,6727,3232,2424
336,6724,3207,2421
318,6797,3193,2424
269,6848,3171,2420
227,6866,3154,2424
180,6866,3129,2434
136,6866,3114,2450
322,6618,3092,2451
1045,5895,3075,2450
2258,4733,3050,2446
3500,3537,3035,2450
4426,2525,3014,2448
5136,1664,2996,2450
5764,969,2970,2448
5999,971,2956,2450
5325,2218,2938,2446
3681,4647,2917,2450
1628,7335,2886,2450
-136,9293,2878,2450
-1268,10092,2879,2435
-1818,10056,2878,2424
-1972,9663,2852,2417
-1863,9224,2838,2424
-1582,8761,2837,2425
-1227,8322,2838,2424
-888,7931,2815,2419
-591,7629,2799,2424
-345,7373,2796,2426
-182,7213,2799,2424
-117,7142,2777,2408
-91,7143,2759,2398
-49,7118,2755,2394
0,7074,2759,2398
8,7025,2739,2396
0,7005,2720,2398
-4,6990,2714,2398
0,7005,2720,2398
-10,7033,2703,2385
0,7074,2681,2373
33,7074,2668,2365
45,7074,2681,2373
20,7061,2686,2375
0,7074,2681,2373
23,7068,2658,2357
45,7074,2641,2347
27,7066,2631,2340
0,7074,2641,2347
14,7066,2647,2348
45,7074,2641,2347
41,7069,2615,2332
0,7074,2602,2321
-35,7061,2599,2314
-45,7074,2602,2321
-47,7097,2581,2324
-45,7143,2562,2321
-42,7156,2552,2304
-45,7143,2562,2295
-55,7096,2562,2291
-45,7074,2562,2295
-17,7065,2557,2293
0,7074,2562,2295
-6,7047,2558,2295
0,7005,2562,2295
40,6929,2570,2281
91,6866,2602,2269
129,6809,2636,2263
182,6797,2681,2269
268,6774,2724,2270
364,6727,2799,2269
436,6619,2899,2265
500,6519,3035,2269
572,6435,3171,2269
636,6381,3311,2269
680,6302,3450,2263
727,6242,3627,2269
786,6213,3820,2280
818,6242,4021,2295
800,6253,4197,2297
773,6242,4376,2295
772,6209,4550,2290
773,6242,4730,2295
734,6330,4887,2295
682,6450,5046,2295
663,6508,5201,2289
682,6519,5361,2295
694,6501,5488,2305
682,6519,5598,2321
670,6529,5690,2324
682,6519,5795,2321
695,6467,5881,2314
682,6450,5952,2321
648,6469,6001,2333
636,6519,6071,2347
656,6532,6137,2347
682,6519,6189,2347
695,6459,6201,2343
727,6381,6228,2347
793,6282,6267,2345
864,6242,6307,2347
897,6257,6305,2344
909,6311,6307,2347
928,6320,6321,2345
954,6311,6347,2347
962,6297,6330,2344
954,6311,6307,2347
952,6288,6293,2344
954,6242,6307,2347
930,6197,6296,2345
864,6242,6268,2347
779,6324,6218,2344
727,6381,6189,2347
731,6346,6160,2345
773,6311,6150,2347
798,6318,6128,2343
773,6381,6110,2347
702,6417,6068,2347
636,6450,6031,2347
614,6476,5986,2333
636,6519,5952,2321
656,6524,5897,2313
636,6519,5834,2321
584,6506,5748,2324
545,6519,5676,2321
541,6515,5608,2305
545,6519,5558,2295
513,6531,5486,2291
455,6589,5401,2295
392,6660,5292,2287
364,6727,5203,2269
355,6743,5120,2247
364,6727,5046,2244
362,6706,4946,2245
364,6727,4849,2244
365,6756,4745,2226
364,6797,4652,2218
361,6796,4545,2217
364,6797,4454,2218
358,6802,4369,2202
318,6866,4297,2192
277,6896,4211,2189
273,6866,4139,2192
258,6810,4072,2178
227,6797,4021,2166
438,6549,3955,2162
1227,5756,3903,2166
2513,4480,3855,2155
3772,3260,3824,2141
4669,2331,3780,2131
5363,1526,3745,2141
5964,853,3703,2145
6045,1040,3666,2141
5079,2680,3617,2122
3182,5410,3587,2115
1082,8040,3564,2113
-545,9709,3548,2115
-1489,10296,3506,2102
-1863,10195,3469,2089
-1868,9751,3439,2081
-1682,9224,3430,2089
-1424,8701,3410,2092
-1136,8253,3390,2089
-831,7877,3365,2072
-545,7629,3351,2063
-325,7463,3329,2059
-182,7351,3311,2063
-98,7249,3287,2062
-45,7213,3272,2063
-17,7214,3250,2061
0,7213,3232,2063
10,7147,3208,2061
45,7074,3193,2063
95,7042,3171,2062
136,7074,3154,2063
128,7090,3128,2060
91,7074,3114,2063
57,7037,3095,2064
45,7074,3075,2063
47,7124,3045,2049
45,7143,3035,2037
57,7088,3034,2031
91,7074,3035,2037
131,7104,3014,2039
136,7143,2996,2037
96,7125,2987,2031
45,7143,2996,2037
27,7193,2984,2041
45,7213,2956,2037
74,7128,2922,2019
91,7074,2917,2012
81,7117,2920,2011
45,7213,2917,2012
5,7227,2891,1996
0,7213,2878,1986
39,7210,2874,1984
91,7213,2878,1986
120,7122,2856,1971
136,7005,2838,1960
168,6932,2829,1957
227,6935,2838,1960
296,6895,2835,1947
364,6797,2838,1934
429,6664,2847,1928
500,6589,2878,1934
583,6526,2907,1926
682,6450,2956,1908
782,6325,3020,1887
864,6242,3114,1883
918,6215,3207,1882
954,6242,3311,1883
971,6241,3416,1870
954,6242,3548,1857
908,6252,3682,1841
864,6311,3824,1831
840,6373,3954,1817
818,6450,4100,1805
776,6496,4251,1789
727,6519,4415,1779
695,6503,4558,1766
682,6519,4691,1754
678,6552,4806,1737
682,6589,4927,1728
674,6578,5031,1716
636,6589,5125,1702
589,6620,5197,1683
591,6658,5282,1676
645,6627,5364,1678
682,6589,5440,1676
634,6587,5480,1653
545,6658,5519,1625
504,6715,5565,1604
545,6727,5637,1599
608,6664,5687,1590
636,6589,5716,1573
642,6523,5722,1546
682,6519,5755,1522
756,6525,5796,1502
818,6519,5834,1496
843,6470,5835,1487
864,6450,5834,1470
885,6466,5830,1440
864,6519,5834,1418
799,6531,5813,1406
773,6519,5795,1393
820,6498,5771,1365
864,6519,5755,1341
833,6528,5715,1326
773,6519,5676,1315
742,6492,5631,1291
727,6519,5598,1264
707,6545,5551,1237
727,6519,5519,1212
794,6418,5481,1175
818,6381,5440,1135
737,6435,5363,1102
636,6519,5282,1083
628,6500,5196,1062
682,6450,5125,1032
665,6465,5042,991
545,6589,4967,954
439,6674,4885,923
455,6658,4809,903
535,6558,4711,880
545,6519,4612,851
449,6583,4505,811
364,6727,4415,774
351,6835,4314,743
364,6866,4218,722
331,6848,4122,698
318,6866,4060,671
361,6892,4004,641
409,6866,3942,619
384,6760,3852,597
318,6727,3784,567
294,6787,3738,526
318,6866,3705,490
335,6858,3645,462
318,6866,3587,438
299,6871,3538,410
273,6797,3508,387
207,6638,3465,373
227,6519,3430,361
688,6151,3402,337
1818,5132,3390,309
3285,3649,3356,290
4454,2497,3311,284
5147,1794,3261,276
5727,971,3232,258
6255,145,3208,231
6090,694,3193,206
4710,3268,3170,188
2545,6589,3154,181
549,8823,3130,180
-773,9709,3114,181
-1516,10026,3091,173
-1863,10126,3075,155
-1881,9735,3051,135
-1682,9016,3035,129
-1410,8428,3013,132
-1091,8114,2996,129
-722,7806,2972,115
-409,7490,2956,103
-248,7287,2934,103
-182,7213,2917,103
-110,7123,2893,92
-45,7074,2878,77
-51,7120,2857,74
-91,7213,2838,77
-109,7229,2812,71
-91,7213,2799,52
-90,7211,2794,33
-91,7213,2799,26
-75,7162,2785,27
-45,7143,2759,26
-48,7189,2728,16
-91,7282,2720,0
-117,7279,2720,-15
-91,7213,2720,-26
-41,7155,2698,-36
-45,7213,2681,-52
-116,7304,2673,-69
-182,7351,2681,-77
-166,7287,2669,-76
-91,7213,2641,-77
-47,7197,2607,-89
-91,7282,2602,-103
-195,7371,2605,-114
-273,7421,2602,-129
-250,7391,2575,-153
-136,7351,2562,-181
-48,7324,2562,-198
-91,7351,2562,-206
-219,7369,2537,-215
-273,7351,2523,-232
-193,7274,2520,-248
-91,7213,2523,-258
-77,7151,2498,-266
-91,7074,2483,-284
-3,6949,2491,-311
182,6866,2523,-335
319,6827,2538,-349
318,6797,2562,-361
257,6693,2606,-376
273,6589,2681,-387
385,6524,2751,-387
500,6519,2838,-387
568,6492,2941,-396
636,6450,3075,-413
727,6378,3208,-426
773,6311,3351,-438
734,6237,3485,-451
682,6242,3627,-464
668,6342,3767,-475
636,6519,3942,-490
550,6616,4125,-506
500,6589,4297,-516
557,6499,4430,-514
636,6519,4573,-516
623,6611,4728,-527
545,6658,4888,-542
488,6596,5009,-544
455,6589,5125,-542
417,6669,5240,-548
409,6727,5361,-567
443,6649,5446,-585
455,6589,5519,-593
417,6637,5589,-592
409,6727,5676,-593
453,6723,5742,-602
455,6727,5795,-619
367,6802,5829,-635
318,6866,5874,-645
400,6772,5899,-645
500,6658,5913,-645
457,6690,5905,-651
318,6866,5913,-671
262,6952,5916,-689
364,6866,5913,-696
541,6665,5883,-692
682,6519,5874,-696
716,6486,5873,-710
636,6589,5874,-722
523,6699,5833,-721
500,6727,5795,-722
576,6644,5766,-733
636,6589,5755,-748
616,6584,5718,-751
591,6589,5676,-748
619,6534,5630,-746
636,6519,5598,-748
588,6554,5541,-745
545,6589,5479,-748
582,6540,5410,-759
636,6519,5361,-774
603,6573,5302,-777
500,6658,5243,-774
425,6640,5162,-771
409,6589,5085,-774
384,6603,4999,-774
318,6727,4927,-774
276,6811,4847,-773
318,6797,4770,-774
383,6722,4671,-772
364,6727,4573,-774
259,6794,4464,-776
182,6866,4376,-774
166,6887,4290,-760
136,6935,4218,-748
43,7017,4136,-744
0,7074,4060,-748
64,7040,3976,-750
136,7005,3903,-748
74,7047,3830,-738
-45,7143,3784,-722
-60,7143,3743,-704
45,7074,3705,-696
140,6998,3644,-698
136,7005,3587,-696
58,7050,3536,-683
-45,7143,3508,-671
-108,7168,3471,-668
-91,7074,3430,-671
-32,6915,3378,-661
91,6797,3351,-645
566,6373,3330,-629
1682,5271,3311,-619
3172,3755,3269,-607
4363,2635,3232,-593
5024,1975,3203,-579
5545,1179,3193,-567
6018,402,3173,-555
5772,1040,3154,-542
4306,3690,3129,-528
2136,7005,3114,-516
203,9164,3091,-503
-1136,9987,3075,-490
-2020,10294,3053,-476
-2454,10403,3035,-464
-2356,9988,3010,-451
-1954,9224,2996,-438
-1607,8616,2977,-425
-1364,8322,2956,-413
-1075,8047,2926,-400
-773,7768,2917,-387
-613,7623,2918,-373
-591,7629,2917,-361
-554,7581,2892,-348
-455,7490,2878,-335
-390,7448,2875,-321
-409,7490,2878,-309
-461,7509,2856,-297
-455,7490,2838,-284
-404,7468,2833,-268
-364,7490,2838,-258
-379,7503,2820,-256
-409,7490,2799,-258
-415,7432,2789,-250
-409,7421,2799,-232
-412,7444,2788,-213
-409,7490,2759,-206
-367,7465,2725,-208
-318,7421,2720,-206
-326,7405,2724,-193
-409,7490,2720,-181
-504,7585,2693,-178
-545,7629,2681,-181
-528,7586,2680,-174
-500,7560,2681,-155
-493,7555,2657,-135
-500,7560,2641,-129
-502,7513,2638,-131
-500,7490,2641,-129
-502,7509,2619,-116
-500,7560,2602,-103
-483,7545,2596,-100
-455,7490,2602,-103
-417,7410,2582,-97
-364,7351,2562,-77
-293,7274,2552,-58
-227,7213,2562,-52
-181,7143,2560,-54
-136,7074,2562,-52
-61,6963,2570,-39
45,6866,2602,-26
149,6782,2633,-23
227,6727,2681,-26
291,6650,2731,-19
364,6589,2799,0
