I,II,PLETH
-1784,2797,3715
-1786,2811,3682
-1784,2863,3654
-1786,2959,3649
-1784,3050,3635
-1786,3107,3615
-1784,3113,3578
-1786,3107,3548
-1784,3103,3520
-1786,3107,3515
-1784,3098,3512
-1786,3107,3515
-1784,3155,3498
-1786,3255,3481
-1784,3357,3457
-1786,3403,3448
-1784,3316,3440
-1786,3107,3448
-1784,2886,3448
-1786,2811,3448
-1784,2874,3428
-1786,2959,3414
-1784,3007,3404
-1786,3107,3414
-1784,3242,3418
-1786,3255,3414
-1784,3050,3392
-1786,2811,3381
-1784,2735,3375
-1786,2811,3381
-1784,2853,3377
-1786,2811,3381
-1784,2732,3380
-1786,2663,3381
-1784,2575,3362
-1786,2515,3347
-1784,2537,3337
-1786,2663,3347
-1784,2818,3350
-1786,2959,3347
-1784,3048,3327
-1786,3107,3314
-1784,3156,3305
-1786,3255,3314
-1784,3394,3315
-1786,3551,3314
-1784,3691,3294
-1786,3847,3280
-1784,4006,3271
-1786,4143,3280
-1784,4222,3284
-1786,4291,3280
-1784,4366,3258
-1786,4439,3247
-1784,4455,3241
-1786,4439,3247
-1784,4422,3243
-1786,4439,3247
-1784,4448,3246
-1786,4439,3247
-1784,4421,3229
-1786,4439,3213
-1784,4455,3203
-1786,4439,3213
-1784,4402,3216
-1786,4439,3213
-1784,4531,3193
-1786,4587,3180
-1784,4524,3170
-1786,4439,3180
-1784,4409,3183
-1786,4439,3180
-1784,4439,3158
-1786,4439,3146
-1784,4483,3141
-1786,4587,3146
-1784,4634,3142
-1786,4587,3146
-1784,4484,3147
-1786,4439,3146
-1784,4436,3126
-1786,4439,3113
-1786,4448,3106
-1786,4587,3113
-1785,4867,3109
-1786,5179,3113
-1786,5368,3121
-1786,5475,3146
-1784,5595,3162
-1786,5770,3180
-1786,5897,3190
-1786,5918,3213
-1784,5844,3238
-1786,5770,3280
-1788,5742,3325
-1786,5770,3381
-1776,5756,3427
-1786,5622,3481
-1821,5346,3529
-1786,5031,3582
-1441,4724,3626
-614,4439,3682
536,4125,3734
1535,3847,3782
1981,3641,3803
1870,3551,3816
1494,3482,3824
1116,3403,3849
812,3305,3868
558,3255,3883
351,3243,3880
195,3255,3883
87,3249,3880
0,3255,3883
-75,3292,3877
-140,3403,3883
-180,3572,3884
-167,3847,3883
-46,4336,3861
223,5179,3849
607,6323,3844
1005,7694,3849
1339,9284,3833
1591,10949,3816
1716,11917,3803
1646,11245,3816
1366,8888,3821
1005,6066,3816
689,4059,3792
446,3107,3782
234,2652,3779
84,2367,3782
77,2321,3765
251,2515,3749
539,2680,3737
837,2663,3749
1057,2551,3754
1172,2515,3749
1208,2572,3725
1228,2663,3715
1264,2698,3712
1311,2663,3715
1354,2576,3699
1395,2515,3682
1426,2486,3660
1423,2515,3649
1374,2567,3628
1311,2663,3615
1276,2749,3598
1284,2811,3582
1345,2823,3546
1479,2811,3515
1688,2798,3488
1925,2811,3481
2136,2821,3465
2260,2811,3448
2226,2791,3422
1953,2811,3414
1444,2837,3410
809,2811,3414
205,2718,3400
-251,2663,3381
-484,2706,3353
-474,2811,3347
-345,2893,3346
-335,2959,3347
-609,3033,3328
-1088,3107,3314
-1539,3125,3305
-1786,3107,3314
-1833,3092,3314
-1786,3107,3314
-1760,3114,3307
-1786,3107,3314
-1814,3095,3315
-1786,3107,3314
-1748,3114,3294
-1786,3107,3280
-1861,3091,3271
-1786,3107,3280
-1444,3130,3283
-977,3107,3280
-667,2981,3260
-670,2811,3247
-864,2685,3238
-1005,2663,3247
-912,2675,3249
-586,2663,3247
-136,2630,3227
279,2663,3213
526,2747,3205
530,2811,3213
356,2800,3216
112,2811,3213
-185,2917,3194
-614,3107,3180
-1144,3277,3171
-1591,3403,3180
-1784,3489,3183
-1786,3551,3180
-1759,3558,3159
-1786,3551,3146
-1806,3582,3139
-1786,3699,3146
-1764,3848,3146
-1786,3995,3146
-1805,4127,3140
-1786,4291,3146
-1774,4460,3148
-1786,4587,3146
-1618,4611,3127
-1060,4587,3113
-324,4570,3105
0,4587,3113
-398,4555,3113
-1144,4439,3113
-1659,4264,3106
-1786,4143,3113
-1770,4106,3115
-1786,4143,3113
-1804,4199,3092
-1786,4291,3079
-1776,4381,3073
-1786,4439,3079
-1790,4431,3077
-1786,4439,3079
-1790,4497,3077
-1786,4587,3079
-1769,4611,3074
-1786,4587,3079
-1847,4557,3081
-1786,4587,3079
-1322,4649,3058
-307,4735,3046
1044,4807,3041
2260,4883,3046
2961,4987,3040
3153,5179,3046
3130,5413,3059
3153,5622,3079
3248,5769,3079
3293,5918,3079
3202,6046,3085
3014,6066,3113
2808,5930,3141
2651,5770,3180
2587,5678,3222
2651,5622,3280
2817,5498,3330
2986,5327,3381
3068,5129,3424
3069,4883,3481
3057,4522,3532
3069,4143,3582
3083,3849,3613
3069,3699,3649
3012,3563,3680
2930,3403,3715
2845,3215,3733
2790,3107,3749
2737,3084,3760
2651,3107,3782
2532,3106,3798
2456,3107,3816
2437,3110,3817
2428,3107,3816
2360,3081,3808
2260,3107,3816
2159,3198,3819
2065,3403,3816
1994,3920,3792
2037,5031,3782
2244,6649,3780
2539,8434,3782
2708,10222,3763
2595,11985,3749
2165,13039,3743
1563,12281,3749
1008,9536,3733
725,6214,3715
783,3880,3702
1116,2811,3715
1583,2331,3721
2065,2071,3715
2411,2071,3691
2428,2219,3682
1964,2214,3679
1116,2071,3682
265,2005,3664
-112,2071,3649
204,2139,3638
1032,2219,3649
1922,2361,3651
2511,2515,3649
2711,2551,3629
2679,2515,3615
2603,2487,3594
2567,2515,3582
2515,2519,3561
2344,2515,3548
1985,2504,3528
1423,2515,3515
687,2513,3494
-112,2515,3481
-739,2556,3461
-921,2663,3448
-546,2770,3427
223,2811,3414
1061,2791,3395
1702,2811,3381
2037,2893,3359
2037,2959,3347
1695,2914,3329
1032,2811,3314
163,2763,3289
-698,2811,3280
-1320,2849,3277
-1591,2811,3280
-1592,2754,3263
-1507,2811,3247
-1457,2975,3236
-1451,3107,3247
-1474,3079,3250
-1535,2959,3247
-1598,2894,3225
-1563,2959,3213
-1371,3063,3206
-1144,3107,3213
-1078,3053,3213
-1256,2959,3213
-1547,2869,3207
-1758,2811,3213
-1813,2746,3214
-1786,2663,3213
-1771,2566,3194
-1786,2515,3180
-1792,2506,3171
-1786,2515,3180
-1786,2504,3182
-1786,2515,3180
-1708,2568,3160
-1535,2663,3146
-1375,2748,3137
-1395,2811,3146
-1589,2827,3149
-1786,2811,3146
-1834,2781,3126
-1786,2811,3113
-1759,2922,3105
-1786,3107,3113
-1800,3315,3113
-1786,3551,3113
-1774,3789,3106
-1786,3995,3113
-1791,4106,3116
-1786,4143,3113
-1780,4140,3092
-1786,4143,3079
-1787,4141,3074
-1786,4143,3079
-1783,4138,3076
-1786,4143,3079
-1785,4141,3081
-1786,4143,3079
-1785,4138,3060
-1786,4143,3046
-1786,4141,3040
-1786,4143,3046
-1782,4135,3042
-1786,4143,3046
-1789,4144,3052
-1786,4143,3046
-1777,4129,2968
-1786,4143,2812
-1796,4152,2609
-1786,4143,2444
-1767,4111,2336
-1786,4143,2276
-1810,4223,2219
-1786,4291,2176
-1753,4284,2148
-1786,4291,2142
-1721,4353,2127
-1228,4439,2109
-267,4452,2084
670,4439,2075
1022,4469,2067
725,4587,2075
200,4731,2087
-167,4883,2109
-307,5026,2120
-363,5179,2142
-441,5320,2175
-558,5475,2243
-672,5635,2328
-753,5770,2444
-797,5772,2567
-809,5622,2711
-767,5416,2864
-642,5327,3046
-434,5345,3240
-195,5327,3448
14,5142,3637
140,4883,3816
151,4646,3979
28,4439,4151
-211,4157,4317
-502,3847,4485
-747,3569,4637
-865,3403,4787
-848,3295,4914
-753,3255,5021
-613,3247,5091
-419,3255,5155
-171,3244,5207
56,3255,5255
199,3274,5276
251,3255,5289
238,3163,5288
167,3107,5289
111,3172,5271
140,3403,5255
204,3835,5234
167,4587,5222
61,5682,5190
28,7102,5155
-15,8816,5111
-391,10653,5088
-1133,11909,5066
-1786,11689,5054
-1947,9785,5022
-1786,7102,4987
-1702,4772,4943
-1786,3255,4920
-1834,2361,4899
-1786,1923,4887
-1753,1882,4862
-1786,2071,4854
-1806,2208,4848
-1786,2219,4854
-1772,2195,4838
-1786,2219,4820
-1793,2274,4795
-1786,2367,4787
-1781,2463,4770
-1786,2515,4753
-1787,2498,4718
-1786,2515,4686
-1784,2586,4638
-1786,2663,4586
-1784,2659,4514
-1786,2663,4452
-1784,2720,4394
-1786,2811,4351
-1784,2836,4290
-1786,2811,4218
-1784,2792,4128
-1786,2811,4050
-1784,2821,3966
-1786,2811,3883
-1784,2794,3789
-1786,2811,3715
-1784,2865,3647
-1786,2959,3582
-1784,3050,3493
-1786,3107,3414
-1784,3112,3351
-1786,3107,3314
-1784,3106,3265
-1786,3107,3213
-1784,3094,3155
-1786,3107,3113
-1784,3166,3072
-1786,3255,3046
-1784,3293,3022
-1786,3255,3013
-1784,3167,2996
-1786,3107,2979
-1784,3092,2954
-1786,3107,2946
-1784,3108,2943
-1786,3107,2946
-1784,3106,2930
-1786,3107,2912
-1784,3058,2891
-1786,2959,2879
-1784,2849,2859
-1786,2811,2845
-1784,2821,2826
-1786,2811,2812
-1784,2734,2790
-1786,2663,2778
-1784,2640,2763
-1786,2663,2745
-1784,2704,2709
-1786,2811,2678
-1784,2967,2654
-1786,3107,2644
-1784,3174,2628
-1786,3255,2611
-1784,3395,2590
-1786,3551,2577
-1784,3633,2560
-1786,3699,2544
-1784,3817,2523
-1786,3995,2510
-1784,4155,2493
-1786,4291,2477
-1784,4389,2455
-1786,4439,2444
-1784,4428,2430
-1786,4439,2410
-1784,4503,2372
-1786,4587,2343
-1784,4606,2323
-1786,4587,2310
-1784,4572,2278
-1786,4587,2243
-1784,4589,2214
-1786,4587,2209
-1784,4580,2208
-1786,4587,2209
-1784,4582,2196
-1786,4587,2176
-1784,4586,2150
-1786,4587,2142
-1784,4570,2143
-1786,4587,2142
-1784,4643,2122
-1786,4735,2109
-1784,4770,2104
-1786,4735,2109
-1784,4644,2094
-1786,4587,2075
-1784,4571,2053
-1786,4587,2042
-1784,4581,2021
-1786,4587,2008
-1784,4630,2000
-1786,4735,2008
-1784,4825,2008
-1786,4883,2008
-1784,4961,2009
-1786,5179,2042
-1784,5491,2096
-1786,5770,2176
-1784,5933,2253
-1786,6066,2343
-1784,6191,2452
-1786,6214,2611
-1785,6030,2792
-1786,5770,2979
-1783,5617,3142
-1786,5622,3314
-1786,5616,3492
-1786,5475,3682
-1781,5191,3859
-1786,4883,4050
-1789,4576,4249
-1786,4291,4452
-1777,4017,4615
-1786,3847,4753
-1796,3753,4870
-1786,3699,4987
-1765,3611,5079
-1786,3551,5155
-1822,3538,5206
-1786,3551,5255
-1629,3541,5290
-1451,3551,5322
-1372,3570,5328
-1423,3551,5322
-1532,3487,5299
-1646,3551,5289
-1734,3866,5274
-1786,4439,5255
-1796,5229,5215
-1786,6362,5188
-1730,7893,5167
-1563,9617,5155
-1237,11016,5119
-865,11541,5088
-660,10805,5060
-781,8878,5054
-1150,6361,5036
-1535,4143,5021
-1747,2738,4997
-1786,2071,4987
-1727,1798,4967
-1618,1776,4954
-1460,1959,4931
-1284,2219,4920
-1114,2353,4900
-949,2367,4887
-792,2395,4865
-725,2515,4854
-842,2627,4834
-1144,2663,4820
-1508,2641,4788
-1786,2663,4753
-1880,2730,4700
-1786,2811,4653
-1550,2824,4598
-1256,2811,4552
-988,2792,4499
-809,2811,4452
-719,2820,4388
-670,2811,4318
-601,2792,4230
-502,2811,4151
-395,2870,4066
-307,2959,3983
-225,3041,3881
-140,3107,3782
-63,3126,3688
-28,3107,3615
-31,3078,3534
-28,3107,3448
18,3183,3351
84,3255,3280
121,3267,3224
84,3255,3180
-27,3248,3123
-195,3255,3079
-369,3249,3042
-502,3255,3013
-567,3266,2970
-586,3255,2946
-595,3185,2937
-614,3107,2946
-625,3077,2933
-614,3107,2912
-589,3125,2887
-558,3107,2879
-482,3081,2862
-335,3107,2845
-189,3139,2822
-195,3107,2812
-423,2969,2797
-781,2811,2778
-1131,2701,2741
-1395,2663,2711
-1523,2647,2687
-1451,2663,2678
-1185,2720,2661
-865,2811,2644
-650,2848,2623
-558,2811,2611
-491,2758,2593
-391,2811,2577
-307,2957,2557
-307,3107,2544
-372,3182,2526
-419,3255,2510
-397,3380,2489
-335,3551,2477
-281,3700,2462
-251,3847,2444
-242,4000,2407
-279,4143,2377
-391,4226,2353
-558,4291,2343
-704,4365,2326
-753,4439,2310
-657,4454,2289
-419,4439,2276
-102,4425,2258
195,4439,2243
412,4441,2223
558,4439,2209
650,4431,2191
670,4439,2176
588,4437,2155
419,4439,2142
196,4433,2125
-28,4439,2109
-171,4435,2086
-140,4439,2075
76,4433,2071
363,4439,2075
591,4434,2063
725,4439,2042
806,4433,2015
865,4439,2008
906,4435,2008
949,4439,2008
1020,4431,1991
1116,4439,1975
1189,4440,1956
1200,4439,1941
1143,4418,1918
1060,4439,1908
985,4536,1903
921,4735,1908
822,4966,1900
670,5179,1908
516,5329,1938
474,5475,2008
606,5670,2086
865,5918,2176
1138,6048,2274
1339,5918,2410
1443,5584,2560
1479,5327,2711
1496,5277,2847
1535,5327,3013
1573,5287,3213
1563,5179,3448
1490,5052,3669
1423,4883,3883
1409,4596,4083
1423,4291,4285
1394,4036,4469
1311,3847,4653
1219,3656,4815
1172,3551,4954
1180,3541,5045
1228,3551,5121
1275,3479,5188
1284,3403,5255
1233,3391,5296
1144,3403,5322
1057,3337,5326
1005,3255,5322
983,3258,5301
977,3403,5289
968,3672,5273
977,4143,5255
1039,4912,5216
1200,6066,5188
1456,7550,5167
1758,9174,5155
2008,10489,5119
2121,10949,5088
2049,10165,5060
1814,8286,5054
1466,5928,5036
1088,3847,5021
756,2455,4996
530,1776,4987
404,1609,4968
335,1776,4954
280,2048,4930
251,2219,4920
268,2220,4903
335,2219,4887
412,2337,4860
474,2515,4854
510,2613,4852
530,2663,4854
533,2730,4824
530,2811,4787
550,2822,4744
642,2811,4720
813,2804,4687
1032,2811,4653
1230,2786,4601
1367,2811,4552
1426,2894,4487
1423,2959,4418
1388,2910,4333
1367,2811,4251
1382,2767,4152
1423,2811,4050
1459,2881,3939
1479,2959,3849
1484,3039,3765
1479,3107,3682
1457,3123,3576
1423,3107,3481
1381,3092,3402
1339,3107,3347
1303,3116,3280
1284,3107,3213
1279,3090,3150
1284,3107,3113
1283,3124,3077
1284,3107,3046
1284,3075,3005
1284,3107,2979
1273,3158,2956
1256,3107,2946
1222,2934,2927
1172,2811,2912
1122,2812,2891
1116,2811,2879
1161,2675,2859
1228,2515,2845
1269,2468,2825
1284,2515,2812
1285,2527,2792
1284,2515,2778
1269,2522,2758
1256,2515,2745
1258,2397,2725
1284,2219,2711
1300,2088,2692
1284,2071,2678
1230,2120,2658
1172,2219,2644
1126,2356,2626
1088,2515,2611
1037,2621,2590
977,2663,2577
936,2691,2560
949,2811,2544
1002,3021,2521
1060,3255,2510
1093,3426,2497
1116,3551,2477
1142,3639,2439
1172,3699,2410
1164,3741,2391
1088,3847,2377
920,4009,2343
698,4143,2310
491,4164,2285
391,4143,2276
406,4137,2260
474,4143,2243
511,4124,2223
530,4143,2209
624,4216,2190
865,4291,2176
1182,4293,2158
1423,4291,2142
1494,4345,2119
1479,4439,2109
1559,4467,2106
1842,4439,2109
2244,4411,2094
2595,4439,2075
2799,4455,2054
2902,4439,2042
2961,4409,2025
2958,4439,2008
2823,4475,1987
2539,4439,1975
2157,4287,1957
1758,4143,1941
1414,4093,1919
1200,4143,1908
1137,4207,1891
1172,4291,1874
1175,4415,1848
1060,4587,1841
847,4741,1848
642,4883,1874
517,5056,1898
474,5327,1941
483,5646,2007
530,5918,2109
575,6019,2210
558,5918,2310
454,5641,2406
363,5327,2544
405,5135,2715
642,5179,2912
1022,5324,3103
1451,5327,3314
1792,5034,3541
1925,4587,3782
1809,4161,4004
1535,3847,4218
1229,3582,4411
977,3403,4586
780,3300,4722
642,3255,4854
566,3180,4976
558,3107,5088
601,3077,5150
670,3107,5188
736,3122,5215
781,3107,5255
801,3078,5278
809,3107,5289
812,3209,5272
809,3403,5255
812,3684,5230
865,4143,5222
1022,4930,5206
1311,6214,5188
1692,7913,5153
2065,9617,5155
2288,10652,5214
2260,10505,5356
1975,9147,5515
1535,7102,5657
1068,5066,5736
670,3551,5791
376,2685,5823
195,2367,5858
109,2379,5862
84,2515,5858
95,2585,5835
140,2515,5824
193,2345,5803
223,2219,5791
219,2226,5768
223,2367,5757
267,2541,5737
335,2663,5724
378,2652,5692
391,2515,5657
387,2318,5604
391,2219,5556
388,2250,5493
391,2367,5423
405,2451,5332
446,2515,5255
493,2580,5174
530,2663,5088
551,2738,4968
586,2811,4854
652,2848,4746
753,2811,4653
846,2711,4536
893,2663,4418
881,2718,4304
865,2811,4218
927,2837,4130
1144,2811,4050
1520,2794,3960
1981,2811,3883
2389,2817,3805
2651,2811,3749
2772,2805,3693
2846,2811,3649
2917,2809,3602
2958,2811,3582
2924,2817,3564
2846,2811,3548
2781,2751,3510
2762,2663,3481
2778,2611,3459
2818,2663,3448
2854,2766,3415
2846,2811,3381
2765,2708,3351
2651,2515,3347
2558,2366,3337
2511,2367,3314
2473,2457,3271
2428,2515,3247
2395,2464,3230
2428,2367,3213
2507,2277,3175
2567,2219,3146
2518,2185,3126
2344,2219,3113
2071,2296,3078
1786,2367,3046
1574,2411,3022
1535,2515,3013
1674,2681,2993
1925,2811,2979
2160,2819,2963
2316,2811,2946
2375,2907,2908
2372,3107,2879
2323,3281,2858
2260,3403,2845
2189,3527,2811
2121,3699,2778
2039,3827,2754
1953,3847,2745
1875,3803,2718
1842,3847,2678
1853,3996,2633
1897,4143,2611
1940,4173,2595
1981,4143,2577
2012,4132,2542
2037,4143,2510
2043,4089,2485
2037,3995,2477
2014,3941,2462
1981,3995,2444
1943,4084,2419
1925,4143,2410
1929,4139,2398
1953,4143,2377
1984,4188,2337
2037,4291,2310
2092,4383,2291
2121,4439,2276
2103,4440,2242
2093,4439,2209
2141,4434,2184
2260,4439,2176
2386,4432,2158
2456,4439,2142
2413,4436,2121
2260,4439,2109
2035,4467,2087
1814,4587,2075
1632,4749,2065
1507,4883,2075
1445,4981,2085
1479,5179,2109
1572,5486,2133
1646,5770,2176
1646,5895,2226
1618,5918,2310
1620,5885,2411
1646,5770,2544
1636,5578,2693
1563,5475,2879
1456,5497,3083
1367,5475,3314
1319,5230,3550
1339,4883,3816
1436,4573,4095
1591,4291,4385
1706,3913,4645
1730,3551,4887
1710,3323,5107
1758,3255,5322
1843,3190,5504
1786,3107,5657
1438,3021,5765
893,2959,5858
377,2916,5927
0,2959,5992
-351,3056,6031
-753,3107,6059
-1029,3072,6061
-865,3107,6059
-221,3277,6039
586,3551,6025
1202,3997,6003
1591,4883,5992
1902,6242,5962
2204,7842,5925
2389,9493,5866
2372,11097,5824
2159,12046,5785
1814,11393,5757
1380,8955,5705
949,5918,5657
629,3697,5609
474,2663,5590
404,2266,5570
307,2071,5556
179,2019,5522
167,2071,5490
420,2083,5448
921,2071,5423
1483,2122,5388
1925,2219,5356
2202,2245,5310
2372,2219,5289
2457,2204,5271
2428,2219,5255
2251,2210,5206
1981,2219,5155
1700,2266,5098
1479,2367,5054
1321,2448,4990
1228,2515,4920
1191,2537,4835
1200,2515,4753
1225,2436,4652
1256,2367,4552
1302,2382,4444
1367,2515,4351
1411,2689,4250
1395,2811,4151
1334,2833,4041
1311,2811,3950
1371,2797,3862
1479,2811,3782
1542,2816,3690
1535,2811,3615
1493,2804,3552
1479,2811,3515
1485,2813,3476
1479,2811,3448
1435,2801,3412
1367,2811,3381
1286,2858,3339
1200,2959,3314
1141,3058,3293
1172,3107,3280
1303,3100,3247
1479,3107,3213
1616,3130,3184
1702,3107,3180
1743,2976,3169
1730,2811,3146
1609,2696,3105
1367,2663,3079
1060,2657,3061
781,2663,3046
551,2668,3010
363,2663,2979
218,2605,2957
140,2515,2946
47,2421,2915
-140,2367,2879
-342,2345,2838
-279,2367,2812
204,2419,2788
977,2515,2778
1724,2643,2764
2260,2811,2745
2517,2974,2707
2456,3107,2678
2050,3186,2658
1507,3255,2644
1218,3325,2611
1479,3403,2577
2130,3467,2551
2735,3551,2544
3007,3674,2531
3069,3847,2510
3150,4013,2474
3293,4143,2444
3412,4224,2418
3544,4291,2410
3784,4320,2397
4102,4291,2377
4312,4205,2339
4297,4143,2310
4111,4129,2288
3906,4143,2276
3790,4137,2256
3795,4143,2243
3867,4150,2227
3934,4143,2209
3922,4112,2174
3795,4143,2142
3536,4230,2119
3153,4291,2109
2674,4230,2091
2204,4143,2075
1897,4151,2056
1897,4291,2042
2177,4417,2020
2539,4439,2008
2730,4358,2004
2651,4291,2008
2368,4268,1995
2065,4291,1975
1870,4333,1948
1814,4439,1941
1767,4586,1938
1563,4735,1941
1122,4857,1934
586,5031,1941
218,5258,1960
223,5475,2008
554,5621,2066
977,5770,2142
1219,5908,2218
1200,5918,2310
1031,5724,2418
921,5475,2577
973,5298,2768
1172,5179,2979
1403,5027,3183
1563,4883,3414
1530,4720,3671
1256,4439,3950
785,3978,4207
279,3551,4452
-137,3313,4674
-419,3255,4887
-577,3186,5073
-558,3107,5255
-320,3076,5418
84,3107,5556
488,3073,5646
781,2959,5724
1018,2880,5793
1367,2959,5858
1918,3088,5883
2567,3107,5891
3075,3024,5887
3265,3107,5891
3112,3534,5876
2762,4291,5858
2400,5330,5833
2204,6806,5824
2231,8764,5807
2428,10801,5791
2619,12091,5755
2651,11985,5724
2453,10425,5684
2121,7990,5657
1822,5482,5620
1646,3551,5590
1471,2407,5549
1116,1923,5523
588,1830,5488
195,1923,5456
255,2034,5411
837,2071,5389
1704,2047,5370
2567,2071,5356
3233,2156,5316
3683,2219,5289
3964,2208,5266
4158,2219,5255
4256,2296,5221
4213,2367,5188
3998,2315,5151
3711,2219,5121
3483,2170,5069
3432,2219,5021
3560,2284,4968
3823,2367,4920
4092,2456,4843
4241,2515,4753
4166,2472,4647
3879,2367,4552
3464,2308,4449
3069,2367,4351
2816,2468,4246
2790,2515,4151
2968,2498,4047
3265,2515,3950
3550,2592,3843
3767,2663,3749
3891,2665,3655
3962,2663,3582
4017,2721,3508
4102,2811,3448
4205,2839,3387
4297,2811,3347
4339,2789,3310
4353,2811,3280
4355,2830,3240
4353,2811,3213
4315,2742,3190
4241,2663,3180
4132,2620,3159
4018,2663,3146
3921,2754,3129
3851,2811,3113
3750,2766,3078
3516,2663,3046
3079,2568,3020
2483,2515,3013
1830,2455,2998
1228,2367,2979
786,2268,2943
614,2219,2912
710,2213,2885
949,2219,2879
1176,2209,2867
1311,2219,2845
1290,2232,2804
1116,2219,2778
939,2180,2762
921,2219,2745
871,2356,2707
391,2515,2678
-571,2602,2659
-1479,2663,2644
-1851,2733,2608
-1786,2811,2577
-1717,2904,2557
-1786,3107,2544
-1838,3377,2509
-1786,3551,2477
-1746,3549,2455
-1786,3551,2444
-1833,3682,2412
-1786,3847,2377
-1621,3878,2349
-1367,3847,2343
-1086,3886,2330
-837,3995,2310
-646,4033,2283
-474,3995,2276
-294,3964,2276
-112,3995,2276
51,4014,2260
195,3995,2243
323,3964,2223
419,3995,2209
468,4068,2189
474,4143,2176
470,4157,2159
474,4143,2142
484,4126,2118
474,4143,2109
439,4150,2108
391,4143,2109
354,4125,2090
335,4143,2075
331,4156,2069
335,4143,2075
346,4106,2062
363,4143,2042
380,4268,2015
391,4439,2008
393,4582,2003
391,4735,2008
389,4931,2014
391,5179,2042
393,5415,2070
391,5622,2109
379,5753,2153
363,5770,2243
346,5646,2363
335,5475,2510
332,5353,2659
335,5327,2845
324,5294,3064
279,5179,3314
200,4966,3556
112,4735,3816
34,4466,4082
-28,4143,4351
-81,3782,4588
-112,3551,4820
-111,3456,5044
-84,3403,5255
-61,3256,5417
-56,3107,5556
-54,3057,5677
-28,3107,5791
18,3131,5866
56,3107,5925
73,3079,5962
84,3107,5992
95,3159,5992
84,3255,5992
44,3450,5989
28,3847,5992
104,4491,5964
307,5475,5925
616,6892,5878
977,8730,5858
1293,10563,5838
1451,11689,5824
1383,11520,5789
1116,10061,5757
737,7817,5716
335,5475,5690
-21,3559,5654
-279,2367,5623
-422,1898,5581
-474,1923,5556
-469,2100,5533
-419,2219,5523
-328,2234,5491
-223,2219,5456
-123,2212,5410
-28,2219,5389
66,2212,5370
140,2219,5356
172,2265,5319
167,2367,5289
151,2460,5252
140,2515,5222
135,2511,5170
140,2515,5121
144,2513,5067
140,2515,5021
118,2497,4955
84,2515,4887
39,2580,4802
-28,2663,4720
-127,2691,4618
-251,2663,4519
-368,2630,4412
-446,2663,4318
-477,2741,4214
-474,2811,4117
-453,2824,4010
-419,2811,3916
-375,2801,3822
-335,2811,3749
-306,2814,3675
-279,2811,3615
-254,2805,3554
-251,2811,3515
-297,2812,3477
-391,2811,3448
-516,2806,3406
-642,2811,3381
-719,2812,3360
-698,2811,3347
-568,2804,3313
-391,2811,3280
-248,2819,3252
-195,2811,3247
-237,2753,3234
-335,2663,3213
-414,2571,3175
-419,2515,3146
-359,2456,3122
-307,2367,3113
-273,2261,3104
-167,2219,3113
104,2229,3126
474,2219,3146
724,2140,3149
670,2071,3146
339,2057,3139
-56,2071,3146
-318,2054,3149
-419,2071,3146
-456,2181,3126
-502,2367,3113
-524,2531,3097
-474,2663,3079
-419,2795,3043
-474,2959,3013
-644,3113,2989
-781,3255,2979
-773,3391,2952
-670,3551,2912
-593,3709,2867
-558,3847,2845
-481,3933,2830
-307,3995,2812
-72,4054,2774
140,4143,2745
246,4229,2724
223,4291,2711
143,4300,2688
140,4291,2678
276,4280,2676
474,4291,2678
617,4294,2659
670,4291,2644
674,4279,2640
670,4291,2644
666,4298,2629
670,4291,2611
692,4266,2591
725,4291,2577
