III,V,PLETH,ABP
4011,-986,10136,7110
4514,-1314,10133,7089
4818,-1567,10136,7082
4875,-1761,10079,7063
4818,-1857,10011,7055
4788,-1813,9928,7030
4818,-1596,9886,7027
4850,-1220,9839,7012
4818,-696,9823,6999
4599,-68,9790,6960
4061,609,9760,6944
3219,1242,9689,6934
2321,1770,9635,6944
1629,2152,9585,6927
1211,2408,9573,6916
962,2556,9537,6902
807,2640,9510,6916
727,2679,9465,6915
706,2698,9448,6916
693,2701,9412,6896
681,2698,9385,6889
673,2694,9318,6868
681,2698,9260,6861
687,2703,9199,6840
706,2698,9197,6833
730,2681,9197,6812
757,2669,9197,6806
767,2668,9153,6785
782,2669,9135,6778
803,2656,9124,6757
832,2640,9135,6750
846,2632,9099,6730
858,2640,9072,6723
869,2642,9050,6701
883,2640,9072,6695
886,2632,9071,6675
883,2640,9072,6667
880,2651,9055,6645
883,2669,9072,6640
886,2680,9072,6627
883,2698,9072,6640
865,2719,9048,6646
832,2756,9072,6667
798,2795,9104,6666
782,2843,9135,6667
776,2885,9101,6647
757,2930,9072,6640
709,2969,9052,6627
656,3017,9072,6640
614,3062,9068,6638
580,3104,9072,6640
532,3132,9061,6617
479,3162,9072,6612
440,3183,9062,6604
429,3191,9072,6612
434,3168,9069,6595
454,3133,9072,6584
485,3091,9034,6561
530,3046,9010,6557
577,2979,8990,6536
631,2901,9010,6529
688,2812,9007,6507
757,2727,9010,6501
837,2636,8995,6478
933,2553,9010,6474
1028,2474,9008,6461
1110,2408,9010,6474
1171,2335,8972,6483
1236,2263,8947,6529
1310,2193,8924,6582
1387,2147,8947,6667
1445,2113,8954,6757
1488,2089,8947,6889
1524,2055,8899,7030
1564,2031,8885,7193
1601,2011,8879,7337
1640,2002,8885,7497
1677,1985,8844,7641
1715,1973,8822,7774
1742,1957,8810,7857
1766,1944,8822,7940
1787,1924,8789,8009
1816,1915,8759,8078
1843,1912,8735,8097
1867,1915,8759,8106
1880,1901,8764,8098
1892,1886,8759,8106
1902,1876,8718,8090
1917,1886,8697,8078
1929,1891,8678,8047
1942,1886,8697,8023
1958,1866,8699,7973
1993,1857,8697,7940
2039,1855,8657,7903
2094,1857,8634,7884
2143,1843,8598,7848
2195,1828,8572,7829
2237,1812,8522,7798
2270,1799,8509,7774
2291,1771,8504,7722
2321,1741,8509,7691
2347,1715,8470,7664
2346,1712,8447,7663
2293,1721,8432,7634
2220,1741,8447,7608
2156,1756,8420,7574
2119,1770,8384,7580
2083,1779,8333,7579
2043,1799,8321,7580
1999,1816,8310,7554
1968,1828,8321,7552
1945,1826,8315,7549
1942,1828,8321,7552
1941,1839,8310,7519
1942,1857,8321,7497
1934,1863,8319,7474
1942,1857,8321,7469
1954,1851,8285,7437
1968,1857,8259,7414
1962,1864,8234,7388
1968,1857,8259,7387
1978,1846,8285,7359
1993,1857,8321,7331
1984,1885,8320,7289
1968,1915,8321,7276
1927,1961,8308,7257
1867,2060,8321,7248
1804,2143,8317,7215
1816,2060,8321,7193
1966,1705,8308,7158
2270,1160,8321,7138
2672,571,8322,7100
3128,29,8321,7082
3630,-467,8281,7058
4162,-899,8259,7055
4601,-1258,8242,7034
4818,-1538,8259,7027
4833,-1760,8254,7014
4818,-1886,8259,7027
4835,-1871,8248,7025
4818,-1683,8259,7027
4770,-1337,8252,7004
4818,-841,8259,6999
4874,-234,8250,6990
4591,435,8259,6999
3785,1083,8250,6992
2775,1654,8259,6999
2000,2089,8252,6994
1564,2379,8259,6999
1279,2532,8247,6980
1059,2611,8259,6972
948,2658,8255,6958
933,2698,8259,6972
910,2719,8240,6970
858,2727,8259,6972
823,2726,8284,6950
832,2727,8321,6944
837,2727,8317,6933
832,2727,8321,6944
824,2726,8314,6939
832,2727,8321,6944
833,2727,8304,6934
832,2727,8321,6944
826,2725,8347,6941
832,2727,8384,6944
841,2726,8376,6922
858,2727,8384,6916
862,2722,8402,6906
858,2727,8447,6916
851,2736,8449,6910
858,2756,8447,6916
865,2769,8432,6911
858,2785,8447,6916
831,2794,8442,6898
807,2814,8447,6889
794,2836,8436,6867
782,2872,8447,6861
757,2911,8439,6833
732,2959,8447,6806
709,3002,8437,6763
681,3046,8447,6750
639,3085,8438,6741
605,3133,8447,6750
589,3177,8438,6743
580,3220,8447,6750
555,3249,8438,6746
530,3278,8447,6750
521,3297,8438,6730
530,3307,8447,6723
532,3288,8438,6705
530,3249,8447,6695
539,3192,8438,6659
580,3133,8447,6640
641,3063,8438,6618
706,2988,8447,6612
766,2899,8438,6579
832,2814,8447,6557
906,2725,8438,6530
984,2640,8447,6529
1050,2548,8438,6518
1110,2466,8447,6529
1170,2388,8438,6534
1236,2321,8447,6557
1293,2254,8438,6567
1337,2205,8447,6612
1370,2168,8438,6676
1413,2147,8447,6778
1463,2118,8438,6867
1513,2089,8447,6972
1545,2055,8438,7077
1564,2031,8447,7221
1575,2008,8439,7359
1589,2002,8447,7497
1600,2000,8437,7596
1614,2002,8447,7691
1627,1989,8440,7761
1640,1973,8447,7829
1642,1953,8436,7860
1640,1944,8447,7884
1636,1938,8445,7881
1640,1944,8447,7884
1641,1946,8413,7866
1640,1944,8384,7857
1633,1926,8345,7827
1640,1915,8321,7801
1666,1910,8265,7753
1715,1915,8196,7718
1762,1913,8095,7673
1791,1915,8009,7635
1799,1916,7910,7573
1816,1915,7821,7525
1849,1891,7715,7472
1892,1857,7633,7442
1923,1819,7541,7402
1942,1799,7446,7387
1941,1790,7311,7366
1917,1799,7195,7359
1867,1811,7091,7325
1816,1828,7008,7304
1774,1838,6886,7277
1741,1857,6757,7276
1693,1874,6616,7265
1640,1886,6507,7276
1591,1883,6399,7273
1564,1886,6319,7276
1546,1898,6226,7253
1539,1915,6132,7248
1532,1918,6016,7240
1539,1915,5944,7248
1539,1913,5899,7229
1539,1915,5881,7221
1529,1915,5839,7208
1539,1915,5819,7221
1553,1916,5807,7209
1564,1915,5819,7193
1549,1909,5807,7153
1539,1915,5819,7138
1530,1945,5839,7118
1513,2002,5881,7110
1463,2060,5901,7076
1413,2089,5944,7055
1398,2029,5999,7029
1463,1828,6069,7027
1644,1447,6099,7008
1968,928,6132,6999
2378,346,6175,6977
2800,-203,6257,6972
3240,-680,6323,6951
3784,-1073,6382,6944
4381,-1410,6411,6922
4818,-1683,6444,6916
4926,-1876,6465,6895
4818,-1944,6507,6889
4744,-1859,6539,6867
4818,-1596,6570,6861
4909,-1171,6566,6840
4818,-609,6570,6833
4424,30,6565,6813
3759,696,6570,6806
2954,1313,6556,6784
2195,1828,6570,6778
1609,2197,6593,6758
1236,2437,6632,6750
1029,2570,6634,6727
933,2640,6632,6723
893,2663,6621,6712
883,2669,6632,6723
878,2667,6628,6718
883,2669,6632,6723
889,2670,6624,6712
908,2669,6632,6723
928,2659,6627,6721
959,2640,6632,6723
983,2619,6625,6700
1009,2611,6632,6695
1022,2612,6626,6687
1034,2611,6632,6695
1041,2596,6625,6678
1059,2582,6632,6667
1074,2576,6625,6645
1085,2582,6632,6640
1083,2580,6625,6618
1085,2582,6632,6612
1087,2588,6625,6601
1085,2611,6632,6612
1072,2627,6625,6608
1059,2640,6632,6612
1049,2646,6625,6595
1034,2669,6632,6584
1008,2704,6625,6551
984,2756,6632,6529
962,2801,6625,6502
933,2843,6632,6501
885,2879,6625,6495
832,2930,6632,6501
789,2987,6626,6492
757,3046,6632,6501
713,3090,6624,6507
656,3133,6632,6529
590,3175,6627,6529
530,3220,6632,6529
481,3244,6622,6508
454,3249,6632,6501
439,3236,6630,6482
429,3220,6632,6474
417,3187,6616,6449
429,3133,6632,6446
469,3057,6657,6437
530,2988,6695,6446
590,2920,6693,6437
656,2843,6695,6446
727,2740,6704,6441
807,2640,6757,6446
889,2557,6795,6432
984,2495,6820,6446
1080,2424,6809,6463
1160,2350,6820,6501
1211,2279,6837,6526
1261,2234,6882,6584
1323,2200,6908,6662
1387,2176,6945,6778
1430,2146,6985,6881
1463,2118,7070,6999
1499,2084,7142,7120
1539,2060,7195,7276
1566,2040,7207,7417
1589,2031,7258,7552
1613,2016,7338,7650
1640,2002,7446,7746
1661,1981,7508,7810
1690,1973,7571,7857
1721,1969,7639,7858
1741,1973,7758,7857
1737,1962,7876,7839
1741,1944,8009,7829
1762,1921,8125,7794
1791,1915,8259,7774
1803,1915,8357,7750
1816,1915,8447,7746
1845,1898,8517,7717
1892,1886,8634,7691
1932,1880,8757,7651
1968,1886,8885,7635
2002,1877,8968,7605
2043,1857,9072,7580
2079,1824,9186,7531
2119,1799,9323,7497
2152,1778,9416,7449
2169,1770,9510,7414
2154,1764,9593,7369
2119,1770,9698,7359
2065,1780,9765,7352
1993,1799,9823,7359
1899,1813,9848,7336
1816,1828,9886,7331
1756,1838,9904,7332
1715,1857,9948,7359
1672,1873,9977,7358
1640,1886,10011,7359
1619,1886,10005,7346
1614,1886,10011,7359
1608,1886,10004,7356
1614,1886,10011,7359
1625,1883,9977,7338
1640,1886,9948,7331
1630,1899,9904,7310
1614,1915,9886,7304
1595,1921,9847,7282
1589,1915,9823,7276
1576,1905,9781,7256
1564,1915,9760,7248
1540,1955,9720,7225
1513,2031,9698,7221
1464,2103,9656,7202
1413,2118,9635,7193
1411,1997,9595,7166
1539,1712,9573,7165
1811,1265,9531,7161
2195,725,9510,7165
2649,163,9469,7143
3178,-348,9448,7138
3746,-783,9406,7123
4263,-1131,9385,7110
4628,-1422,9344,7060
4818,-1654,9323,7027
4861,-1817,9281,7002
4818,-1857,9260,6999
4775,-1734,9220,6967
4818,-1422,9197,6944
4897,-956,9152,6926
4818,-377,9135,6944
4383,262,9117,6945
3607,928,9135,6944
2703,1543,9133,6919
1917,2031,9135,6916
1357,2342,9097,6908
1009,2524,9072,6916
806,2630,9049,6901
706,2698,9072,6889
668,2723,9079,6862
656,2727,9072,6861
638,2725,9021,6855
631,2727,9010,6861
638,2726,9024,6842
656,2727,9072,6833
655,2730,9076,6812
656,2727,9072,6806
669,2711,9055,6783
706,2698,9072,6778
735,2697,9070,6768
757,2698,9072,6778
767,2684,9056,6772
782,2669,9072,6778
792,2662,9074,6778
807,2669,9072,6806
820,2669,9029,6820
832,2669,9010,6833
836,2663,8994,6815
832,2669,9010,6806
821,2676,9002,6786
807,2698,9010,6778
792,2723,9004,6745
782,2756,9010,6723
773,2781,8975,6696
757,2814,8947,6695
723,2850,8922,6678
681,2901,8947,6667
639,2946,8955,6641
605,2988,8947,6640
571,3025,8898,6633
530,3075,8885,6640
478,3123,8880,6630
429,3162,8885,6640
386,3177,8843,6638
353,3191,8822,6640
330,3206,8811,6616
328,3220,8822,6612
338,3203,8787,6607
353,3162,8759,6612
368,3103,8740,6581
404,3046,8759,6557
461,2978,8738,6529
530,2901,8697,6529
590,2811,8637,6510
656,2727,8634,6501
736,2641,8636,6486
832,2553,8634,6501
924,2457,8588,6509
1009,2379,8572,6529
1086,2316,8565,6538
1160,2263,8572,6584
1225,2200,8532,6647
1286,2147,8509,6750
1340,2109,8497,6850
1387,2089,8509,6972
1424,2060,8475,7093
1463,2031,8447,7248
1502,1997,8425,7398
1539,1973,8447,7552
1564,1949,8444,7668
1589,1944,8447,7774
1614,1944,8434,7852
1640,1944,8447,7940
1654,1927,8440,8000
1665,1915,8447,8050
1674,1911,8437,8062
1690,1915,8447,8078
1703,1903,8438,8077
1715,1886,8447,8078
1724,1865,8439,8047
1741,1857,8447,8023
1761,1851,8436,7989
1791,1857,8447,7967
1824,1859,8441,7921
1867,1857,8447,7884
1914,1840,8433,7835
1968,1828,8447,7801
2011,1824,8447,7750
2043,1828,8447,7718
2065,1809,8405,7681
2094,1770,8384,7663
2123,1725,8369,7626
2144,1712,8384,7608
2139,1723,8376,7583
2119,1741,8384,7580
2085,1741,8380,7558
2043,1741,8384,7552
1983,1749,8347,7540
1917,1770,8321,7552
1856,1784,8301,7548
1816,1799,8321,7552
1786,1813,8322,7540
1766,1828,8321,7552
1746,1830,8301,7551
1741,1828,8321,7552
1738,1826,8346,7528
1741,1828,8384,7525
1734,1827,8382,7519
1741,1828,8384,7525
1749,1829,8372,7494
1766,1828,8384,7469
1766,1824,8378,7441
1766,1828,8384,7442
1753,1840,8374,7426
1741,1857,8384,7414
1714,1883,8376,7380
1690,1944,8384,7359
1640,2029,8375,7323
1564,2089,8384,7304
1503,2029,8376,7277
1564,1799,8384,7276
1798,1392,8375,7260
2169,870,8384,7248
2601,302,8376,7211
3077,-232,8384,7193
3602,-696,8375,7177
4137,-1073,8384,7193
4571,-1391,8376,7192
4818,-1654,8384,7193
4869,-1848,8374,7169
4818,-1915,8384,7165
4778,-1817,8377,7157
4818,-1538,8384,7165
4881,-1108,8373,7149
4818,-551,8384,7138
4463,85,8380,7105
3784,754,8384,7082
2916,1373,8367,7043
2094,1886,8384,7027
1476,2245,8406,7005
1085,2466,8447,6999
846,2578,8446,6975
706,2640,8447,6972
633,2675,8433,6964
605,2698,8447,6972
589,2710,8441,6953
580,2727,8447,6944
575,2746,8435,6931
580,2756,8447,6944
577,2744,8441,6942
580,2727,8447,6944
587,2721,8434,6922
605,2727,8447,6916
616,2729,8443,6904
631,2727,8447,6916
641,2724,8428,6914
656,2727,8447,6916
665,2726,8471,6895
681,2727,8509,6889
696,2724,8506,6879
706,2727,8509,6889
706,2723,8500,6876
706,2727,8509,6861
708,2733,8495,6824
706,2756,8509,6806
694,2781,8530,6783
681,2814,8572,6778
671,2841,8572,6757
656,2872,8572,6750
629,2897,8558,6731
605,2930,8572,6723
592,2966,8566,6698
580,3017,8572,6695
550,3072,8561,6688
504,3133,8572,6695
459,3182,8564,6677
429,3220,8572,6667
403,3237,8562,6646
378,3249,8572,6640
357,3251,8563,6617
353,3249,8572,6612
362,3228,8563,6595
378,3191,8572,6584
395,3134,8563,6548
429,3075,8572,6529
484,3006,8563,6507
555,2930,8572,6501
627,2840,8563,6469
706,2756,8572,6446
793,2669,8563,6418
883,2582,8572,6418
954,2486,8563,6409
1009,2408,8572,6418
1056,2345,8563,6426
1110,2292,8572,6474
1163,2228,8563,6528
1211,2176,8572,6612
1248,2139,8563,6693
1286,2118,8572,6806
1325,2086,8563,6920
1362,2060,8572,7055
1389,2039,8564,7172
1413,2031,8572,7304
1436,2015,8564,7423
1463,2002,8572,7552
1481,1986,8546,7651
1488,1973,8509,7746
1485,1952,8453,7815
1488,1944,8447,7884
1498,1942,8451,7917
1513,1944,8447,7940
1518,1929,8379,7935
1513,1915,8321,7940
1505,1907,8280,7926
1513,1915,8259,7912
1535,1916,8177,7868
1564,1915,8071,7829
1588,1909,7957,7778
1614,1915,7883,7746
1640,1917,7795,7699
1665,1915,7696,7663
1684,1900,7562,7613
1715,1886,7446,7580
1754,1861,7335,7533
1791,1828,7258,7497
1809,1786,7167,7446
1816,1770,7070,7414
1811,1778,6937,7375
1791,1799,6820,7359
1744,1801,6709,7333
1690,1799,6632,7331
1638,1804,6538,7322
1589,1828,6444,7331
1534,1846,6334,7324
1488,1857,6257,7331
1463,1856,6185,7323
1463,1857,6132,7331
1463,1856,6058,7324
1463,1857,6006,7331
1458,1857,5961,7317
1463,1857,5944,7304
1461,1856,5909,7265
1463,1857,5881,7248
1458,1858,5839,7228
1463,1857,5819,7221
1469,1854,5801,7187
1488,1857,5819,7165
1494,1867,5841,7140
1488,1886,5881,7138
1461,1917,5905,7118
1438,1973,5944,7110
1410,2028,5972,7088
1387,2031,6006,7082
1397,1898,6023,7060
1513,1596,6069,7055
1763,1132,6125,7037
2119,580,6194,7027
2538,5,6227,6992
3027,-522,6257,6972
3574,-975,6278,6947
4112,-1335,6319,6944
4545,-1627,6345,6925
4818,-1857,6382,6916
4895,-2005,6408,6894
4818,-2002,6444,6889
4739,-1816,6466,6867
4818,-1451,6507,6861
4954,-953,6540,6848
4818,-348,6570,6861
4212,310,6563,6860
3330,957,6570,6861
2505,1510,6586,6837
1892,1944,6632,6833
1443,2247,6660,6827
1135,2437,6695,6833
978,2522,6720,6815
933,2553,6757,6806
909,2565,6762,6785
883,2582,6757,6778
872,2597,6738,6753
883,2611,6757,6750
881,2617,6784,6745
883,2611,6820,6750
899,2594,6819,6729
933,2582,6820,6723
950,2582,6810,6715
959,2582,6820,6723
964,2569,6814,6704
984,2553,6820,6695
998,2546,6813,6684
1009,2553,6820,6695
1008,2555,6811,6681
1009,2553,6820,6667
1008,2546,6817,6640
1009,2553,6820,6640
1009,2563,6804,6635
1009,2582,6820,6640
1002,2593,6845,6621
984,2611,6882,6612
957,2631,6882,6599
933,2669,6882,6612
912,2710,6874,6612
883,2756,6882,6612
835,2795,6872,6588
782,2843,6882,6584
737,2896,6901,6578
706,2959,6945,6584
673,3017,6954,6565
631,3075,6945,6557
579,3121,6920,6545
530,3162,6945,6557
479,3190,6978,6552
429,3220,7008,6557
381,3241,6995,6547
353,3249,7008,6557
345,3228,7034,6552
353,3191,7070,6557
361,3137,7063,6540
378,3075,7070,6529
415,2992,7091,6495
479,2901,7133,6474
554,2807,7131,6445
631,2727,7133,6446
703,2643,7144,6440
782,2553,7195,6446
867,2456,7224,6432
959,2379,7258,6446
1040,2317,7278,6469
1110,2263,7320,6529
1170,2199,7342,6585
1236,2147,7383,6667
1301,2110,7428,6750
1362,2089,7508,6861
1412,2058,7570,6962
1463,2031,7633,7082
1508,2008,7677,7197
1539,2002,7758,7331
1550,1988,7844,7443
1564,1973,7946,7552
1588,1952,8008,7632
1614,1944,8071,7718
1627,1931,8136,7779
1640,1915,8259,7829
1661,1892,8385,7840
1690,1886,8509,7857
1706,1886,8590,7864
1715,1886,8697,7884
1724,1868,8812,7874
1741,1857,8947,7857
1759,1854,9040,7819
1791,1857,9135,7801
1836,1843,9217,7771
1892,1828,9323,7746
1936,1821,9407,7698
1968,1828,9510,7663
1988,1821,9599,7616
2018,1799,9698,7580
2054,1764,9757,7527
2094,1741,9823,7497
2117,1723,9876,7462
2119,1712,9948,7442
2090,1701,9981,7401
2043,1712,10011,7387
1981,1738,10024,7377
1917,1770,10073,7387
1851,1785,10107,7368
1791,1799,10136,7359
1734,1812,10124,7346
1690,1828,10136,7359
1656,1830,10136,7354
1640,1828,10136,7359
1624,1826,10091,7350
1614,1828,10073,7359
1597,1826,10063,7351
1589,1828,10073,7359
1582,1839,10036,7353
1589,1857,10011,7359
1589,1865,9993,7348
1589,1857,10011,7359
1580,1848,9986,7359
1589,1857,9948,7359
1596,1873,9892,7323
1589,1886,9886,7304
1549,1916,9880,7283
1513,2002,9886,7276
1481,2091,9850,7241
1463,2060,9823,7221
1523,1796,9780,7199
1766,1335,9760,7193
2158,780,9720,7159
2573,232,9698,7138
3002,-288,9657,7114
3582,-754,9635,7110
4261,-1141,9592,7079
4742,-1422,9573,7055
4861,-1642,9535,7026
4818,-1828,9510,7027
4817,-1947,9461,7019
4818,-1886,9448,7027
4771,-1600,9438,7021
4818,-1131,9448,7027
4935,-570,9413,7009
4742,58,9385,6999
3960,723,9358,6976
2876,1364,9385,6972
1991,1876,9393,6952
1463,2234,9385,6944
1110,2453,9334,6922
832,2582,9323,6916
681,2641,9318,6897
656,2669,9323,6889
652,2685,9279,6865
631,2698,9260,6861
616,2700,9251,6851
631,2698,9260,6861
643,2698,9221,6855
656,2698,9197,6861
666,2687,9183,6854
681,2669,9197,6861
687,2650,9165,6846
706,2640,9135,6833
733,2636,9110,6806
757,2640,9135,6806
756,2642,9138,6801
757,2640,9135,6806
765,2625,9093,6784
782,2611,9072,6778
786,2601,9052,6770
782,2611,9072,6778
778,2623,9076,6761
782,2640,9072,6750
784,2649,9027,6728
782,2669,9010,6723
772,2694,8999,6702
757,2727,9010,6695
733,2752,8977,6675
706,2785,8947,6667
680,2822,8921,6643
656,2872,8947,6640
624,2915,8956,6632
580,2959,8947,6640
527,2999,8897,6622
479,3046,8885,6612
438,3090,8881,6598
404,3133,8885,6612
371,3157,8841,6612
353,3162,8822,6612
350,3147,8813,6588
353,3133,8822,6584
349,3112,8784,6577
353,3075,8759,6584
378,3006,8745,6565
429,2930,8759,6557
489,2854,8730,6543
555,2785,8697,6557
625,2701,8652,6554
706,2611,8634,6557
792,2518,8592,6542
883,2437,8572,6557
964,2358,8554,6572
1034,2292,8572,6612
1094,2228,8567,6640
1160,2176,8572,6695
1228,2125,8560,6757
1286,2089,8572,6861
1326,2057,8564,6970
1362,2031,8572,7110
1400,1997,8562,7250
1438,1973,8572,7414
1463,1954,8563,7556
1488,1944,8572,7691
1522,1926,8563,7787
1564,1915,8572,7884
1588,1900,8563,7956
1589,1886,8572,8023
1580,1864,8563,8051
1589,1857,8572,8078
1615,1856,8562,8088
1640,1857,8572,8106
1643,1840,8564,8093
1640,1828,8572,8078
1644,1825,8561,8050
1665,1828,8572,8050
1688,1814,8565,8038
1715,1799,8572,8023
1746,1791,8559,7973
1791,1799,8572,7940
1833,1801,8571,7904
1867,1799,8572,7884
1888,1786,8533,7837
1917,1770,8509,7801
1953,1741,8490,7761
1993,1712,8509,7746
2014,1686,8507,7712
2018,1683,8509,7691
2000,1692,8493,7663
1968,1712,8509,7663
1918,1726,8510,7647
1867,1741,8509,7635
1815,1751,8468,7605
1766,1770,8447,7608
1711,1785,8430,7613
1665,1799,8447,7635
1630,1800,8442,7630
1614,1799,8447,7635
1607,1796,8435,7628
1614,1799,8447,7635
1625,1800,8439,7617
1640,1799,8447,7608
1639,1797,8437,7586
1640,1799,8447,7580
1635,1802,8439,7550
1640,1799,8447,7525
1636,1793,8437,7484
1640,1799,8447,7469
1639,1821,8438,7447
1640,1857,8447,7442
1614,1903,8437,7420
1564,1973,8447,7414
1483,2043,8439,7394
1413,2060,8447,7387
1422,1925,8437,7362
1589,1596,8447,7359
1896,1094,8439,7351
2270,522,8447,7359
2686,-36,8435,7341
3204,-522,8447,7331
3794,-936,8444,7307
4313,-1276,8447,7304
4644,-1568,8410,7284
4818,-1799,8384,7276
4873,-1940,8359,7253
4818,-1915,8384,7248
4744,-1682,8410,7229
4818,-1247,8447,7221
4956,-687,8445,7196
4793,-58,8447,7193
4100,587,8431,7184
3128,1218,8447,7193
2285,1765,8462,7178
1715,2176,8509,7165
1305,2431,8539,7137
1009,2582,8572,7138
861,2671,8567,7133
832,2727,8572,7138
813,2749,8561,7116
782,2756,8572,7110
774,2758,8564,7093
807,2756,8572,7082
835,2741,8563,7045
858,2727,8572,7027
886,2724,8562,7007
933,2727,8572,6999
965,2718,8564,6963
984,2698,8572,6944
990,2677,8560,6932
1009,2669,8572,6944
1031,2666,8567,6937
1059,2669,8572,6944
1075,2667,8554,6942
1085,2669,8572,6944
1087,2665,8595,6911
1085,2669,8634,6889
1074,2676,8633,6867
1059,2698,8634,6861
1045,2714,8622,6820
1034,2727,8634,6778
1022,2731,8626,6732
1009,2756,8634,6723
987,2794,8626,6706
959,2843,8634,6695
921,2882,8622,6660
883,2930,8634,6640
845,2985,8633,6613
807,3046,8634,6612
759,3090,8594,6605
706,3133,8572,6612
659,3176,8555,6597
631,3220,8572,6584
608,3241,8566,6549
580,3249,8572,6529
545,3248,8562,6503
530,3249,8572,6501
543,3231,8562,6484
580,3191,8572,6474
616,3123,8567,6447
656,3046,8572,6446
708,2958,8556,6440
782,2872,8572,6446
859,2782,8577,6425
933,2698,8572,6418
1004,2610,8524,6406
1085,2524,8509,6418
1165,2432,8509,6420
1236,2350,8509,6446
1287,2280,8445,6473
1337,2234,8384,6529
1388,2191,8341,6582
1438,2147,8321,6667
1476,2095,8242,6753
1513,2060,8134,6861
1552,2039,8018,6958
1589,2031,7946,7082
1613,2014,7860,7204
1640,2002,7758,7331
1668,1986,7623,7424
1690,1973,7508,7525
1691,1952,7384,7618
1690,1944,7258,7718
1698,1943,7094,7778
1715,1944,6945,7829
1719,1928,6805,7856
1715,1915,6695,7884
1710,1909,6564,7882
1715,1915,6444,7884
1723,1913,6330,7870
1741,1915,6257,7857
1764,1915,6167,7810
1791,1915,6069,7774
1805,1899,5951,7737
1816,1886,5881,7718
1832,1880,5837,7675
1867,1886,5819,7635
1905,1877,5777,7577
1942,1857,5756,7525
1968,1825,5745,7448
1993,1799,5756,7387
2010,1776,5728,7321
2018,1770,5694,7276
2000,1776,5665,7219
1968,1799,5694,7193
1919,1817,5728,7178
1867,1828,5756,7193
1809,1824,5746,7187
1766,1828,5756,7193
1734,1839,5778,7192
1715,1857,5819,7221
1696,1861,5839,7233
1690,1857,5881,7248
1695,1852,5935,7231
1715,1857,6006,7221
1727,1863,6041,7195
1741,1857,6069,7193
1748,1840,6089,7184
1766,1828,6132,7193
1776,1826,6159,7178
1791,1828,6194,7165
1799,1825,6218,7137
1816,1828,6257,7138
1822,1847,6282,7134
1816,1886,6319,7138
1786,1931,6345,7114
1766,1973,6382,7110
1760,1966,6404,7105
1791,1857,6444,7110
1897,1586,6476,7079
2144,1160,6507,7055
2510,624,6503,7028
2926,58,6507,7027
3383,-485,6520,7009
3935,-957,6570,6999
4487,-1351,6606,6977
4818,-1654,6632,6972
4862,-1876,6626,6951
4818,-2002,6632,6944
4825,-2011,6629,6924
4818,-1857,6632,6916
4767,-1530,6618,6892
4818,-1044,6632,6889
4924,-453,6656,6881
4717,203,6695,6889
3964,858,6697,6870
2977,1451,6695,6861
2218,1913,6683,6847
1791,2234,6695,6861
1489,2422,6692,6860
1236,2524,6695,6861
