I,II,PLETH,RESP
6101,8404,3315,-106
6134,8367,3295,-109
6170,8404,3280,-106
6168,8488,3261,-97
6170,8552,3244,-89
6160,8465,3207,-87
6170,8329,3173,-89
6182,8236,3145,-88
6240,8255,3137,-89
6306,8285,3120,-91
6378,8329,3101,-89
6409,8357,3076,-79
6448,8404,3066,-71
6479,8404,3050,-71
6517,8404,3030,-71
6514,8389,2991,-63
6517,8404,2959,-53
6527,8392,2933,-50
6586,8404,2923,-53
6664,8435,2906,-54
6794,8552,2888,-53
6933,8696,2863,-54
7072,8850,2852,-53
7147,8932,2836,-46
7210,8998,2816,-35
7281,9067,2778,-31
7418,9222,2745,-35
7577,9402,2718,-40
7765,9593,2709,-35
7935,9734,2693,-24
8112,9891,2674,-18
8254,10058,2647,-19
8389,10263,2638,-18
8489,10424,2636,-8
8597,10560,2638,0
8693,10656,2622,-1
8805,10783,2602,0
8884,10921,2578,9
8944,11081,2567,18
8968,11182,2559,18
9013,11230,2567,18
9050,11216,2570,27
9082,11230,2567,35
9077,11240,2544,35
9082,11230,2531,35
9064,11131,2528,44
9013,11006,2531,53
8899,10838,2514,53
8805,10635,2495,53
8717,10359,2484,62
8597,10114,2495,71
8366,9908,2501,71
8112,9742,2495,71
7897,9540,2473,80
7765,9370,2460,89
7628,9217,2454,89
7488,9073,2460,89
7331,8868,2459,97
7210,8701,2460,106
7092,8593,2456,107
7002,8552,2460,106
6897,8476,2459,114
6794,8404,2460,124
6669,8322,2455,126
6586,8255,2460,124
6533,8134,2460,130
6517,8032,2460,142
6477,7961,2453,147
6448,7957,2460,142
6425,7926,2464,136
6448,7883,2460,142
6455,7838,2436,154
6448,7883,2424,160
6401,7960,2423,158
6378,8032,2424,160
6365,8031,2403,169
6378,8032,2388,177
6371,8027,2385,177
6378,8032,2388,177
6374,8005,2371,186
6378,8032,2353,195
6363,8099,2346,195
6378,8180,2353,195
6404,8184,2341,203
6448,8180,2317,213
6470,8197,2290,214
6517,8255,2281,213
6559,8264,2277,218
6586,8255,2281,230
6568,8237,2281,236
6586,8255,2281,230
6646,8253,2277,225
6725,8255,2281,230
6756,8240,2284,242
6794,8255,2281,248
6836,8272,2261,246
6864,8329,2246,248
6824,8372,2239,257
6794,8404,2246,266
6789,8392,2246,266
6794,8404,2246,266
6750,8410,2241,273
6725,8404,2246,284
6726,8325,2244,286
6725,8255,2246,284
6651,8221,2242,288
6586,8255,2246,301
6567,8265,2244,314
6586,8255,2246,319
6554,8225,2240,318
6517,8255,2246,319
6500,8298,2256,326
6517,8329,2281,337
6489,8291,2299,346
6448,8255,2317,355
6419,8233,2336,362
6448,8255,2388,372
6462,8253,2456,382
6448,8255,2531,390
6393,8241,2590,397
6378,8255,2674,408
6398,8250,2783,419
6448,8255,2923,426
6459,8243,3058,425
6448,8255,3208,426
6405,8249,3371,432
6378,8255,3565,443
6357,8242,3757,453
6378,8255,3957,461
6391,8251,4148,469
6378,8255,4349,479
6302,8238,4539,488
6240,8255,4741,496
6214,8258,4937,504
6240,8255,5133,514
6245,8222,5300,523
6240,8255,5454,532
6224,8326,5592,540
6240,8404,5739,550
6243,8402,5870,558
6240,8404,5989,567
6217,8445,6087,575
6240,8552,6203,585
6294,8610,6316,594
6378,8627,6417,603
6424,8623,6473,610
6448,8701,6524,621
6441,8809,6573,630
6448,8924,6631,638
6442,8987,6655,645
6448,9073,6666,656
6440,9174,6662,672
6448,9296,6666,691
6444,9349,6650,703
6448,9370,6631,709
6416,9377,6593,713
6378,9445,6559,727
6360,9517,6506,745
6448,9593,6452,762
6591,9625,6379,771
6725,9668,6310,780
6788,9698,6230,789
6864,9742,6167,798
6951,9745,6095,803
7002,9742,6025,816
6942,9700,5931,833
6864,9668,5846,851
6833,9635,5754,859
6864,9668,5668,869
6868,9710,5559,884
6864,9742,5454,904
6856,9701,5341,915
6864,9668,5240,922
6847,9645,5127,933
6864,9668,5026,957
6922,9680,4918,979
7002,9742,4813,993
6984,9814,4685,998
6864,9891,4563,1011
6692,9912,4444,1029
6586,9965,4349,1046
6521,10035,4243,1054
6448,10114,4135,1064
6305,10116,4015,1080
6170,10114,3921,1099
6075,10105,3841,1109
6032,10114,3779,1117
5964,10087,3704,1129
5893,10114,3636,1152
5833,10178,3561,1173
5824,10263,3494,1188
5819,10286,3415,1195
5824,10337,3351,1206
5813,10430,3291,1219
5824,10560,3244,1241
5816,10610,3186,1261
5824,10635,3137,1277
5810,10650,3092,1283
5824,10709,3066,1294
5819,10714,3029,1310
5824,10709,2994,1330
5809,10702,2962,1340
5824,10783,2959,1347
5834,10872,2961,1354
5824,10932,2959,1365
5729,10881,2934,1373
5546,10783,2923,1383
5221,10606,2930,1391
4784,10337,2959,1401
4369,9882,2966,1406
4298,9370,2959,1418
4792,9001,2945,1434
5893,9073,2959,1454
7428,9627,2979,1464
9221,10560,2994,1472
11005,11562,2988,1477
12479,12494,2994,1489
13287,13289,3010,1500
13242,13981,3030,1507
12298,14333,3028,1505
10677,14130,3030,1507
8779,13344,3041,1512
7141,12419,3066,1525
6059,11739,3070,1534
5546,11453,3066,1542
5396,11344,3058,1548
5477,11304,3066,1560
5657,11253,3067,1570
5824,11230,3066,1578
5844,11157,3057,1577
5754,11081,3066,1578
5647,11008,3071,1581
5616,11006,3066,1596
5617,11005,3041,1607
5616,11006,3030,1613
5573,10980,3029,1610
5546,11006,3030,1613
5527,11040,3009,1622
5546,11081,2994,1631
5542,11043,2990,1630
5546,11006,2994,1631
5533,10975,2976,1637
5546,11006,2959,1649
5543,10990,2951,1650
5546,10932,2959,1649
5554,10823,2947,1646
5616,10783,2923,1649
5690,10775,2894,1648
5754,10783,2888,1649
5759,10732,2886,1647
5754,10709,2888,1649
5743,10698,2871,1647
5754,10709,2852,1649
5764,10661,2828,1648
5824,10635,2816,1649
5918,10618,2800,1646
6032,10635,2781,1649
6082,10614,2753,1650
6101,10635,2745,1649
6129,10665,2745,1638
6240,10709,2745,1631
6362,10688,2724,1629
6448,10709,2709,1631
6464,10786,2704,1623
6517,10932,2709,1613
6631,11016,2695,1602
6794,11081,2674,1596
6913,11147,2648,1586
7002,11304,2638,1578
7063,11459,2631,1567
7141,11601,2638,1560
7218,11691,2640,1550
7349,11824,2638,1542
7517,11966,2617,1533
7696,12122,2602,1525
7772,12222,2595,1513
7765,12345,2602,1507
7747,12482,2601,1499
7834,12642,2602,1489
7945,12711,2599,1470
7973,12717,2602,1454
7881,12686,2599,1441
7834,12717,2602,1436
7890,12738,2601,1427
7973,12717,2602,1418
7934,12601,2596,1407
7834,12494,2602,1401
7764,12385,2617,1391
7765,12271,2638,1383
7724,12059,2641,1372
7626,11824,2638,1365
7479,11603,2631,1356
7349,11453,2638,1347
7206,11278,2639,1336
7072,11081,2638,1330
6925,10838,2629,1321
6794,10635,2638,1312
6644,10436,2654,1298
6517,10263,2674,1294
6434,10060,2675,1294
6448,9891,2674,1294
6474,9725,2669,1284
6448,9593,2674,1277
6329,9434,2672,1275
6240,9296,2674,1277
6216,9158,2671,1268
6240,9073,2674,1259
6210,8982,2670,1254
6170,8924,2674,1259
6147,8862,2674,1259
6170,8850,2674,1259
6171,8836,2655,1256
6170,8850,2638,1259
6159,8840,2628,1258
6170,8850,2638,1259
6161,8839,2643,1257
6170,8850,2638,1259
6190,8840,2616,1258
6240,8850,2602,1259
6252,8840,2597,1258
6240,8850,2602,1259
6211,8838,2590,1257
6240,8850,2567,1259
6301,8863,2538,1258
6378,8924,2531,1259
6413,8968,2531,1256
6448,8998,2531,1259
6478,8982,2512,1260
6517,8998,2495,1259
6517,9028,2486,1248
6517,9073,2495,1241
6527,9069,2499,1238
6586,9073,2495,1241
6651,9068,2476,1240
6725,9073,2460,1241
6767,9030,2449,1241
6794,8998,2460,1241
6788,8978,2476,1232
6794,8998,2495,1223
6792,8995,2496,1218
6794,8998,2495,1223
6779,8986,2490,1226
6794,8998,2495,1223
6804,8991,2494,1212
6794,8998,2495,1206
6741,8992,2491,1204
6725,8998,2495,1206
6732,8963,2494,1198
6725,8924,2495,1188
6647,8889,2489,1176
6586,8924,2495,1170
6570,8950,2506,1162
6586,8924,2531,1152
6552,8799,2547,1140
6517,8701,2567,1135
6503,8665,2588,1134
6517,8701,2638,1135
6485,8704,2702,1127
6448,8701,2781,1117
6425,8686,2848,1105
6448,8701,2923,1099
6450,8692,3001,1091
6448,8701,3101,1081
6436,8698,3202,1069
6448,8701,3315,1064
6426,8657,3427,1062
6378,8627,3565,1064
6293,8606,3714,1057
6240,8627,3886,1046
6217,8623,4047,1033
6240,8627,4206,1028
6244,8614,4356,1027
6240,8627,4527,1028
6218,8619,4704,1022
6240,8627,4884,1011
6292,8616,5031,997
6378,8627,5169,993
6429,8618,5301,993
6448,8627,5454,993
6431,8617,5590,984
6448,8627,5704,975
6479,8617,5786,970
6517,8627,5882,975
6514,8619,5976,978
6517,8627,6060,975
6513,8615,6099,964
6517,8627,6132,957
6499,8620,6163,955
6517,8627,6203,957
6549,8631,6209,957
6586,8701,6203,957
6577,8801,6190,956
6586,8924,6203,957
6635,8999,6207,956
6725,9073,6203,957
6757,9137,6167,957
6725,9222,6132,957
6639,9265,6090,955
6586,9296,6060,957
6560,9291,6011,959
6586,9296,5953,957
6651,9281,5874,948
6794,9296,5811,940
6949,9319,5750,936
7072,9370,5704,940
7128,9363,5635,940
7210,9296,5561,940
7304,9164,5466,937
7349,9073,5383,940
7261,9018,5300,940
7141,8998,5240,940
7069,8932,5171,937
7072,8850,5098,940
7050,8735,5002,942
7002,8627,4919,940
6923,8492,4842,929
6864,8404,4777,922
6823,8365,4689,920
6864,8404,4599,922
6943,8418,4501,920
7002,8404,4420,922
6953,8363,4330,924
6864,8404,4242,922
6778,8481,4144,911
6725,8552,4064,904
6630,8545,3986,904
6517,8552,3921,904
6410,8579,3844,894
6378,8627,3779,886
6373,8618,3715,885
6378,8627,3672,886
6361,8653,3619,877
6378,8701,3565,869
6411,8693,3500,866
6448,8701,3458,869
6444,8748,3430,861
6448,8850,3422,851
6445,8905,3404,846
6448,8924,3387,851
6402,8907,3361,854
6378,8924,3351,851
6360,8923,3333,841
6378,8924,3315,833
6366,8901,3288,830
6378,8924,3280,833
6384,8932,3276,836
6378,8924,3280,833
6307,8887,3271,823
6240,8924,3280,816
6169,8948,3295,813
6032,8850,3315,816
5685,8566,3313,816
5200,8255,3315,816
4815,7914,3325,814
4922,7511,3351,816
5766,7168,3356,815
7349,7362,3351,816
9301,8275,3339,814
11231,9593,3351,816
12930,10752,3367,816
14351,11601,3387,816
15131,12181,3387,813
14767,12494,3387,816
13163,12357,3381,818
11023,11824,3387,816
9175,11068,3385,805
7973,10337,3387,798
7248,9747,3381,796
6864,9445,3387,798
6729,9386,3387,796
6725,9445,3387,798
6634,9410,3367,800
6448,9296,3351,798
6261,9153,3340,787
6170,9073,3351,780
6106,9015,3356,780
6032,8998,3351,780
5937,8985,3326,771
5893,8998,3315,762
5878,8990,3312,761
5893,8998,3315,762
5880,8988,3298,754
5893,8998,3280,745
5890,8985,3258,741
5893,8998,3244,745
5866,8994,3220,740
5893,8998,3208,727
5958,8958,3204,713
6032,8924,3208,709
6036,8873,3192,709
6032,8850,3173,709
6048,8825,3150,702
6101,8850,3137,691
6109,8880,3116,681
6101,8924,3101,674
6104,8921,3082,666
6170,8924,3066,656
6224,8912,3040,644
6240,8924,3030,638
6210,8913,3028,637
6240,8924,3030,638
6329,8915,3012,632
6448,8924,2994,621
6499,8926,2974,608
6517,8998,2959,603
6526,9099,2933,602
6586,9222,2923,603
6670,9287,2922,597
6794,9370,2923,585
6906,9484,2902,571
7002,9668,2888,567
7054,9825,2882,569
7141,9965,2888,567
7264,10082,2871,556
7418,10263,2852,550
7528,10452,2840,550
7626,10635,2852,550
7719,10765,2857,540
7834,10932,2852,532
7914,11119,2830,532
7973,11304,2816,532
8000,11394,2808,522
8042,11453,2816,514
8074,11509,2819,513
8112,11601,2816,514
8115,11632,2796,505
8112,11601,2781,496
8094,11512,2771,495
8112,11453,2781,496
8122,11385,2784,488
8112,11304,2781,479
8043,11156,2759,476
7973,11006,2745,479
7883,10830,2738,472
7765,10635,2745,461
7583,10370,2744,455
7418,10114,2745,461
7291,9869,2741,465
7210,9668,2745,461
7104,9458,2742,450
7002,9296,2745,443
6893,9144,2742,442
6794,8998,2745,443
6672,8798,2741,442
6586,8627,2745,443
6533,8488,2744,445
6517,8404,2745,443
6476,8307,2739,433
6448,8255,2745,426
6413,8216,2747,424
6378,8180,2745,426
6298,8067,2723,419
6240,7957,2709,408
6215,7881,2703,402
6240,7883,2709,408
6242,7878,2707,413
6240,7883,2709,408
6226,7870,2709,396
6240,7883,2709,390
6238,7876,2690,391
6240,7883,2674,390
6228,7872,2665,380
6240,7883,2674,372
6238,7896,2675,372
6240,7957,2674,372
6225,8006,2667,364
6240,8032,2674,355
6245,8007,2677,353
6240,8032,2674,355
6211,8097,2652,348
6240,8180,2638,337
6308,8190,2631,327
6378,8180,2638,319
6380,8166,2637,309
6378,8180,2638,301
6397,8170,2635,300
6448,8180,2638,301
6475,8203,2635,295
6517,8255,2638,284
6559,8262,2638,273
6586,8255,2638,266
6549,8234,2620,258
6517,8255,2602,248
6506,8261,2589,237
6517,8255,2602,230
6484,8206,2620,224
6448,8180,2638,213
6411,8165,2637,200
6378,8180,2638,195
6302,8174,2634,197
6240,8180,2638,195
6214,8174,2633,179
6240,8180,2638,160
6244,8165,2647,148
6240,8180,2674,142
6226,8206,2692,134
6240,8255,2709,124
6240,8260,2716,115
6240,8255,2745,106
6226,8236,2787,96
6240,8255,2852,89
6243,8259,2915,88
6240,8255,2994,89
6198,8208,3075,82
6170,8180,3173,71
6154,8162,3268,61
6170,8180,3387,53
6170,8178,3516,43
6170,8180,3672,35
6159,8167,3817,34
6170,8180,3957,35
6169,8178,4075,31
6170,8180,4206,18
6156,8164,4350,4
6170,8180,4527,0
6195,8187,4705,3
6240,8180,4884,0
6251,8105,5041,-10
6240,8032,5205,-18
6195,7986,5361,-17
6170,8032,5525,-18
6156,8103,5669,-26
6170,8180,5811,-35
6169,8192,5934,-36
6170,8180,6060,-35
6158,8153,6167,-42
6170,8180,6274,-53
6170,8217,6363,-57
6170,8255,6452,-53
6152,8243,6514,-51
6170,8255,6559,-53
6201,8298,6574,-56
6240,8404,6595,-53
6238,8506,6609,-50
6240,8627,6631,-53
6237,8734,6631,-62
6240,8850,6631,-71
6203,8908,6613,-73
6170,8924,6595,-71
6149,8881,6555,-70
6170,8850,6524,-71
6191,8825,6484,-72
6240,8850,6452,-71
6312,8876,6398,-70
6448,8924,6345,-71
6610,8954,6284,-71
6794,8998,6238,-71
6928,9008,6182,-71
7002,8998,6132,-71
7002,8949,6060,-71
7002,8924,5989,-71
7003,8891,5896,-71
7002,8850,5811,-71
6943,8760,5715,-71
6864,8701,5632,-71
6795,8678,5538,-71
6794,8701,5454,-71
6819,8676,5359,-71
6864,8627,5276,-71
6910,8561,5182,-70
7002,8552,5098,-71
7093,8548,5003,-71
7141,8552,4919,-71
7090,8533,4825,-70
7002,8552,4741,-71
6898,8564,4647,-72
6794,8552,4563,-71
6631,8470,4469,-68
6448,8404,4385,-71
6272,8353,4290,-80
6170,8329,4206,-89
6113,8273,4113,-90
6101,8255,4028,-89
6092,8271,3942,-89
6101,8329,3886,-89
6097,8357,3832,-87
6101,8404,3779,-89
6094,8467,3700,-97
6101,8552,3636,-106
6092,8570,3588,-108
6101,8552,3565,-106
6091,8521,3529,-106
6101,8552,3494,-106
6088,8568,3451,-105
6101,8552,3422,-106
6092,8463,3393,-115
6101,8404,3387,-124
6116,8377,3385,-127
6170,8404,3387,-124
6180,8406,3366,-122
6101,8404,3351,-124
5895,8339,3342,-125
5616,8180,3351,-124
5235,7833,3349,-123
4784,7362,3351,-124
4406,6864,3348,-125
4506,6544,3351,-124
5415,6521,3344,-123
7141,6916,3351,-124
9210,7675,3364,-125
11162,8701,3387,-124
12841,9781,3389,-122
14282,10783,3387,-124
15101,11505,3379,-133
14698,11824,3387,-142
12953,11641,3388,-144
10677,11081,3387,-142
8791,10310,3366,-140
7626,9593,3351,-142
6938,9094,3340,-142
6586,8924,3351,-142
6515,8930,3355,-141
6586,8924,3351,-142
6541,8776,3327,-142
6378,8627,3315,-142
6225,8556,3311,-142
6170,8552,3315,-142
6135,8487,3300,-142
6101,8404,3280,-142
6057,8341,3256,-142
6032,8329,3244,-142
6003,8288,3225,-141
6032,8255,3208,-142
6053,8232,3185,-142
6032,8255,3173,-142
5927,8251,3154,-141
5893,8255,3137,-142
5943,8225,3114,-143
6032,8180,3101,-142
6039,8085,3085,-139
6032,8032,3066,-142
6050,8014,3028,-151
6101,8032,2994,-160
6102,8013,2967,-162
6101,8032,2959,-160
6118,8087,2943,-158
6170,8180,2923,-160
6196,8205,2896,-160
6240,8180,2888,-160
6299,8098,2885,-159
6378,8032,2888,-160
6411,7984,2871,-160
6448,8032,2852,-160
6499,8109,2829,-159
6586,8180,2816,-160
6652,8190,2797,-160
6725,8255,2781,-160
6787,8384,2759,-159
6864,8552,2745,-160
6938,8639,2725,-159
7072,8701,2709,-160
7221,8776,2688,-159
7349,8924,2674,-160
7406,9065,2653,-159
7488,9222,2638,-160
7611,9381,2616,-159
7765,9593,2602,-160
7885,9787,2593,-159
8042,9965,2602,-160
8226,10101,2607,-159
8389,10263,2602,-160
8439,10416,2579,-159
8458,10560,2567,-160
8505,10636,2564,-159
8597,10709,2567,-160
8645,10796,2549,-159
8666,10932,2531,-160
8663,11013,2521,-159
8666,11006,2531,-160
8648,10893,2536,-159
8666,10783,2531,-160
8704,10694,2510,-159
8736,10635,2495,-160
8684,10509,2487,-159
8597,10337,2495,-160
8491,10130,2500,-159
8389,9965,2495,-160
8227,9792,2465,-159
8042,9593,2424,-160
7849,9325,2380,-159
7696,9073,2353,-160
7526,8854,2332,-159
7349,8701,2317,-160
7151,8542,2295,-159
7002,8404,2281,-160
6883,8268,2275,-159
6794,8180,2281,-160
6680,8073,2282,-159
6586,7957,2281,-160
6518,7813,2276,-159
6517,7734,2281,-160
6519,7707,2284,-159
6517,7734,2281,-160
6474,7712,2262,-160
6448,7660,2246,-160
6429,7587,2237,-159
6448,7585,2246,-160
6448,7614,2249,-160
6448,7660,2246,-160
6429,7655,2226,-159
6448,7660,2210,-160
6476,7676,2201,-160
6517,7734,2210,-160
6519,7751,2216,-158
6517,7734,2210,-160
6504,7695,2186,-167
6517,7734,2175,-177
6516,7811,2174,-181
6517,7883,2175,-177
6502,7880,2156,-172
6517,7883,2139,-177
6542,7907,2132,-188
6586,7957,2139,-195
6595,7959,2138,-194
6586,7957,2139,-195
6561,7947,2138,-204
6586,7957,2139,-213
6644,7963,2122,-213
6725,8032,2103,-213
6767,8122,2093,-220
6794,8180,2103,-230
6792,8118,2109,-233
6794,8032,2103,-230
6782,7990,2081,-234
6794,8032,2068,-248
6798,8047,2062,-262
6794,8032,2068,-266
6751,7997,2067,-263
6725,8032,2068,-266
6713,8097,2064,-276
6725,8180,2068,-284
6717,8221,2066,-283
6725,8255,2068,-284
6728,8238,2064,-292
6725,8180,2068,-301
6661,8077,2064,-302
6586,8032,2068,-301
6523,8025,2074,-308
6517,8032,2103,-319
6514,8001,2136,-322
6517,8032,2175,-319
6504,8113,2202,-317
6517,8180,2246,-319
6520,8120,2304,-320
6517,8032,2388,-319
6475,7991,2472,-318
6448,8032,2567,-319
6432,8041,2662,-319
6448,8032,2781,-319
6446,8012,2909,-319
6448,8032,3066,-319
6438,8032,3234,-318
6448,8032,3422,-319
6443,8016,3599,-321
6448,8032,3779,-319
6439,8030,3949,-310
6448,8032,4135,-301
6442,8015,4325,-299
6448,8032,4527,-301
6440,8035,4701,-303
6448,8032,4848,-301
6443,8001,4964,-295
6448,8032,5098,-284
6438,8100,5239,-271
6448,8180,5383,-266
6445,8187,5502,-267
6448,8180,5632,-266
6435,8169,5762,-257
6448,8180,5882,-248
6451,8165,5956,-246
6448,8180,6025,-248
6421,8209,6093,-243
6448,8255,6167,-230
6511,8269,6206,-218
6586,8329,6238,-213
6596,8428,6269,-213
6586,8552,6310,-213
6573,8621,6319,-207
6586,8701,6310,-195
6580,8800,6273,-182
6586,8924,6238,-177
6585,8978,6194,-178
6586,8998,6167,-177
6560,9008,6135,-169
6586,9073,6096,-160
6685,9143,6022,-157
6864,9222,5953,-160
7022,9243,5891,-155
7141,9222,5846,-142
7189,9138,5779,-128
7210,9073,5704,-124
7202,9020,5611,-127
7210,8998,5525,-124
7211,8951,5430,-113
7210,8924,5347,-106
7171,8907,5257,-107
7141,8924,5169,-106
7123,8900,5058,-97
7141,8850,4955,-89
7141,8758,4857,-88
7141,8701,4777,-89
7145,8672,4675,-81
7210,8701,4563,-71
7290,8709,4441,-68
7349,8701,4349,-71
7309,8665,4262,-67
7210,8701,4171,-53
7086,8792,4054,-40
7002,8924,3957,-35
6910,8987,3878,-37
6794,8998,3814,-35
6634,8953,3724,-27
6517,8924,3636,-18
6453,8878,3555,-10
6448,8850,3494,0
6438,8821,3419,11
6448,8850,3351,18
6451,8884,3287,17
6448,8924,3244,18
6404,8940,3190,25
6378,8998,3137,35
6366,9050,3076,44
6378,9073,3030,53
6362,9035,2986,64
6378,9073,2959,71
6384,9177,2934,71
6378,9296,2923,71
6297,9301,2904,78
6240,9296,2888,89
6221,9311,2863,97
6240,9370,2852,106
6216,9390,2844,123
6170,9445,2852,142
6044,9486,2852,154
5754,9445,2852,160
5229,9200,2844,166
4645,8850,2852,177
4257,8433,2866,188
4368,8032,2888,195
5166,7757,2891,200
6725,7957,2888,213
8752,8771,2878,231
10816,10040,2888,248
12594,11320,2903,258
14005,12419,2923,266
14746,13316,2925,280
14351,14055,2923,301
12668,14406,2917,321
10330,14204,2923,337
8190,13481,2924,351
6725,12642,2923,372
5883,11983,2916,399
5546,11601,2923,426
5566,11316,2928,444
5754,11081,2923,461
5855,10880,2899,482
5824,10783,2888,514
5716,10703,2887,545
5616,10635,2888,567
5522,10559,2866,582
5477,10560,2852,603
5468,10590,2848,630
5477,10635,2852,656
5438,10626,2833,672
5408,10635,2816,691
5387,10649,2809,718
5408,10709,2816,745
5401,10739,2803,762
5408,10783,2781,780
5399,10784,2755,805
5408,10783,2745,833
5397,10748,2729,851
5408,10783,2709,869
5431,10851,2683,892
5477,10932,2674,922
5487,10930,2671,943
5477,10932,2674,957
5454,10947,2658,972
5477,11006,2638,993
5509,11010,2614,1012
5546,11006,2602,1028
5563,10986,2586,1037
5616,11006,2567,1046
5684,10999,2540,1054
5754,11006,2531,1064
5779,10990,2530,1072
5824,11006,2531,1081
5908,11015,2513,1089
6032,11081,2495,1099
6095,11145,2476,1108
6101,11230,2460,1117
6090,11280,2435,1119
6170,11378,2424,1117
6308,11482,2421,1113
6448,11601,2424,1117
6519,11659,2408,1120
6586,11750,2388,1117
6673,11889,2367,1105
6794,12122,2353,1099
6896,12325,2330,1099
7002,12494,2317,1099
7085,12615,2313,1090
7141,12791,2317,1081
7155,12959,2303,1079
7210,13089,2281,1081
7295,13116,2256,1075
7349,13163,2246,1064
7291,13251,2241,1052
7210,13386,2246,1046
7178,13444,2245,1037
7210,13461,2246,1028
7217,13445,2241,1018
7210,13461,2246,1011
7197,13417,2248,1001
7210,13312,2246,993
7209,13119,2225,983
7210,12940,2210,975
7166,12771,2203,965
7072,12642,2210,957
6934,12470,2210,948
6864,12271,2210,940
6842,12005,2207,929
6794,11750,2210,922
6647,11496,2208,914
6517,11304,2210,904
6460,11111,2208,891
6448,10932,2210,886
6357,10723,2207,887
6240,10560,2210,886
6162,10402,2210,876
6170,10263,2210,869
6176,10090,2203,868
6170,9965,2210,869
6152,9849,2226,860
6170,9742,2246,851
6176,9573,2248,849
6170,9445,2246,851
6128,9371,2241,844
6101,9370,2246,833
6083,9314,2245,828
6101,9222,2246,833
6103,9107,2242,837
6101,9073,2246,833
6083,9065,2245,822
6101,9073,2246,816
6129,9028,2243,813
6170,8998,2246,816
6192,8974,2245,816
6240,8998,2246,816
6300,9017,2242,814
6378,9073,2246,816
6418,9133,2246,815
6448,9222,2246,816
6468,9266,2239,814
6517,9296,2246,816
6555,9287,2261,815
6586,9296,2281,816
6585,9286,2284,814
6586,9296,2281,816
6577,9287,2277,817
6586,9296,2281,816
6583,9286,2281,807
6586,9296,2281,798
6578,9288,2278,793
6586,9296,2281,798
6564,9286,2279,801
6517,9296,2281,798
6453,9270,2279,787
6448,9222,2281,780
6464,9126,2279,778
6448,9073,2281,780
6340,9051,2280,774
6240,9073,2281,762
6202,9066,2277,749
6240,9073,2281,745
6251,9066,2281,745
6240,9073,2281,745
6219,9056,2274,736
6240,9073,2281,727
6249,9080,2295,718
6240,9073,2317,709
6193,9013,2328,698
