aVF,V,PLETH
2195,5840,7865
2373,5870,7992
2538,5886,8098
2712,5935,8200
2913,5979,8260
3148,6001,8304
3389,5984,8311
3632,6001,8304
3876,6058,8254
4117,6133,8200
4316,6148,8137
4456,6133,8096
4539,6115,8043
4601,6133,7992
4645,6137,7914
4649,6133,7837
4583,6119,7746
4456,6133,7681
4293,6123,7605
4117,6067,7525
3916,5955,7412
3681,5870,7318
3402,5823,7231
3100,5804,7162
2794,5742,7059
2518,5672,6954
2270,5614,6839
2034,5606,6747
1786,5584,6639
1550,5540,6539
1349,5462,6426
1211,5408,6332
1106,5365,6223
1017,5342,6124
916,5301,6011
823,5276,5916
751,5260,5809
726,5276,5709
723,5278,5592
726,5276,5501
719,5260,5413
726,5276,5345
746,5303,5274
775,5342,5242
794,5346,5216
823,5342,5190
853,5327,5127
872,5342,5086
878,5363,5071
920,5408,5086
1010,5457,5066
1114,5540,5034
1189,5632,5008
1259,5738,5034
1350,5814,5064
1453,5870,5086
1537,5880,5076
1598,5870,5086
1626,5814,5107
1598,5738,5138
1518,5632,5138
1453,5540,5138
1441,5458,5132
1453,5408,5138
1424,5367,5130
1356,5342,5138
1264,5310,5141
1162,5276,5138
1037,5233,5103
920,5210,5086
848,5199,5082
823,5210,5086
818,5209,5055
823,5210,5034
830,5199,5027
823,5210,5034
796,5210,5009
775,5210,4982
775,5202,4953
823,5210,4930
987,5109,4876
1356,4748,4826
1908,4018,4787
2567,3034,4775
3327,1964,4746
4165,1055,4723
4728,560,4690
4456,725,4671
3169,1467,4637
1453,2440,4619
163,3280,4591
-291,3957,4567
-129,4534,4524
242,5012,4515
578,5285,4528
823,5408,4567
963,5473,4584
1017,5540,4619
1016,5552,4672
1017,5540,4775
1032,5525,4887
1065,5540,5034
1101,5537,5197
1162,5540,5397
1250,5537,5595
1356,5540,5813
1434,5528,6033
1501,5540,6280
1576,5570,6514
1695,5606,6747
1820,5624,6953
1937,5672,7162
2045,5740,7348
2179,5804,7525
2341,5807,7662
2518,5804,7785
2697,5818,7871
2906,5870,7940
3144,5902,7970
3390,5935,7992
3611,5964,7993
3826,6001,7992
4047,6004,7965
4262,6001,7940
4432,6010,7892
4553,6067,7837
4625,6115,7752
4649,6133,7681
4617,6098,7603
4553,6067,7525
4469,6034,7414
4359,6001,7318
4191,5931,7229
3971,5870,7162
3727,5823,7062
3487,5804,6954
3234,5750,6837
2954,5672,6747
2653,5583,6643
2373,5540,6539
2122,5507,6419
1889,5474,6332
1653,5421,6249
1453,5408,6176
1307,5413,6070
1211,5408,5968
1114,5340,5857
1017,5276,5761
927,5249,5648
872,5276,5553
836,5283,5462
823,5276,5397
816,5259,5318
823,5276,5242
824,5282,5152
823,5276,5086
817,5254,5021
823,5276,4982
827,5313,4945
823,5342,4930
809,5329,4903
823,5342,4878
880,5392,4840
969,5474,4826
1063,5532,4819
1162,5606,4826
1263,5698,4817
1356,5804,4826
1430,5855,4844
1501,5870,4878
1567,5846,4884
1598,5804,4878
1567,5708,4863
1501,5606,4878
1453,5516,4900
1453,5474,4930
1466,5438,4933
1453,5408,4930
1391,5369,4918
1308,5342,4930
1211,5309,4935
1114,5276,4930
1011,5232,4896
920,5210,4878
855,5200,4872
823,5210,4878
815,5206,4856
823,5210,4826
830,5205,4789
823,5210,4775
793,5200,4764
775,5210,4775
817,5207,4777
969,5144,4775
1250,4870,4743
1695,4287,4723
2334,3351,4713
3148,2242,4723
3952,1250,4703
4407,725,4671
4174,798,4628
3196,1385,4619
1809,2200,4616
581,3034,4619
-71,3769,4591
-97,4419,4567
239,4933,4547
630,5276,4567
894,5421,4588
1017,5474,4619
1051,5500,4647
1065,5540,4723
1085,5545,4817
1114,5540,4930
1135,5528,5035
1162,5540,5190
1198,5537,5369
1259,5540,5553
1324,5535,5695
1405,5540,5864
1487,5533,6078
1598,5540,6332
1716,5560,6546
1840,5606,6747
1942,5640,6942
2034,5672,7162
2134,5693,7353
2276,5738,7525
2457,5774,7660
2664,5804,7785
2874,5798,7870
3100,5804,7940
3336,5821,7974
3584,5870,7992
3827,5903,7969
4068,5935,7940
4285,5956,7904
4456,6001,7888
4569,6038,7848
4649,6067,7785
4700,6064,7690
4698,6067,7629
4623,6065,7580
4504,6067,7525
4368,6038,7418
4214,6001,7318
4014,5938,7231
3778,5870,7162
3517,5787,7055
3245,5738,6954
2954,5702,6864
2664,5672,6799
2386,5602,6698
2131,5540,6591
1881,5492,6476
1647,5474,6383
1432,5439,6275
1259,5408,6176
1119,5368,6066
1017,5342,5968
932,5300,5854
872,5276,5761
816,5261,5672
775,5276,5605
739,5275,5520
726,5276,5449
723,5265,5383
726,5276,5345
721,5276,5293
726,5276,5242
743,5260,5176
775,5276,5138
801,5303,5104
823,5342,5086
841,5362,5052
872,5408,5034
925,5468,5021
1017,5540,5034
1137,5591,5033
1259,5672,5034
1349,5772,5022
1405,5870,5034
1447,5894,5052
1501,5870,5086
1549,5807,5092
1550,5738,5086
1487,5635,5068
1405,5540,5086
1355,5457,5114
1356,5408,5138
1369,5363,5115
1356,5342,5086
1282,5336,5066
1162,5342,5086
1024,5318,5095
920,5276,5086
861,5226,5049
823,5210,5034
789,5205,5031
775,5210,5034
780,5200,5006
775,5210,4982
743,5212,4968
726,5210,4982
740,5193,4985
775,5210,4982
864,5176,4955
1114,4946,4930
1565,4350,4895
2179,3429,4878
2931,2345,4855
3778,1385,4826
4414,799,4768
4359,791,4723
3431,1302,4686
2034,2110,4671
764,2936,4639
-48,3693,4619
-362,4346,4590
-194,4880,4567
311,5223,4525
823,5408,4515
1046,5486,4525
1017,5540,4567
966,5568,4601
1017,5606,4671
1089,5636,4760
1114,5672,4878
1113,5674,4987
1162,5672,5138
1253,5662,5325
1356,5672,5553
1428,5673,5759
1501,5672,5968
1584,5661,6183
1695,5672,6435
1806,5695,6675
1937,5738,6902
2080,5768,7088
2228,5804,7266
2364,5829,7421
2518,5870,7577
2701,5898,7695
2906,5935,7785
3112,5962,7834
3342,6001,7888
3590,6029,7924
3826,6067,7940
4024,6096,7911
4214,6133,7888
4404,6141,7864
4553,6133,7837
4609,6111,7762
4601,6133,7681
4578,6171,7596
4553,6199,7525
4485,6169,7424
4359,6133,7318
4182,6098,7203
3971,6067,7110
3722,5998,7003
3439,5935,6902
3126,5889,6790
2809,5870,6695
2504,5813,6587
2228,5738,6487
1962,5652,6373
1695,5606,6280
1430,5566,6188
1211,5540,6124
1045,5499,6048
920,5474,5968
794,5438,5858
678,5408,5761
584,5362,5668
533,5342,5605
499,5331,5527
484,5342,5449
476,5337,5357
484,5342,5294
486,5337,5237
484,5342,5190
474,5332,5111
484,5342,5034
519,5363,4962
581,5408,4930
638,5420,4902
678,5408,4878
712,5381,4825
775,5408,4775
869,5466,4728
969,5540,4723
1047,5593,4723
1114,5672,4723
1184,5754,4692
1259,5804,4671
1320,5757,4659
1356,5672,4671
1354,5588,4669
1308,5540,4671
1228,5494,4664
1162,5474,4671
1143,5451,4667
1162,5408,4671
1162,5327,4665
1114,5276,4671
1004,5270,4667
872,5276,4671
753,5238,4665
678,5210,4671
644,5208,4667
630,5210,4671
621,5149,4665
630,5078,4671
653,5045,4668
678,5078,4671
691,5112,4663
726,5144,4671
835,5141,4671
1065,5078,4671
1438,4838,4643
1986,4353,4619
2719,3575,4588
3584,2638,4567
4382,1777,4534
4795,1319,4515
4501,1393,4488
3439,1913,4463
1936,2591,4423
581,3232,4411
-182,3755,4409
-291,4221,4411
-4,4623,4378
387,4946,4359
698,5146,4363
872,5276,4411
919,5354,4454
920,5408,4515
944,5411,4592
1017,5408,4723
1084,5400,4854
1114,5408,4982
1118,5399,5090
1162,5408,5242
1250,5432,5430
1356,5474,5657
1427,5485,5862
1501,5474,6072
1599,5456,6286
1744,5474,6539
1893,5503,6781
2034,5540,7006
2157,5562,7189
2276,5606,7369
2401,5644,7529
2567,5672,7681
2773,5663,7791
3003,5672,7888
3222,5697,7950
3439,5738,7992
3669,5739,7993
3923,5738,7992
4163,5750,7973
4359,5804,7940
4498,5844,7862
4601,5870,7785
4672,5864,7718
4698,5870,7681
4654,5868,7615
4553,5870,7525
4413,5840,7407
4262,5804,7318
4099,5757,7235
3923,5738,7162
3707,5710,7056
3439,5672,6954
3123,5599,6844
2809,5540,6747
2525,5494,6632
2276,5474,6539
2030,5436,6452
1792,5408,6383
1574,5388,6283
1405,5408,6176
1268,5416,6057
1162,5408,5968
1074,5364,5881
1017,5342,5813
967,5334,5730
920,5342,5657
861,5312,5570
823,5276,5501
811,5248,5435
823,5276,5397
825,5313,5346
823,5342,5294
831,5333,5225
872,5342,5190
911,5364,5163
920,5408,5138
902,5431,5079
920,5474,5034
1000,5547,4999
1114,5672,4982
1202,5783,4947
1259,5870,4930
1306,5923,4924
1356,6001,4930
1393,6081,4903
1405,6133,4878
1376,6094,4863
1308,6001,4878
1220,5885,4879
1162,5804,4878
1151,5732,4869
1162,5672,4878
1151,5602,4877
1114,5540,4878
1035,5472,4869
920,5408,4878
779,5353,4881
678,5342,4878
640,5345,4848
630,5342,4826
603,5301,4814
581,5276,4826
596,5266,4826
630,5276,4826
626,5264,4818
581,5276,4826
528,5312,4826
533,5342,4826
683,5195,4801
1065,4748,4775
1674,3928,4738
2470,2836,4723
3445,1625,4698
4504,594,4671
5199,55,4628
4940,264,4619
3604,1113,4619
1840,2242,4619
514,3248,4584
0,4023,4567
79,4609,4562
387,5078,4567
698,5381,4534
920,5540,4515
1012,5605,4520
1017,5672,4567
1003,5717,4607
1017,5738,4671
1039,5721,4753
1065,5738,4878
1099,5772,5013
1162,5804,5190
1234,5794,5386
1308,5804,5605
1368,5838,5804
1453,5870,6020
1546,5860,6244
1647,5870,6487
1731,5924,6699
1840,6001,6902
1982,6035,7085
2131,6067,7266
2251,6103,7405
2373,6133,7525
2537,6117,7623
2761,6133,7733
3003,6194,7820
3245,6265,7888
3483,6268,7916
3729,6265,7940
3963,6288,7945
4165,6331,7940
4324,6328,7891
4456,6331,7837
4552,6357,7775
4601,6397,7733
4593,6375,7663
4553,6331,7577
4481,6288,7462
4359,6265,7369
4163,6205,7283
3923,6133,7214
3676,6057,7114
3439,6001,7006
3185,5931,6885
2906,5870,6799
2609,5800,6715
2325,5738,6643
2050,5658,6551
1792,5606,6487
1551,5567,6428
1356,5540,6383
1198,5473,6304
1065,5408,6228
933,5353,6141
823,5342,6072
749,5333,5985
726,5342,5916
722,5338,5849
726,5342,5813
723,5332,5773
726,5342,5761
724,5342,5750
726,5342,5761
737,5324,5754
775,5342,5761
812,5375,5769
823,5408,5813
807,5398,5857
823,5408,5916
902,5471,5960
1017,5606,6020
1107,5724,6068
1162,5804,6124
1207,5851,6164
1259,5935,6228
1300,6005,6283
1308,6001,6332
1273,5897,6333
1211,5804,6332
1147,5758,6324
1114,5738,6332
1110,5670,6307
1114,5606,6280
1083,5569,6239
1017,5540,6228
919,5468,6215
823,5408,6228
737,5395,6239
678,5408,6280
646,5376,6318
630,5342,6383
621,5331,6446
630,5342,6539
641,5310,6630
630,5276,6747
606,5258,6849
630,5276,6954
705,5285,7028
823,5276,7110
1061,5104,7193
1550,4616,7318
2249,3736,7443
3003,2638,7577
3801,1517,7693
4698,594,7837
5314,102,8001
4940,330,8200
3384,1221,8385
1453,2374,8563
179,3329,8733
-145,4023,8926
47,4582,9090
339,5078,9186
606,5399,9184
823,5540,9134
921,5570,9025
920,5606,8823
905,5638,8489
920,5672,8096
938,5674,7700
969,5672,7318
1026,5655,6881
1114,5672,6383
1189,5702,5838
1259,5738,5294
1321,5740,4742
1405,5738,4204
1490,5751,3684
1598,5804,3218
1710,5850,2775
1840,5870,2335
1979,5852,1863
2131,5870,1401
2289,5923,986
2470,6001,675
2674,6040,450
2906,6067,311
3146,6089,216
3390,6133,156
3630,6163,97
3875,6199,52
4107,6227,13
4310,6265,0
4472,6271,-6
4601,6265,0
4682,6249,-2
4698,6265,0
4642,6276,-3
4553,6265,0
4445,6201,-1
4310,6133,0
4130,6062,-1
3923,6001,0
3697,5922,0
3439,5870,0
3131,5831,0
2809,5804,0
2505,5738,0
2228,5672,0
1951,5601,0
1695,5540,0
1476,5457,0
1308,5408,0
1156,5392,0
1017,5408,0
882,5384,0
775,5342,0
700,5291,0
678,5276,0
677,5266,0
678,5276,0
666,5273,0
678,5276,0
706,5266,0
726,5276,0
718,5278,0
726,5276,0
767,5256,0
823,5276,0
865,5328,0
920,5408,0
1009,5466,0
1114,5540,0
1194,5627,0
1259,5738,0
1331,5815,-1
1405,5870,0
1446,5883,-1
1453,5870,0
1437,5787,-2
1405,5672,0
1353,5565,-1
1308,5540,0
1291,5550,-4
1308,5540,0
1308,5470,0
1259,5408,0
1147,5392,-7
1017,5408,0
901,5388,2
823,5342,0
771,5290,-6
726,5276,52
689,5269,205
678,5276,467
683,5271,783
678,5276,1142
661,5267,1514
678,5276,1920
732,5285,2341
823,5276,2802
1038,5094,3267
1501,4616,3737
2149,3794,4174
2809,2770,4619
3471,1694,5056
4214,791,5501
4712,332,5917
4310,594,6332
2826,1477,6708
1017,2572,7058
-145,3470,7373
-387,4155,7733
-124,4732,8145
242,5210,8615
573,5463,9085
823,5540,9601
924,5558,10167
920,5606,10795
920,5619,11379
969,5606,11885
1006,5586,12261
1017,5606,12559
1037,5613,12765
1114,5606,12922
1215,5586,13007
1308,5606,13078
1369,5643,13122
1453,5672,13182
1565,5666,13208
1695,5672,13234
1792,5698,13225
1889,5738,13234
2014,5740,13223
2179,5738,13234
2361,5750,13223
2567,5804,13234
2785,5842,13222
3003,5870,13234
3207,5886,13221
3439,5935,13234
3705,5977,13223
3971,6001,13234
4185,5989,13221
4359,6001,13234
4515,6032,13225
4649,6067,13234
4728,6044,13219
4746,6001,13234
4716,5973,13228
4649,6001,13234
4543,6020,13214
4407,6001,13234
4235,5928,13236
4020,5870,13234
3760,5827,13197
3487,5804,13234
3206,5744,13286
2906,5672,13234
2581,5590,12832
2276,5540,12092
2016,5494,11169
1792,5474,10380
1565,5461,9821
1356,5474,9497
1184,5458,9257
1065,5408,9082
963,5321,8923
872,5276,8823
785,5264,8725
726,5276,8667
688,5264,8603
678,5276,8563
675,5304,8497
678,5342,8459
672,5338,8419
678,5342,8407
694,5364,8356
726,5408,8304
753,5412,8232
775,5408,8200
804,5416,8149
872,5474,8096
967,5536,8005
1065,5606,7940
1155,5664,7880
1259,5738,7837
1369,5803,7755
1453,5870,7681
1500,5892,7610
1550,5870,7577
1601,5778,7527
1598,5672,7473
1508,5577,7387
1405,5540,7318
1370,5514,7248
1405,5474,7214
1415,5400,7180
1356,5342,7162
1238,5305,7112
1114,5276,7058
988,5231,6989
872,5210,6954
779,5208,6922
726,5210,6902
714,5173,6849
726,5144,6799
735,5132,6736
726,5144,6695
713,5134,6638
726,5144,6591
759,5179,6530
823,5210,6487
1018,5063,6430
1453,4616,6383
2053,3830,6323
2664,2836,6280
3292,1768,6223
4020,857,6176
4537,377,6113
4214,594,6072
2832,1406,6033
1065,2440,6020
-141,3320,5991
-436,4023,5968
-163,4612,5944
242,5078,5968
582,5317,5997
823,5408,6020
953,5464,6005
1017,5540,6020
1064,5557,6061
1114,5540,6124
1140,5521,6148
1162,5540,6176
1199,5541,6212
1259,5540,6280
1309,5533,6328
1356,5540,6383
1406,5533,6429
1501,5540,6487
1617,5562,6526
1744,5606,6591
1855,5637,6663
1986,5672,6747
2133,5699,6794
2276,5738,6850
2405,5764,6915
2567,5804,7006
2776,5834,7066
3003,5870,7110
3213,5891,7127
3439,5935,7162
3688,5974,7185
3923,6001,7214
4103,5992,7213
4262,6001,7214
4423,6028,7202
4553,6067,7214
4602,6069,7214
4601,6067,7214
4589,6064,7182
4553,6067,7162
4441,6036,7131
4262,6001,7110
4048,5963,7070
3826,5935,7058
3587,5874,7052
3342,5804,7058
3084,5726,7028
2809,5672,7006
2510,5605,6990
2228,5540,7006
1987,5461,7004
1792,5408,7006
1613,5362,6994
1453,5342,7006
1301,5308,7017
1162,5276,7058
1025,5229,7087
920,5210,7110
851,5199,7098
823,5210,7110
797,5205,7129
775,5210,7162
758,5204,7159
775,5210,7162
802,5202,7155
823,5210,7162
821,5208,7147
823,5210,7162
839,5197,7183
872,5210,7214
909,5233,7206
969,5276,7214
1056,5317,7230
1162,5408,7266
1263,5533,7264
1356,5672,7266
1437,5758,7273
1501,5804,7318
1537,5792,7343
1550,5738,7369
1539,5630,7382
1501,5540,7421
1445,5486,7448
1405,5474,7473
1396,5444,7468
1405,5408,7473
1379,5367,7469
1308,5342,7473
1192,5307,7447
1065,5276,7421
935,5259,7384
823,5276,7369
751,5285,7342
726,5276,7318
726,5234,7266
726,5210,7214
708,5198,7137
678,5210,7058
659,5203,6952
678,5210,6850
712,5238,6737
775,5276,6643
983,5126,6537
1453,4616,6435
2078,3730,6305
2664,2704,6176
3221,1720,6036
3875,923,5916
4326,497,5785
3923,725,5657
2470,1570,5512
726,2638,5397
-329,3503,5302
-436,4155,5242
-62,4722,5165
339,5210,5086
643,5468,4993
872,5540,4930
993,5556,4872
1017,5606,4826
1005,5619,4762
1017,5606,4723
1052,5588,4702
1114,5606,4723
1186,5608,4742
1259,5606,4775
1307,5596,4794
1356,5606,4826
1411,5606,4859
1501,5606,4930
1610,5597,5008
1744,5606,5086
1867,5625,5130
1986,5672,5190
2112,5707,5260
2276,5738,5345
2466,5756,5397
2664,5804,5449
2850,5845,5496
3051,5870,5553
3281,5854,5578
3536,5870,5605
3783,5922,5639
4020,6001,5709
4245,6041,5767
4456,6067,5813
4627,6090,5829
4746,6133,5864
4802,6144,5906
4795,6133,5968
4723,6112,6016
4601,6133,6072
4442,6150,6117
4262,6133,6176
4058,6058,6221
3826,6001,6280
3552,5965,6328
3245,5935,6383
2922,5863,6410
2615,5804,6435
2320,5764,6450
2034,5738,6487
1750,5669,6514
1501,5606,6539
1304,5562,6535
1162,5540,6539
1037,5476,6534
920,5408,6539
807,5354,6529
726,5342,6539
666,5313,6541
630,5276,6539
608,5227,6504
630,5210,6487
677,5201,6479
726,5210,6487
749,5205,6462
775,5210,6435
817,5204,6401
872,5210,6383
902,5204,6349
920,5210,6332
950,5222,6320
1017,5276,6332
1109,5338,6312
1211,5408,6280
1309,5462,6235
1405,5540,6228
1485,5616,6226
1550,5672,6228
1602,5656,6195
1647,5606,6176
1654,5534,6164
1598,5474,6176
1505,5400,6156
1453,5342,6124
1469,5296,6079
1501,5276,6072
1463,5247,6071
1356,5210,6072
1223,5165,6040
1114,5144,6020
1016,5136,6007
920,5144,6020
847,5141,6017
823,5144,6020
829,5137,6013
823,5144,6020
793,5138,6014
775,5144,6020
774,5157,6017
775,5210,6020
792,5250,5994
920,5210,5968
1223,4940,5932
1695,4353,5916
2293,3399,5889
3003,2242,5864
3720,1180,5813
4165,594,5761
3980,628,5695
3051,1187,5657
1665,1983,5622
387,2836,5605
-329,3635,5571
-387,4353,5553
-39,4905,5538
387,5276,5553
680,5459,5567
823,5540,5605
878,5566,5645
920,5606,5709
966,5639,5758
1017,5672,5813
1046,5671,5853
1065,5672,5916
1091,5664,5967
1162,5672,6020
1258,5667,6056
1356,5672,6124
1423,5688,6199
1501,5738,6280
1605,5783,6324
1744,5804,6383
1870,5790,6452
1986,5804,6539
2111,5836,6592
2276,5870,6643
2467,5861,6685
2664,5870,6747
2849,5897,6793
3051,5935,6850
3293,5931,6899
3584,5935,6954
3873,5959,6979
4117,6001,7006
4313,6002,7023
4504,6001,7058
4681,6018,7078
4795,6067,7110
4817,6081,7131
4795,6067,7162
4763,6027,7163
4698,6001,7162
4556,5965,7146
4359,5935,7162
4144,5894,7181
3923,5870,7214
3668,5835,7215
3390,5804,7214
3101,5741,7199
2809,5672,7214
2509,5591,7231
2228,5540,7266
1974,5498,7269
1744,5474,7266
1513,5435,7246
1308,5408,7266
1139,5371,7290
1017,5342,7318
909,5297,7307
823,5276,7318
758,5264,7336
726,5276,7369
699,5272,7365
678,5276,7369
662,5270,7381
678,5276,7421
705,5269,7428
726,5276,7421
722,5274,7400
726,5276,7421
759,5261,7444
823,5276,7473
893,5322,7468
969,5408,7473
1056,5476,7467
1162,5540,7473
1265,5612,7461
1356,5738,7473
1433,5844,7490
1501,5870,7525
1546,5779,7526
1550,5672,7525
1508,5592,7511
1453,5540,7525
1413,5444,7524
1405,5342,7525
1408,5275,7508
1405,5276,7525
1357,5287,7545
1259,5276,7577
1125,5236,7574
1017,5210,7577
957,5199,7568
920,5210,7577
873,5208,7568
823,5210,7577
791,5202,7572
775,5210,7577
751,5207,7562
726,5210,7577
710,5200,7596
726,5210,7629
823,5192,7625
1065,5078,7629
1450,4696,7637
1937,3957,7681
2532,2891,7706
3245,1781,7733
3873,949,7743
4020,659,7785
3419,916,7814
2228,1583,7837
881,2408,7823
-194,3232,7837
-727,3945,7856
-630,4551,7888
-107,5015,7884
436,5342,7888
697,5513,7885
726,5606,7888
725,5663,7855
775,5738,7837
798,5786,7826
775,5804,7837
764,5770,7809
823,5738,7785
917,5716,7764
1017,5738,7785
1105,5770,7789
1211,5804,7785
1312,5808,7748
1405,5804,7733
1470,5792,7720
1550,5804,7733
1657,5827,7728
1792,5870,7733
1930,5883,7722
2083,5870,7733
2259,5840,7730
2470,5870,7733
2701,5936,7705
2954,6001,7681
3209,6003,7643
3439,6001,7629
3633,6020,7603
3826,6067,7577
4028,6077,7520
4214,6067,7473
4352,6052,7417
4456,6067,7369
4531,6071,7290
4553,6067,7214
4487,6035,7127
4359,6001,7058
4213,5938,6973
4068,5870,6902
3898,5789,6819
3681,5738,6747
3395,5697,6658
3051,5672,6591
2688,5613,6513
2373,5540,6435
2117,5454,6338
1889,5408,6280
1656,5372,6245
1453,5342,6228
1294,5293,6173
1162,5276,6124
1013,5273,6082
872,5276,6072
769,5238,6043
726,5210,6020
701,5196,5988
678,5210,5968
647,5206,5917
630,5210,5864
620,5208,5815
630,5210,5813
647,5194,5813
678,5210,5813
704,5242,5778
726,5276,5761
741,5267,5751
775,5276,5761
834,5321,5737
920,5408,5709
1015,5474,5684
1114,5540,5709
1212,5603,5738
1308,5672,5761
1390,5691,5750
1453,5672,5761
1478,5609,5781
1453,5540,5813
1383,5459,5809
1308,5408,5813
1262,5369,5825
1259,5342,5864
1267,5301,5872
1259,5276,5864
1204,5251,5844
1114,5210,5864
1005,5132,5890
920,5078,5916
864,5063,5910
823,5078,5916
788,5055,5931
775,5012,5968
793,4962,5975
823,4946,5968
844,4934,5950
872,4946,5968
921,4969,5992
1017,5012,6020
1216,4988,6017
1598,4814,6020
2152,4379,6015
2809,3693,6020
3553,2834,6009
4359,2044,6020
4932,1582,6038
4795,1649,6072
3757,2152,6074
2228,2836,6072
835,3427,6060
-48,3891,6072
-385,4270,6072
-242,4616,6072
208,4883,6043
678,5078,6020
923,5198,5998
969,5276,6020
972,5306,6047
1017,5342,6072
1052,5376,6062
1065,5408,6072
1090,5402,6092
1162,5408,6124
1253,5432,6120
1356,5474,6124
1450,5479,6135
1550,5474,6176
1625,5483,6198
1695,5540,6228
1755,5606,6247
1840,5672,6280
1949,5708,6295
2083,5738,6332
2222,5739,6375
2373,5738,6435
2533,5724,6464
2712,5738,6487
2910,5763,6500
3148,5804,6539
3414,5811,6566
3681,5804,6591
3913,5784,6585
4117,5804,6591
4297,5835,6600
4456,5870,6643
4572,5869,6672
4649,5870,6695
4690,5866,6686
4698,5870,6695
4653,5840,6710
4553,5804,6747
4400,5759,6751
4214,5738,6747
3989,5706,6728
3729,5672,6747
3438,5606,6770
3148,5540,6799
2873,5462,6795
2615,5408,6799
2349,5362,6793
2083,5342,6799
1836,5308,6786
1647,5276,6799
1494,5229,6817
1356,5210,6850
1215,5200,6851
1114,5210,6850
1053,5205,6839
1017,5210,6850
964,5205,6846
920,5210,6850
903,5199,6842
920,5210,6850
926,5230,6844
920,5276,6850
908,5309,6843
920,5342,6850
942,5344,6844
969,5342,6850
986,5342,6843
1017,5408,6850
1073,5525,6844
1162,5672,6850
1262,5780,6843
1356,5870,6850
1432,5937,6843
1501,6001,6850
1562,6019,6844
1598,6001,6850
1577,5938,6843
1501,5870,6850
1422,5791,6844
1405,5738,6850
1438,5695,6843
1453,5672,6850
1383,5639,6844
1259,5606,6850
1126,5565,6842
1017,5540,6850
914,5527,6845
823,5540,6850
760,5543,6840
726,5540,6850
702,5505,6850
678,5474,6850
654,5450,6819
630,5474,6799
585,5505,6783
533,5540,6799
521,5557,6798
630,5540,6799
899,5268,6784
1356,4551,6799
2034,3423,6802
2954,2242,6799
3967,1231,6761
4698,462,6747
4692,64,6741
3778,396,6747
2259,1479,6716
775,2836,6695
-136,3878,6681
-339,4551,6695
-96,5072,6676
242,5540,6643
469,5803,6597
581,5870,6591
637,5872,6590
678,5935,6591
703,5988,6560
726,6001,6539
747,5980,6509
775,6001,6487
808,6037,6447
872,6067,6435
946,6060,6432
1017,6067,6435
1069,6096,6403
1162,6133,6383
1298,6135,6374
1453,6133,6383
1574,6151,6357
1695,6199,6332
1848,6230,6313
2034,6265,6332
2220,6295,6335
2422,6331,6332
2651,6330,6299
2906,6331,6280
3151,6344,6263
