II,MCL,ABP
836,2920,2766
836,2940,2766
836,2957,2766
831,2924,2759
836,2884,2766
844,2879,2766
836,2920,2766
809,2949,2758
797,2957,2766
809,2950,2769
816,2957,2766
795,2957,2739
777,2957,2722
785,2959,2714
797,2993,2722
782,3025,2717
758,3030,2722
745,2999,2733
739,2993,2766
723,3023,2788
719,3066,2809
732,3082,2822
739,3103,2853
717,3139,2887
700,3176,2941
713,3176,3009
739,3176,3117
742,3192,3240
739,3212,3380
752,3195,3517
777,3176,3687
790,3182,3878
797,3212,4083
812,3212,4259
836,3176,4434
849,3107,4603
855,3030,4785
862,2956,4943
875,2920,5092
878,2897,5221
875,2847,5356
876,2748,5479
894,2665,5619
912,2619,5752
913,2592,5882
899,2544,5988
894,2519,6102
904,2522,6212
913,2519,6321
911,2463,6392
913,2409,6453
920,2395,6495
913,2409,6541
886,2393,6573
875,2373,6629
893,2377,6679
913,2409,6716
906,2417,6710
894,2409,6716
901,2400,6734
913,2409,6760
905,2410,6743
894,2409,6716
900,2404,6687
913,2409,6672
908,2408,6630
894,2409,6585
889,2405,6534
894,2409,6497
888,2408,6434
875,2409,6365
868,2406,6288
875,2409,6234
878,2398,6169
875,2373,6102
870,2349,6010
875,2373,5926
879,2412,5835
875,2409,5751
860,2344,5641
855,2300,5531
864,2311,5412
875,2336,5312
874,2318,5200
875,2300,5092
877,2313,4971
875,2336,4873
860,2315,4778
855,2300,4697
865,2321,4601
875,2336,4521
860,2304,4446
836,2300,4390
824,2336,4321
836,2336,4258
844,2282,4185
836,2300,4126
825,2357,4068
836,2300,4039
848,2193,4015
836,2300,3995
816,2470,3947
836,2300,3907
862,1979,3874
816,2300,3863
700,3273,3839
641,3760,3819
708,3002,3792
816,1825,3775
845,1440,3748
816,1862,3731
820,2229,3708
875,2227,3687
908,2201,3656
894,2336,3644
871,2408,3640
875,2336,3644
884,2281,3622
875,2336,3600
855,2388,3586
855,2373,3600
870,2333,3605
875,2336,3600
853,2361,3572
836,2373,3556
841,2351,3547
855,2336,3556
845,2336,3554
816,2336,3556
795,2309,3550
797,2300,3556
801,2321,3554
797,2336,3556
791,2310,3550
797,2300,3556
803,2333,3556
797,2373,3556
779,2360,3534
777,2336,3512
791,2334,3495
797,2336,3512
783,2307,3535
777,2300,3556
795,2336,3553
816,2373,3556
812,2346,3556
797,2300,3556
793,2284,3531
797,2300,3512
789,2299,3503
777,2300,3512
774,2315,3510
777,2336,3512
775,2322,3509
777,2300,3512
789,2292,3506
797,2300,3512
788,2286,3515
777,2263,3512
771,2249,3485
758,2263,3468
736,2296,3463
719,2336,3468
716,2358,3448
739,2373,3424
757,2367,3410
739,2336,3424
720,2315,3431
777,2373,3424
835,2420,3396
758,2336,3380
661,2241,3374
777,2373,3380
926,2541,3366
739,2373,3336
476,2108,3299
758,2373,3292
1231,2848,3296
739,2409,3292
-660,1047,3263
-1224,402,3248
17,1429,3247
1672,2884,3248
1975,3140,3223
1186,2446,3205
720,2072,3200
913,2263,3205
1018,2302,3182
777,2008,3161
651,1841,3153
816,1935,3161
937,1952,3144
836,1789,3117
673,1628,3086
564,1533,3073
435,1370,3064
253,1132,3073
63,898,3078
-97,694,3073
-228,477,3044
-311,292,3029
-344,175,3028
-330,110,3029
-253,45,3004
-97,0,2985
90,-2,2980
253,73,2985
367,218,2965
466,438,2941
560,685,2928
622,913,2941
634,1099,2945
641,1314,2941
692,1609,2931
777,1971,2941
836,2296,2948
836,2519,2941
795,2632,2912
758,2701,2897
746,2767,2895
758,2847,2897
779,2915,2874
797,2957,2853
807,2963,2844
816,2957,2853
827,2950,2853
836,2957,2853
838,2961,2850
836,2957,2853
833,2947,2849
836,2957,2853
838,2978,2855
836,2993,2853
831,2977,2829
836,2957,2809
841,2947,2800
836,2957,2809
819,2957,2810
816,2957,2809
828,2952,2803
836,2957,2809
824,2954,2810
816,2957,2809
825,2955,2803
836,2957,2809
826,2950,2813
816,2957,2809
822,2960,2784
836,2957,2766
837,2942,2757
836,2957,2766
839,2983,2765
836,2993,2766
814,2965,2761
797,2957,2766
795,2976,2762
797,2993,2766
785,2968,2763
777,2957,2766
786,2985,2760
797,3030,2766
788,3034,2767
777,3030,2766
777,3041,2741
777,3066,2722
753,3065,2709
719,3066,2722
699,3082,2735
700,3103,2766
702,3097,2799
700,3103,2853
691,3135,2908
680,3176,2985
666,3180,3077
661,3176,3205
667,3186,3333
680,3212,3468
689,3217,3600
700,3212,3775
710,3206,3970
719,3212,4170
723,3210,4340
739,3212,4521
766,3204,4715
797,3176,4917
817,3105,5077
836,3030,5224
857,2977,5366
875,2957,5531
877,2919,5684
875,2847,5838
879,2757,5973
894,2701,6102
906,2668,6207
913,2628,6321
920,2560,6430
933,2519,6541
939,2514,6624
933,2519,6716
917,2484,6804
913,2446,6892
923,2432,6939
933,2446,6980
932,2446,7015
933,2446,7068
936,2445,7095
933,2446,7111
918,2423,7105
913,2409,7111
925,2417,7109
933,2446,7111
921,2453,7089
913,2446,7068
923,2437,7034
933,2446,7024
923,2449,7004
913,2446,6980
921,2437,6916
933,2446,6848
925,2451,6772
913,2446,6716
912,2430,6650
913,2446,6585
901,2475,6495
894,2482,6409
903,2441,6312
913,2409,6234
899,2417,6145
875,2446,6058
864,2438,5945
875,2409,5838
880,2393,5724
875,2409,5619
868,2417,5488
875,2409,5356
881,2386,5213
875,2373,5092
859,2362,4971
855,2373,4873
864,2384,4774
875,2373,4697
863,2347,4621
836,2373,4565
818,2410,4499
836,2373,4434
854,2294,4355
836,2336,4302
808,2432,4254
836,2373,4214
874,2222,4158
836,2300,4126
774,2497,4104
836,2373,4083
945,2058,4030
836,2336,3995
490,3269,3983
292,3760,3995
490,3040,3978
836,1898,3951
944,1522,3919
836,1935,3907
786,2296,3884
875,2300,3863
942,2281,3836
913,2409,3819
870,2461,3792
875,2373,3775
885,2314,3764
875,2373,3775
858,2425,3778
855,2409,3775
861,2370,3750
875,2373,3731
883,2396,3719
875,2409,3731
850,2391,3736
836,2373,3731
831,2365,3704
816,2373,3687
789,2369,3678
777,2373,3687
788,2380,3687
797,2373,3687
785,2340,3681
777,2336,3687
787,2362,3686
797,2373,3687
785,2331,3680
777,2300,3687
788,2312,3690
797,2336,3687
783,2317,3661
777,2300,3644
803,2325,3635
836,2373,3644
836,2372,3641
816,2336,3644
802,2303,3641
797,2300,3644
784,2297,3637
777,2300,3644
785,2300,3647
797,2300,3644
790,2291,3615
777,2300,3600
780,2311,3596
797,2300,3600
804,2252,3577
797,2227,3556
778,2249,3544
758,2300,3556
745,2328,3556
739,2336,3556
730,2341,3551
739,2373,3556
753,2383,3540
739,2336,3512
722,2293,3475
777,2373,3468
834,2475,3470
758,2409,3468
660,2264,3440
777,2336,3424
934,2502,3420
758,2373,3424
500,2127,3402
777,2373,3380
1240,2821,3370
739,2373,3380
-664,1021,3368
-1224,402,3336
22,1459,3298
1672,2920,3292
1955,3146,3296
1147,2409,3292
681,2021,3263
894,2227,3248
1019,2278,3247
777,1971,3248
637,1779,3223
797,1862,3205
923,1884,3200
816,1716,3205
627,1524,3183
486,1387,3161
342,1197,3151
155,949,3161
-37,703,3147
-194,475,3117
-306,234,3081
-369,37,3073
-403,-83,3071
-408,-146,3073
-342,-199,3066
-175,-219,3073
35,-184,3077
214,-73,3073
337,96,3045
447,329,3029
555,588,3025
622,840,3029
630,1061,3008
641,1314,2985
706,1636,2972
797,2008,2985
843,2341,2991
836,2592,2985
806,2750,2959
777,2847,2941
754,2905,2931
758,2957,2941
795,3001,2946
836,3030,2941
846,3031,2915
836,3030,2897
831,3041,2890
836,3066,2897
836,3075,2896
836,3066,2897
844,3054,2894
855,3066,2897
850,3078,2893
836,3066,2897
833,3032,2898
855,3030,2897
878,3054,2875
875,3066,2853
848,3038,2841
836,3030,2853
846,3052,2860
855,3066,2853
844,3026,2826
836,2993,2809
845,3004,2802
855,3030,2809
846,3011,2808
836,2993,2809
837,3017,2806
836,3066,2809
814,3065,2805
797,3030,2809
803,3007,2810
816,3030,2809
809,3055,2787
797,3066,2766
796,3049,2752
797,3030,2766
785,3014,2785
777,3030,2809
782,3053,2813
777,3066,2809
752,3055,2799
739,3066,2809
750,3101,2815
758,3139,2809
731,3141,2777
700,3139,2766
693,3151,2776
700,3176,2809
690,3177,2826
680,3176,2853
687,3184,2900
700,3212,2985
692,3231,3070
680,3249,3161
684,3264,3252
700,3285,3380
697,3289,3524
680,3285,3687
674,3278,3849
700,3285,4039
736,3279,4233
758,3249,4434
763,3200,4608
777,3176,4785
806,3156,4956
836,3103,5136
848,3001,5291
855,2920,5443
865,2880,5589
875,2847,5751
879,2772,5889
894,2701,6014
914,2660,6116
913,2628,6234
885,2565,6345
875,2519,6453
901,2513,6534
933,2519,6629
930,2482,6719
913,2446,6804
911,2439,6848
913,2446,6892
900,2422,6933
894,2409,6980
911,2424,6985
933,2446,6980
928,2426,6968
913,2409,6980
910,2421,6979
913,2446,6980
903,2431,6958
894,2409,6936
901,2413,6901
913,2446,6892
907,2456,6877
894,2446,6848
890,2435,6776
894,2446,6716
887,2450,6668
875,2446,6629
869,2436,6546
875,2446,6453
877,2454,6355
875,2446,6277
871,2416,6184
875,2409,6102
876,2426,6012
875,2446,5926
871,2431,5813
875,2409,5707
872,2400,5594
855,2409,5487
833,2408,5352
836,2409,5224
860,2411,5102
875,2409,5004
857,2384,4891
836,2373,4785
836,2378,4680
855,2373,4609
857,2349,4540
836,2373,4478
819,2422,4402
836,2409,4346
854,2335,4294
836,2336,4258
808,2387,4210
836,2336,4170
874,2225,4123
836,2300,4083
773,2467,4030
836,2373,3995
946,2109,3965
836,2300,3951
489,3012,3924
292,3395,3907
492,2833,3882
836,1935,3863
942,1636,3831
836,1971,3819
790,2278,3815
875,2300,3819
930,2292,3798
894,2409,3775
858,2484,3747
875,2446,3731
889,2395,3704
875,2409,3687
862,2422,3677
875,2409,3687
884,2395,3688
875,2409,3687
856,2419,3679
855,2409,3687
869,2380,3690
875,2373,3687
851,2389,3661
816,2409,3644
797,2394,3634
797,2373,3644
791,2366,3642
777,2373,3644
768,2367,3639
777,2373,3644
791,2391,3640
797,2409,3644
788,2394,3641
777,2373,3644
773,2365,3637
777,2373,3644
785,2370,3645
797,2373,3644
809,2377,3618
816,2373,3600
810,2335,3590
797,2300,3600
784,2288,3599
777,2300,3600
774,2301,3595
777,2300,3600
781,2297,3596
777,2300,3600
764,2295,3598
758,2300,3600
765,2294,3581
777,2263,3556
780,2209,3523
777,2190,3512
765,2218,3508
739,2263,3512
710,2284,3506
700,2300,3512
709,2326,3513
739,2373,3512
753,2384,3487
719,2336,3468
686,2297,3459
739,2373,3468
798,2455,3454
719,2373,3424
617,2237,3386
739,2336,3380
901,2515,3383
719,2373,3380
451,2103,3352
739,2336,3336
1234,2796,3333
758,2373,3336
-648,1037,3314
-1224,402,3292
17,1430,3283
1672,2884,3292
1952,3131,3279
1127,2409,3248
652,2006,3212
875,2190,3205
1014,2237,3206
777,1935,3205
628,1739,3180
777,1825,3161
901,1869,3151
797,1716,3161
609,1502,3162
466,1314,3161
315,1076,3141
117,803,3117
-90,550,3085
-253,329,3073
-357,105,3070
-408,-73,3073
-439,-185,3052
-447,-256,3029
-378,-317,3015
-194,-329,3029
33,-273,3037
214,-146,3029
325,35,2999
428,292,2985
543,591,2983
622,876,2985
633,1115,2963
641,1387,2941
711,1736,2930
816,2117,2941
872,2422,2943
855,2628,2941
809,2758,2933
777,2847,2941
767,2903,2944
777,2957,2941
805,3016,2917
836,3066,2897
846,3075,2886
836,3066,2897
826,3072,2902
836,3103,2897
853,3119,2871
855,3103,2853
839,3070,2844
836,3066,2853
855,3087,2855
875,3103,2853
870,3086,2846
855,3066,2853
844,3059,2857
836,3066,2853
826,3062,2827
836,3066,2809
862,3070,2802
875,3066,2809
855,3038,2808
836,3030,2809
842,3045,2807
855,3066,2809
847,3050,2805
836,3030,2809
842,3022,2812
855,3030,2809
848,3023,2785
836,3030,2766
834,3047,2756
836,3066,2766
824,3060,2766
816,3066,2766
820,3086,2760
816,3103,2766
792,3081,2764
777,3066,2766
786,3076,2760
797,3103,2766
786,3102,2764
777,3103,2766
783,3116,2759
777,3139,2766
743,3138,2766
719,3139,2766
727,3152,2753
739,3176,2766
714,3175,2798
680,3176,2853
677,3197,2894
700,3249,2941
708,3282,2992
700,3285,3073
695,3270,3165
700,3285,3292
699,3312,3434
700,3322,3600
712,3297,3763
739,3285,3951
762,3291,4144
777,3285,4346
785,3232,4521
797,3176,4697
813,3138,4867
836,3103,5048
857,3030,5206
875,2957,5356
879,2900,5484
875,2847,5619
869,2767,5744
875,2701,5882
886,2663,6012
894,2628,6146
898,2563,6257
913,2519,6365
926,2514,6453
913,2519,6541
881,2481,6607
875,2446,6672
899,2439,6716
913,2446,6760
891,2422,6782
875,2409,6804
893,2425,6816
913,2446,6848
897,2425,6871
875,2409,6892
879,2423,6886
894,2446,6892
884,2428,6892
875,2409,6892
891,2418,6852
913,2446,6804
903,2447,6749
875,2446,6716
864,2460,6672
875,2482,6629
879,2471,6562
875,2446,6497
871,2432,6421
875,2446,6365
874,2451,6302
875,2446,6234
877,2437,6126
875,2446,6014
856,2451,5895
836,2446,5795
833,2422,5681
855,2409,5575
876,2406,5458
875,2409,5356
852,2403,5241
836,2409,5136
833,2416,5021
836,2409,4917
833,2377,4800
836,2373,4697
846,2399,4595
855,2409,4521
849,2375,4449
836,2373,4390
828,2408,4317
836,2409,4258
835,2369,4202
816,2409,4170
811,2476,4127
855,2409,4083
886,2282,4025
836,2373,3995
774,2541,3971
836,2373,3951
933,2043,3903
816,2336,3863
481,3278,3831
292,3760,3819
475,3041,3795
797,1935,3775
904,1609,3749
816,2044,3731
784,2392,3702
875,2373,3687
934,2337,3680
894,2446,3687
844,2482,3672
855,2409,3644
882,2386,3607
875,2446,3600
846,2453,3599
836,2409,3600
846,2401,3575
855,2446,3556
846,2462,3545
836,2446,3556
834,2431,3556
836,2446,3556
820,2453,3549
797,2446,3556
783,2420,3555
777,2409,3556
766,2408,3548
758,2409,3556
763,2400,3558
777,2409,3556
782,2431,3530
777,2446,3512
773,2427,3503
777,2409,3512
780,2404,3511
777,2409,3512
772,2401,3507
777,2409,3512
790,2431,3508
797,2446,3512
789,2424,3510
777,2409,3512
767,2411,3505
758,2409,3512
750,2380,3515
758,2373,3512
775,2395,3485
777,2409,3468
755,2382,3461
739,2373,3468
751,2399,3463
777,2409,3468
781,2352,3471
758,2300,3468
726,2313,3439
700,2373,3424
685,2404,3423
680,2409,3424
679,2416,3397
700,2446,3380
720,2448,3377
700,2409,3380
671,2382,3355
719,2446,3336
776,2507,3332
700,2446,3336
599,2354,3312
719,2446,3292
887,2567,3286
719,2409,3292
461,2179,3272
739,2409,3248
1210,2818,3237
719,2446,3248
-676,1294,3237
-1224,767,3205
32,1662,3166
1672,2884,3161
1923,3037,3165
1088,2373,3161
631,2031,3131
875,2227,3117
1019,2288,3116
777,2008,3117
633,1804,3090
797,1862,3073
923,1899,3070
797,1752,3073
574,1535,3048
408,1351,3029
259,1139,3025
78,876,3029
-115,600,3006
-272,365,2985
-372,174,2978
-408,37,2985
-415,-70,2966
-408,-146,2941
-346,-190,2927
-194,-183,2941
-4,-140,2948
155,-37,2941
269,152,2915
389,438,2897
519,740,2888
603,986,2897
607,1176,2901
603,1424,2897
665,1782,2873
777,2190,2853
847,2512,2842
836,2701,2853
780,2791,2859
739,2847,2853
739,2896,2826
777,2957,2809
822,3019,2803
836,3066,2809
814,3076,2806
797,3066,2809
810,3058,2810
836,3066,2809
843,3071,2786
836,3066,2766
831,3056,2755
836,3066,2766
836,3088,2768
836,3103,2766
836,3086,2758
836,3066,2766
826,3056,2769
816,3066,2766
818,3078,2741
836,3103,2722
852,3115,2712
855,3103,2722
845,3067,2723
836,3066,2722
832,3092,2714
836,3103,2722
836,3061,2726
836,3030,2722
834,3039,2696
836,3066,2678
836,3052,2670
836,3030,2678
829,3034,2677
816,3066,2678
801,3074,2674
797,3066,2678
799,3058,2675
797,3066,2678
785,3064,2675
777,3066,2678
778,3075,2673
777,3103,2678
766,3121,2678
758,3139,2678
758,3153,2656
758,3176,2634
741,3182,2617
719,3176,2634
705,3161,2657
700,3176,2678
695,3199,2673
700,3212,2678
711,3201,2702
719,3212,2766
711,3249,2830
700,3285,2897
696,3283,2963
700,3285,3073
698,3313,3215
700,3358,3380
713,3370,3529
739,3358,3687
761,3328,3852
777,3285,4039
793,3221,4213
816,3176,4390
834,3145,4559
836,3103,4741
828,3022,4901
836,2957,5048
858,2920,5173
875,2884,5312
873,2806,5444
875,2738,5575
886,2709,5681
894,2701,5795
883,2654,5904
875,2592,6014
881,2542,6098
894,2519,6190
893,2492,6278
894,2482,6365
905,2493,6413
913,2519,6453
898,2521,6489
875,2519,6541
866,2517,6568
875,2519,6585
878,2498,6580
875,2482,6585
872,2487,6579
875,2519,6585
874,2532,6580
875,2519,6585
875,2487,6566
875,2482,6541
871,2498,6492
875,2519,6453
879,2508,6407
875,2482,6365
859,2453,6299
855,2446,6234
866,2453,6159
875,2482,6102
859,2508,6034
836,2519,5970
826,2500,5884
836,2482,5795
841,2466,5682
836,2446,5575
835,2414,5459
855,2409,5356
877,2429,5240
875,2446,5136
847,2427,5022
836,2409,4917
853,2408,4799
875,2409,4697
866,2382,4597
836,2373,4521
808,2396,4448
797,2409,4390
793,2378,4321
797,2373,4258
811,2404,4184
836,2409,4126
841,2376,4073
816,2409,4039
801,2455,3993
836,2373,3951
864,2256,3897
816,2373,3863
757,2554,3833
816,2373,3819
911,2018,3794
797,2300,3775
473,3254,3748
292,3760,3731
471,3053,3706
777,1935,3687
875,1584,3660
797,2008,3644
782,2357,3619
875,2336,3600
920,2293,3571
875,2409,3556
836,2470,3546
855,2409,3556
873,2369,3558
855,2409,3556
832,2416,3531
836,2373,3512
855,2347,3500
875,2373,3512
881,2398,3516
875,2409,3512
855,2409,3485
836,2409,3468
816,2392,3459
797,2373,3468
787,2357,3467
797,2373,3468
813,2400,3463
816,2409,3468
803,2384,3465
797,2373,3468
800,2388,3464
797,2409,3468
779,2395,3465
777,2373,3468
793,2365,3464
797,2373,3468
777,2368,3464
777,2373,3468
811,2390,3465
836,2409,3468
812,2395,3463
777,2373,3468
771,2362,3467
777,2373,3468
765,2375,3461
758,2373,3468
772,2368,3471
777,2373,3468
745,2372,3441
719,2373,3424
738,2361,3418
777,2336,3424
783,2292,3419
758,2263,3424
734,2263,3428
719,2300,3424
707,2344,3395
700,2373,3380
706,2368,3379
739,2373,3380
763,2382,3353
739,2373,3336
708,2356,3334
758,2409,3336
816,2456,3311
739,2373,3292
638,2264,3289
758,2373,3292
919,2530,3267
739,2373,3248
473,2119,3244
758,2373,3248
1238,2822,3224
739,2373,3205
-675,1027,3199
-1224,402,3205
54,1434,3182
1710,2884,3161
1954,3138,3153
1108,2446,3161
656,2081,3144
913,2300,3117
1066,2382,3086
836,2117,3073
709,1952,3064
875,2044,3073
978,2071,3078
836,1898,3073
627,1678,3044
486,1497,3029
341,1272,3027
155,1022,3029
-23,804,3005
-155,621,2985
-241,431,2979
-272,292,2985
-269,234,2967
-253,219,2941
-206,173,2925
-97,110,2941
46,68,2951
175,110,2941
277,256,2910
389,511,2897
502,792,2897
564,1022,2897
556,1204,2873
564,1460,2853
651,1833,2845
777,2227,2853
840,2494,2851
816,2628,2853
763,2701,2853
739,2774,2853
749,2835,2831
777,2884,2809
804,2924,2798
816,2957,2809
814,2963,2812
816,2957,2809
829,2951,2801
836,2957,2809
826,2957,2814
816,2957,2809
821,2954,2784
836,2957,2766
840,2955,2758
836,2957,2766
832,2954,2765
836,2957,2766
837,2955,2762
836,2957,2766
833,2953,2763
836,2957,2766
838,2955,2764
836,2957,2766
831,2951,2760
836,2957,2766
841,2957,2768
836,2957,2766
820,2948,2741
816,2957,2722
828,2964,2713
836,2957,2722
824,2927,2721
816,2920,2722
825,2938,2718
836,2957,2722
828,2938,2718
816,2920,2722
815,2926,2720
816,2957,2722
805,2963,2715
797,2957,2722
798,2958,2726
797,2993,2722
783,3023,2693
777,3030,2678
783,3005,2673
777,2993,2678
751,3001,2668
739,3030,2678
752,3049,2699
758,3066,2722
728,3079,2714
700,3103,2722
704,3119,2754
719,3139,2809
710,3154,2845
700,3176,2897
714,3191,2983
739,3212,3117
741,3230,3248
739,3249,3380
752,3251,3515
777,3249,3687
789,3233,3863
797,3212,4039
814,3176,4202
836,3139,4390
839,3090,4574
836,3030,4741
847,2951,4866
875,2884,5004
888,2825,5157
875,2774,5312
858,2713,5422
875,2665,5531
907,2626,5654
913,2592,5795
885,2546,5894
875,2519,5970
903,2503,6041
933,2482,6146
927,2437,6242
913,2409,6321
921,2406,6364
933,2409,6409
915,2385,6449
894,2373,6497
898,2387,6521
913,2409,6541
908,2395,6539
894,2373,6541
892,2364,6531
894,2373,6541
882,2368,6543
875,2373,6541
884,2391,6499
894,2409,6453
884,2394,6400
875,2373,6365
882,2364,6317
894,2373,6277
886,2370,6229
875,2373,6190
873,2387,6126
875,2409,6058
863,2400,5968
855,2373,5882
862,2353,5786
875,2373,5707
875,2400,5618
875,2409,5531
878,2386,5419
875,2373,5312
853,2384,5197
836,2409,5092
840,2405,4974
855,2373,4873
851,2326,4775
836,2300,4697
833,2297,4607
855,2336,4521
875,2378,4426
875,2373,4346
860,2317,4267
855,2300,4214
864,2319,4164
875,2300,4126
863,2250,4077
836,2300,4039
819,2388,3993
836,2336,3951
852,2212,3896
836,2300,3863
811,2466,3838
836,2300,3819
876,1981,3774
836,2300,3731
710,3270,3696
641,3760,3687
713,3024,3668
836,1898,3644
872,1570,3610
836,2008,3600
827,2341,3597
875,2300,3600
907,2256,3579
894,2373,3556
871,2416,3525
875,2336,3512
884,2305,3503
875,2373,3512
854,2402,3515
855,2373,3512
872,2354,3486
875,2373,3468
850,2376,3459
836,2373,3468
847,2374,3467
855,2373,3468
830,2336,3463
797,2300,3468
788,2285,3465
797,2300,3468
790,2307,3464
777,2300,3468
781,2287,3465
797,2300,3468
795,2322,3464
777,2336,3468
766,2319,3464
777,2300,3468
793,2291,3465
797,2300,3468
791,2301,3463
797,2300,3468
816,2295,3466
836,2300,3468
834,2298,3461
816,2300,3468
793,2297,3471
777,2300,3468
771,2297,3442
777,2300,3424
784,2299,3416
777,2300,3424
759,2296,3422
758,2300,3424
778,2290,3421
797,2263,3424
791,2226,3418
777,2227,3424
763,2262,3427
739,2300,3424
710,2305,3397
700,2300,3380
717,2313,3375
758,2373,3380
775,2413,3361
739,2373,3336
703,2301,3321
758,2336,3336
819,2416,3345
739,2373,3336
636,2275,3305
758,2373,3292
921,2515,3291
739,2336,3292
471,2055,3269
758,2300,3248
1247,2777,3239
758,2373,3248
-656,1046,3236
-1224,402,3205
30,1406,3166
1672,2847,3161
1909,3097,3164
1050,2373,3161
580,1959,3132
836,2154,3117
1003,2241,3115
777,1971,3117
641,1767,3093
816,1825,3073
956,1859,3066
836,1716,3073
611,1516,3055
447,1351,3029
302,1151,3013
117,913,3029
-77,677,3039
-214,475,3029
-280,299,2997
-311,183,2985
-341,107,2985
-330,37,2985
-206,-34,2960
19,-37,2941
229,42,2936
350,183,2941
417,354,2922
505,584,2897
601,839,2882
641,1059,2897
618,1228,2905
622,1460,2897
706,1807,2868
816,2190,2853
860,2467,2848
836,2628,2853
798,2739,2850
777,2847,2853
768,2921,2855
777,2957,2853
808,2973,2830
836,2993,2809
