II,aVF,ABP,RESP
495,962,5986,3334
518,904,5940,3313
520,883,5870,3285
518,968,5809,3263
495,1081,5741,3234
444,1097,5678,3213
411,998,5589,3186
444,904,5504,3164
508,887,5422,3134
518,904,5373,3114
464,894,5313,3089
444,904,5242,3064
513,971,5142,3027
592,1033,5067,2998
584,996,5011,2970
518,904,4979,2948
489,861,4931,2914
518,904,4892,2882
539,960,4858,2846
518,968,4848,2816
478,915,4825,2779
444,839,4805,2750
409,797,4773,2721
370,839,4761,2700
347,927,4750,2667
370,968,4761,2634
439,932,4761,2596
518,904,4761,2567
551,951,4747,2538
518,1033,4761,2518
459,1058,4782,2492
444,1033,4805,2468
500,1032,4798,2433
592,1097,4805,2402
656,1165,4822,2371
666,1162,4848,2352
653,1072,4847,2328
666,968,4848,2302
710,926,4848,2267
740,968,4848,2236
720,1027,4820,2206
666,1033,4805,2186
616,989,4800,2162
592,968,4805,2137
590,999,4780,2101
592,1033,4761,2070
572,1016,4752,2041
518,968,4761,2021
461,927,4742,1996
444,904,4717,1971
459,892,4687,1942
444,904,4674,1921
370,923,4648,1898
296,904,4630,1872
300,831,4605,1836
370,775,4586,1805
412,787,4555,1778
370,839,4543,1756
301,858,4538,1723
296,839,4543,1690
346,807,4521,1653
370,775,4499,1623
327,732,4471,1589
296,710,4455,1557
321,705,4428,1522
370,710,4412,1491
353,717,4389,1457
296,775,4368,1424
268,843,4334,1389
296,839,4324,1358
319,755,4323,1330
296,710,4324,1309
270,768,4297,1285
296,839,4281,1259
335,826,4275,1225
296,775,4281,1193
204,776,4257,1163
222,839,4237,1143
480,957,4227,1120
962,1226,4237,1093
1646,1802,4222,1058
2591,2711,4193,1027
3794,3798,4157,1000
5034,4841,4150,977
5995,5652,4146,950
6366,6003,4150,928
5863,5583,4142,910
4367,4260,4150,894
2291,2428,4151,870
444,839,4150,845
-618,-46,4124,823
-1036,-387,4106,812
-1223,-553,4096,798
-1332,-645,4106,779
-1316,-621,4105,752
-1258,-581,4106,729
-1320,-677,4100,710
-1481,-839,4106,696
-1609,-907,4103,679
-1703,-904,4106,663
-1875,-997,4101,645
-2147,-1226,4106,629
-2432,-1488,4104,612
-2665,-1678,4106,596
-2868,-1787,4087,579
-3035,-1807,4062,563
-3134,-1763,4027,545
-3109,-1678,4019,530
-2976,-1584,4018,519
-2739,-1420,4019,513
-2379,-1130,3993,507
-1851,-710,3975,497
-1202,-235,3966,480
-592,194,3975,464
-164,494,3959,452
74,645,3931,447
204,708,3895,441
296,775,3887,431
396,875,3886,415
518,968,3887,398
613,1015,3865,379
592,1033,3844,364
487,1044,3829,353
444,1033,3844,348
542,993,3852,342
666,968,3844,331
699,993,3811,314
666,1033,3800,298
661,1043,3800,287
666,1033,3800,282
634,1031,3772,275
592,1033,3756,265
611,1028,3753,254
666,1033,3756,248
688,1044,3731,244
666,1033,3713,232
652,1006,3706,213
666,1033,3713,199
678,1115,3691,191
666,1162,3669,182
632,1109,3655,165
592,1033,3669,149
569,1015,3670,140
592,1033,3669,133
641,1011,3659,117
666,968,3669,99
657,953,3668,88
666,968,3669,83
710,989,3656,76
740,1033,3669,66
714,1087,3695,57
666,1097,3756,50
627,1051,3825,42
592,1033,3931,33
582,1071,4061,25
666,1097,4237,17
816,1076,4422,7
888,1097,4630,0
799,1187,4847,-2
666,1226,5110,0
645,1134,5388,1
740,1033,5678,0
838,1056,5940,-1
888,1162,6202,0
922,1218,6458,0
962,1226,6727,0
978,1253,6973,0
962,1291,7207,0
946,1275,7397,0
962,1226,7557,0
1000,1204,7669,0
1036,1226,7775,0
1066,1275,7854,0
1110,1355,7906,0
1162,1427,7895,0
1184,1420,7862,0
1157,1337,7814,0
1110,1291,7775,0
1070,1324,7711,0
1036,1355,7644,0
1016,1319,7555,0
1036,1291,7469,0
1069,1330,7356,0
1036,1355,7251,0
919,1260,7146,0
814,1097,7076,0
794,1007,7004,0
814,1033,6945,0
794,1087,6869,0
740,1097,6814,0
699,1067,6758,0
666,1033,6727,0
598,999,6678,0
518,968,6639,0
488,952,6596,0
518,968,6596,0
524,989,6596,0
444,968,6596,0
332,880,6562,0
296,775,6552,0
341,729,6548,0
370,775,6552,0
330,839,6521,0
296,839,6508,0
328,768,6503,0
370,710,6508,0
346,720,6479,0
296,775,6465,0
306,817,6460,0
370,839,6465,0
400,846,6423,0
370,839,6377,0
342,824,6340,0
370,839,6334,0
423,881,6299,0
444,904,6246,0
434,890,6171,0
444,904,6115,0
488,971,6050,0
518,1033,5984,0
493,1021,5893,0
444,968,5809,0
426,931,5716,0
444,904,5635,0
456,842,5541,0
444,775,5460,0
434,768,5369,0
444,839,5285,0
455,907,5186,0
444,904,5110,0
430,853,5050,0
444,839,5023,0
465,874,4982,0
444,904,4936,0
388,896,4875,0
370,904,4848,0
413,947,4839,0
444,968,4848,0
410,913,4828,0
370,839,4805,0
392,817,4783,0
444,839,4805,0
441,846,4829,0
370,839,4848,0
284,840,4839,0
222,839,4848,0
196,807,4866,0
222,775,4892,0
294,786,4888,0
370,839,4892,0
414,883,4905,0
444,904,4936,0
483,923,4940,0
518,968,4936,0
525,1016,4925,0
518,1033,4936,0
517,1005,4937,0
518,968,4936,0
512,954,4913,0
518,968,4892,0
552,977,4862,0
592,968,4848,0
607,957,4826,0
592,968,4805,0
560,984,4771,0
518,968,4761,0
471,905,4758,0
444,839,4761,0
464,834,4737,0
518,904,4717,0
550,975,4693,0
518,968,4674,0
439,891,4627,0
370,839,4586,0
332,860,4552,0
296,904,4543,0
248,895,4521,0
222,839,4499,0
227,772,4469,0
222,710,4455,0
180,657,4432,0
148,645,4412,0
168,675,4380,0
222,710,4368,0
263,728,4361,0
296,775,4368,0
311,833,4352,0
296,839,4324,0
241,742,4287,0
222,645,4281,0
257,639,4282,0
296,710,4281,0
277,746,4252,0
222,710,4237,0
218,709,4233,0
296,839,4237,0
360,976,4213,0
296,904,4193,0
187,687,4182,0
222,645,4193,0
417,872,4191,0
666,1162,4193,0
1142,1539,4191,0
2147,2324,4193,0
3492,3468,4171,0
4590,4454,4150,0
5380,5150,4135,0
6292,5938,4150,0
7011,6591,4155,0
6292,6003,4150,0
3762,3802,4121,0
888,1291,4106,0
-651,-46,4097,0
-888,-258,4106,0
-939,-306,4103,0
-1258,-516,4106,0
-1468,-586,4101,0
-1406,-516,4106,0
-1366,-614,4102,0
-1481,-839,4106,0
-1605,-924,4103,0
-1703,-904,4106,0
-1884,-1026,4087,0
-2147,-1291,4062,0
-2411,-1524,4028,0
-2665,-1678,4019,0
-2905,-1817,4015,0
-3035,-1872,4019,0
-3064,-1780,4011,0
-3109,-1614,4019,0
-3220,-1527,4022,0
-3183,-1485,4019,0
-2809,-1336,3988,0
-2147,-968,3975,0
-1424,-446,3973,0
-814,65,3975,0
-365,416,3948,0
-74,581,3931,0
95,642,3927,0
222,710,3931,0
372,815,3906,0
518,904,3887,0
595,926,3881,0
592,904,3887,0
577,908,3866,0
592,968,3844,0
613,1031,3833,0
592,1033,3844,0
564,1005,3830,0
592,1033,3800,0
662,1120,3764,0
666,1162,3756,0
582,1107,3756,0
518,1033,3756,0
569,1020,3733,0
666,1033,3713,0
698,1005,3699,0
666,968,3713,0
648,982,3719,0
666,1033,3713,0
676,1050,3682,0
666,1033,3669,0
662,1021,3665,0
666,1033,3669,0
642,1038,3645,0
592,1033,3625,0
563,1029,3611,0
592,1033,3625,0
647,1032,3625,0
666,1033,3625,0
630,1032,3625,0
592,1033,3669,0
604,1046,3727,0
666,1097,3800,0
721,1156,3864,0
740,1162,3975,0
736,1096,4126,0
740,1033,4324,0
744,1019,4525,0
740,1033,4761,0
752,1029,5026,0
814,1033,5329,0
887,1065,5614,0
888,1097,5897,0
803,1096,6169,0
740,1097,6465,0
782,1126,6752,0
888,1162,7032,0
957,1182,7267,0
962,1226,7469,0
932,1284,7626,0
888,1291,7775,0
857,1234,7896,0
888,1226,7993,0
971,1320,8031,0
1036,1420,8037,0
1059,1416,8012,0
1110,1355,7993,0
1206,1334,7955,0
1258,1355,7906,0
1220,1360,7821,0
1184,1355,7731,0
1223,1364,7620,0
1258,1355,7513,0
1180,1293,7391,0
1036,1226,7294,0
955,1211,7200,0
962,1226,7120,0
960,1208,7020,0
888,1162,6945,0
793,1120,6884,0
740,1097,6858,0
716,1084,6812,0
666,1097,6770,0
581,1117,6713,0
518,1097,6683,0
509,1026,6649,0
518,968,6639,0
491,944,6626,0
444,904,6639,0
423,820,6639,0
444,775,6639,0
481,821,6610,0
518,904,6596,0
538,928,6582,0
518,904,6596,0
448,871,6595,0
370,839,6596,0
339,811,6571,0
370,839,6552,0
420,919,6520,0
444,968,6508,0
420,936,6486,0
370,904,6465,0
341,932,6416,0
370,968,6377,0
426,940,6330,0
444,904,6290,0
406,943,6223,0
370,1033,6159,0
387,1072,6085,0
444,1033,6028,0
491,960,5958,0
518,904,5897,0
549,880,5814,0
592,904,5722,0
614,949,5603,0
592,968,5504,0
548,938,5410,0
518,904,5329,0
493,897,5229,0
444,904,5154,0
406,896,5097,0
444,904,5067,0
523,958,5017,0
518,1033,4979,0
397,1044,4946,0
296,968,4936,0
333,869,4909,0
444,839,4892,0
485,876,4878,0
444,904,4892,0
416,875,4894,0
444,839,4892,0
469,835,4877,0
444,839,4892,0
394,811,4913,0
370,775,4936,0
373,765,4929,0
370,775,4936,0
338,772,4950,0
296,775,4979,0
279,800,4981,0
296,839,4979,0
311,868,4971,0
296,904,4979,0
274,948,4975,0
296,968,4979,0
368,937,4977,0
444,904,4979,0
489,918,4958,0
518,968,4936,0
555,991,4906,0
592,968,4892,0
602,925,4868,0
592,904,4848,0
586,920,4820,0
592,968,4805,0
595,997,4780,0
592,968,4761,0
589,909,4732,0
592,904,4717,0
596,969,4696,0
592,1033,4674,0
567,1021,4626,0
518,968,4586,0
467,945,4553,0
444,968,4543,0
450,986,4521,0
444,968,4499,0
387,932,4467,0
296,904,4455,0
228,858,4449,0
222,775,4455,0
259,681,4439,0
296,645,4412,0
325,673,4374,0
370,710,4368,0
426,730,4370,0
444,775,4368,0
387,835,4338,0
296,839,4324,0
232,762,4322,0
222,710,4324,0
223,736,4297,0
222,775,4281,0
210,722,4275,0
222,645,4281,0
253,638,4256,0
296,710,4237,0
301,771,4228,0
222,775,4237,0
128,760,4217,0
148,775,4193,0
262,777,4177,0
296,710,4193,0
241,645,4200,-1
296,710,4193,0
509,872,4163,1
740,1033,4150,0
1139,1371,4143,-2
2073,2195,4150,0
3409,3353,4145,8
4516,4325,4150,17
5292,5040,4149,19
6218,5874,4150,17
7034,6556,4126,14
6440,6003,4106,17
3979,3869,4093,25
1110,1420,4106,33
-472,97,4110,36
-814,-129,4106,33
-1008,-212,4080,29
-1406,-516,4062,33
-1567,-701,4050,43
-1406,-645,4062,50
-1332,-633,4067,50
-1481,-775,4062,50
-1627,-907,4033,56
-1703,-968,4019,66
-1865,-1083,4012,70
-2147,-1291,4019,66
-2432,-1512,4012,63
-2665,-1678,4019,66
-2877,-1787,4022,75
-3035,-1807,4019,83
-3109,-1756,3989,85
-3109,-1678,3975,83
-3081,-1630,3973,80
-2961,-1549,3975,83
-2663,-1349,3948,91
-2147,-968,3931,99
-1500,-472,3928,101
-888,0,3931,99
-433,332,3905,98
-148,516,3887,99
26,622,3884,105
148,710,3887,116
277,787,3861,127
444,839,3844,133
605,869,3840,131
666,904,3844,133
629,962,3818,141
592,1033,3800,149
604,1086,3796,150
592,1097,3800,149
553,1070,3774,154
592,1033,3756,166
734,1017,3752,175
814,1033,3756,182
748,1070,3731,189
666,1097,3713,199
697,1086,3708,207
740,1033,3713,215
678,977,3688,223
592,968,3669,232
607,1001,3662,240
666,1033,3669,248
649,1034,3647,257
592,1033,3625,265
603,1039,3612,273
666,1033,3625,282
686,995,3624,290
666,968,3625,298
679,985,3618,305
740,1033,3625,315
795,1071,3618,324
814,1097,3625,331
793,1110,3635,337
740,1097,3669,348
679,1055,3699,365
666,1033,3756,381
706,1057,3837,390
740,1097,3975,398
713,1087,4135,407
666,1033,4324,414
670,996,4519,414
740,1033,4761,414
807,1109,5030,420
814,1162,5329,431
770,1166,5610,439
740,1162,5897,447
761,1168,6175,457
814,1162,6465,464
859,1124,6729,464
888,1097,6989,464
917,1115,7229,470
962,1162,7469,480
1030,1197,7665,483
1110,1226,7819,480
1151,1260,7914,477
1110,1291,7993,480
1036,1311,8046,488
1036,1355,8081,497
1122,1429,8067,500
1184,1485,8037,497
1153,1471,7990,492
1110,1420,7950,497
1136,1377,7874,507
1184,1355,7775,513
1168,1344,7651,512
1110,1355,7557,513
1071,1374,7467,522
1036,1355,7382,530
964,1287,7263,529
888,1226,7163,530
866,1199,7080,538
888,1162,7032,547
901,1085,6964,546
888,1033,6901,547
840,1051,6837,554
740,1097,6814,563
625,1089,6788,564
592,1033,6770,563
646,985,6735,569
666,968,6727,580
570,943,6719,582
444,904,6727,580
406,882,6703,582
444,904,6683,596
465,925,6650,609
444,904,6639,613
407,852,6626,609
370,839,6639,613
345,875,6641,622
370,904,6639,629
428,875,6608,628
444,839,6596,629
394,869,6589,637
370,968,6596,646
432,1043,6573,646
518,1033,6552,646
540,960,6512,652
518,904,6465,663
512,890,6388,665
518,904,6334,663
489,925,6289,661
444,968,6246,663
451,1019,6158,661
518,1033,6071,663
561,978,5995,669
518,904,5940,679
443,874,5856,682
444,904,5766,679
528,946,5668,675
592,968,5591,679
569,970,5499,688
518,968,5416,696
510,966,5336,696
518,968,5285,696
487,969,5221,695
444,968,5154,696
457,964,5072,693
518,968,5023,696
549,972,4991,703
518,968,4979,712
466,959,4951,713
444,968,4936,712
446,982,4924,711
444,968,4936,712
436,925,4932,711
444,904,4936,712
457,911,4942,719
444,904,4979,729
400,861,5007,732
370,839,5023,729
372,870,5013,725
370,904,5023,729
332,882,5041,737
296,839,5067,745
313,828,5064,747
370,839,5067,745
398,819,5065,743
370,775,5067,745
319,751,5040,746
296,775,5023,745
316,829,5015,742
370,904,5023,745
441,979,5004,753
518,1033,4979,762
577,1043,4948,764
592,1033,4936,762
561,1029,4912,760
518,1033,4892,762
501,1013,4864,763
518,968,4848,762
554,939,4823,760
592,968,4805,762
611,1023,4778,764
592,1033,4761,762
545,972,4734,753
518,904,4717,745
539,885,4691,742
592,904,4674,745
641,909,4646,746
666,904,4630,745
654,920,4605,744
592,968,4586,745
503,1014,4557,746
444,1033,4543,745
441,1014,4520,743
444,968,4499,745
390,902,4465,747
296,839,4455,745
249,794,4453,737
296,775,4455,729
371,770,4429,725
370,775,4412,729
285,777,4404,730
222,775,4412,729
264,770,4393,726
370,775,4368,729
421,779,4336,731
370,775,4324,729
271,743,4314,720
222,710,4324,712
239,689,4329,709
296,710,4324,712
319,745,4293,713
296,775,4281,712
247,779,4278,710
222,775,4281,712
243,770,4254,713
296,775,4237,712
351,801,4231,709
370,839,4237,712
326,827,4214,721
222,710,4193,729
142,562,4183,729
222,581,4193,729
569,904,4177,728
1184,1485,4150,729
2016,2202,4127,726
3035,3034,4150,729
4238,4030,4178,737
5478,5099,4193,745
6377,5903,4169,745
6440,6003,4150,745
5417,5173,4140,751
3553,3615,4150,762
1530,1894,4146,766
0,581,4150,762
-805,-116,4149,757
-1110,-387,4150,762
-1238,-523,4125,771
-1332,-645,4106,779
-1384,-735,4095,778
-1406,-775,4106,779
-1477,-799,4105,784
-1629,-839,4106,795
-1818,-926,4100,798
-1999,-1097,4106,795
-2196,-1355,4090,790
-2443,-1614,4062,795
-2705,-1776,4025,804
-2887,-1807,4019,812
-2978,-1777,4021,811
-3035,-1743,4019,812
-3107,-1727,3989,817
-3109,-1678,3975,828
-2970,-1570,3973,831
-2665,-1355,3975,828
-2215,-1003,3947,823
-1629,-516,3931,828
-981,-20,3928,837
-444,323,3931,845
-138,478,3905,844
0,581,3887,845
126,740,3883,851
296,904,3887,861
446,975,3862,864
518,968,3844,861
548,959,3838,857
592,968,3844,861
651,985,3821,870
666,1033,3800,878
630,1116,3792,878
592,1162,3800,878
611,1117,3782,881
666,1033,3756,894
715,1003,3740,906
740,1033,3756,911
753,1054,3765,908
740,1033,3756,911
701,994,3725,920
666,968,3713,928
661,959,3709,926
666,968,3713,928
663,993,3690,935
666,1033,3669,944
676,1070,3655,943
666,1097,3669,944
644,1104,3672,951
666,1097,3669,961
727,1091,3641,961
740,1097,3625,961
665,1085,3612,966
592,1033,3625,977
605,968,3639,981
666,968,3669,977
683,1036,3684,972
666,1097,3713,977
680,1083,3751,986
740,1033,3844,994
795,1012,3973,995
814,1033,4150,994
791,1042,4332,992
740,1033,4543,994
703,1041,4765,994
740,1097,5023,994
832,1155,5291,992
888,1162,5591,994
858,1119,5892,995
814,1097,6202,994
830,1123,6487,985
888,1162,6770,977
932,1167,7034,974
962,1162,7294,977
982,1181,7521,978
962,1226,7731,977
904,1265,7887,975
888,1291,7993,977
953,1300,8039,979
1036,1291,8081,977
1076,1272,8110,968
1110,1291,8124,961
1185,1356,8085,957
1258,1420,8037,961
1273,1434,7975,963
1258,1420,7906,961
1261,1415,7793,951
1258,1420,7688,944
1199,1398,7590,941
1110,1355,7513,944
1052,1315,7402,945
1036,1291,7294,944
1012,1263,7189,941
962,1226,7120,944
912,1186,7044,946
888,1162,6989,944
866,1156,6933,934
814,1162,6901,928
734,1149,6851,925
666,1097,6814,928
625,1003,6774,927
592,904,6770,928
549,841,6763,927
518,839,6770,928
514,872,6761,925
518,904,6770,928
492,908,6768,935
444,904,6770,944
418,901,6743,945
444,904,6727,944
492,902,6712,942
518,904,6727,944
496,905,6727,944
444,904,6727,944
392,897,6700,943
370,904,6683,944
387,913,6655,943
444,904,6639,944
523,882,6611,944
592,904,6596,944
616,974,6558,942
592,1033,6508,944
547,1019,6431,945
518,968,6377,944
514,945,6331,935
518,968,6290,928
496,986,6206,924
444,968,6115,928
411,927,6018,930
444,904,5940,928
507,917,5848,918
518,968,5766,911
468,1020,5674,907
444,1033,5591,911
485,983,5492,913
518,904,5416,911
485,844,5344,902
444,839,5285,894
465,870,5209,891
518,904,5154,894
533,910,5104,897
518,904,5067,894
516,916,5010,885
518,968,4979,878
488,1023,4967,875
444,1033,4979,878
432,995,4973,878
444,968,4979,878
426,971,4993,876
370,968,5023,878
336,915,5024,878
370,839,5023,878
430,786,5027,876
444,775,5067,878
421,792,5096,878
444,839,5110,878
531,891,5098,876
592,904,5110,878
546,848,5132,879
444,775,5154,878
382,746,5134,869
370,775,5110,861
326,814,5095,858
222,839,5110,861
133,861,5113,862
148,904,5110,861
253,950,5086,859
370,968,5067,861
451,940,5037,863
518,904,5023,861
577,907,5002,852
592,968,4979,845
551,1031,4931,841
518,1033,4892,845
544,967,4860,847
592,904,4848,845
603,905,4824,835
592,968,4805,828
612,1026,4778,825
666,1033,4761,828
716,998,4733,830
740,968,4717,828
727,962,4693,819
666,968,4674,812
577,966,4642,808
518,968,4630,812
513,993,4612,814
518,1033,4586,812
486,1033,4532,802
444,968,4499,795
453,876,4489,793
518,839,4499,795
561,870,4480,794
518,904,4455,795
425,866,4438,796
370,775,4455,795
371,705,4462,786
370,710,4455,779
350,752,4424,775
370,775,4412,779
431,767,4407,779
444,775,4412,779
365,789,4389,777
296,775,4368,779
292,722,4352,778
296,710,4368,779
240,744,4375,777
222,775,4368,779
293,760,4336,778
370,775,4324,779
352,831,4321,778
296,839,4324,779
310,760,4300,778
370,710,4281,779
373,752,4269,778
296,775,4281,779
225,700,4281,778
222,645,4281,779
285,725,4272,777
444,904,4281,779
855,1209,4281,778
1629,1807,4281,779
2648,2708,4259,777
3701,3679,4237,779
4805,4608,4206,779
5996,5551,4193,779
6820,6225,4184,776
6440,5938,4193,779
4645,4442,4192,786
2295,2453,4193,795
498,949,4185,797
-444,194,4193,795
-903,-181,4196,792
-1184,-452,4193,795
-1310,-604,4166,796
-1332,-645,4150,795
-1385,-711,4141,791
-1481,-839,4150,795
-1550,-940,4146,803
-1629,-968,4150,812
-1808,-1011,4148,813
-2073,-1162,4150,812
-2342,-1418,4126,810
-2591,-1678,4106,812
-2839,-1844,4093,811
-3035,-1872,4106,812
-3127,-1820,4110,811
-3109,-1743,4106,812
-3053,-1669,4079,809
-2961,-1549,4062,812
-2787,-1368,4052,818
-2443,-1097,4062,828
-1904,-722,4064,831
-1258,-258,4062,828
-677,178,4039,824
-296,452,4019,828
-90,562,3991,836
74,645,3975,845
270,784,3950,845
444,904,3931,845
540,923,3902,848
592,904,3887,861
666,946,3878,873
740,1033,3887,878
762,1067,3889,875
740,1033,3887,878
753,1007,3863,885
814,1033,3844,894
860,1079,3830,895
814,1097,3844,894
698,1077,3851,898
592,1033,3844,911
563,989,3812,922
592,968,3800,928
636,984,3798,926
666,1033,3800,928
678,1099,3773,933
666,1162,3756,944
629,1168,3750,953
592,1097,3756,961
579,999,3734,962
592,968,3713,961
619,1006,3699,958
666,1033,3713,961
739,999,3713,967
814,968,3713,977
844,990,3702,980
814,1033,3713,977
760,1037,3723,973
740,1033,3756,977
770,1060,3788,985
814,1097,3844,994
808,1079,3908,994
740,1033,4019,994
668,1049,4153,992
666,1162,4324,994
715,1258,4501,993
740,1226,4717,994
724,1098,4958,994
740,1033,5242,994
817,1087,5522,986
888,1162,5809,977
895,1149,6084,972
888,1097,6377,977
921,1100,6661,980
962,1162,6945,977
964,1208,7193,966
962,1226,7425,961
997,1250,7627,960
1036,1291,7819,961
1037,1325,7967,952
1036,1355,8081,944
1074,1374,8135,941
1110,1355,8168,944
1083,1284,8171,940
1036,1226,8168,928
1065,1253,8131,913
1184,1355,8081,911
1302,1434,7995,913
1332,1420,7906,911
1270,1341,7806,900
1184,1291,7731,894
1151,1310,7647,894
1184,1355,7557,894
1198,1350,7435,885
1110,1291,7338,878
964,1236,7258,876
888,1226,7207,878
900,1219,7134,870
888,1162,7076,861
802,1072,7019,857
740,1033,6989,861
752,1064,6938,862
740,1097,6901,861
627,1056,6863,860
518,968,6858,861
528,906,6848,859
592,904,6858,861
563,913,6853,868
444,904,6858,878
359,889,6847,880
370,904,6858,878
416,922,6858,874
444,904,6858,878
469,855,6826,885
518,839,6814,894
549,871,6806,896
518,904,6814,894
455,901,6791,891
444,904,6770,894
492,939,6742,902
518,968,6727,911
476,942,6684,913
444,904,6639,911
499,915,6585,907
592,968,6552,911
603,992,6507,919
518,968,6465,928
438,945,6398,929
444,968,6334,928
498,1015,6245,926
518,1033,6159,928
482,984,6061,927
444,904,5984,928
459,863,5897,926
518,904,5809,928
551,966,5692,927
518,968,5591,928
458,915,5505,926
444,904,5460,928
483,970,5400,927
518,1033,5329,928
519,999,5242,927
518,904,5198,928
527,837,5173,927
518,839,5154,928
496,871,5101,927
518,904,5067,928
583,917,5054,926
592,904,5067,928
487,882,5047,927
370,904,5023,928
382,955,5003,926
518,968,5023,928
624,924,5042,928
592,904,5067,928
464,942,5079,925
370,968,5110,928
377,915,5132,935
444,839,5154,944
478,798,5151,946
444,775,5154,944
386,745,5148,941
370,775,5154,944
408,883,5148,945
444,968,5154,944
407,914,5152,940
296,775,5154,944
201,687,5132,952
222,710,5110,961
342,780,5081,961
444,839,5067,961
456,875,5041,960
444,904,5023,961
494,931,4996,959
592,968,4979,961
659,1007,4953,962
666,1033,4936,961
637,1035,4909,951
592,1033,4892,944
544,1035,4865,941
518,1033,4848,944
518,1004,4823,944
518,968,4805,944
526,970,4776,944
592,1033,4761,944
697,1099,4737,936
740,1097,4717,928
675,1027,4685,923
592,968,4674,928
575,962,4669,931
592,968,4674,928
591,939,4653,917
592,904,4630,911
591,900,4600,909
518,904,4586,911
371,855,4561,909
296,775,4543,911
383,735,4515,913
518,775,4499,911
537,834,4472,900
444,839,4455,894
348,775,4442,899
296,710,4455,911
276,726,4460,914
296,839,4455,911
326,953,4425,908
