II,aVR,ABP
-130,5986,6718
1625,4172,6673
2865,2910,6644
2112,3714,6673
1738,4203,6687
2640,3486,6673
3225,3082,6619
2844,3600,6594
2449,4039,6583
2437,4057,6594
2267,4210,6585
1828,4629,6594
1536,4853,6595
1503,4800,6594
1498,4692,6548
1462,4629,6514
1444,4549,6498
1422,4514,6514
1341,4543,6489
1219,4629,6435
1076,4720,6366
975,4800,6355
935,4837,6360
934,4857,6355
932,4855,6303
934,4857,6276
950,4851,6270
975,4857,6276
980,4856,6234
975,4857,6196
969,4849,6178
975,4857,6196
976,4860,6194
975,4857,6196
971,4824,6193
975,4800,6196
976,4789,6157
975,4800,6117
970,4783,6092
975,4743,6117
990,4693,6129
1016,4686,6117
1039,4691,6065
1056,4686,6037
1060,4646,6027
1056,4629,6037
1052,4630,6029
1056,4629,6037
1061,4573,6041
1056,4514,6037
1035,4490,5991
1016,4514,5958
1009,4508,5943
1016,4457,5958
1019,4378,5952
1016,4343,5958
999,4338,5956
975,4343,5958
950,4313,5913
934,4286,5879
910,4271,5857
853,4286,5879
765,4287,5879
691,4286,5879
646,4277,5862
609,4286,5879
550,4284,5899
487,4286,5958
452,4293,6040
447,4343,6196
434,4402,6399
406,4457,6673
386,4482,6988
406,4514,7388
449,4546,7840
487,4572,8341
525,4548,8802
609,4514,9215
736,4494,9550
853,4514,9851
920,4526,10059
975,4514,10168
1051,4475,10148
1137,4457,10089
1199,4452,10007
1259,4457,9930
1338,4446,9806
1422,4457,9692
1472,4482,9610
1503,4514,9612
1540,4515,9640
1584,4514,9692
1608,4512,9745
1625,4514,9851
1655,4485,9969
1706,4457,10089
1753,4442,10143
1787,4457,10168
1808,4462,10163
1828,4457,10168
1846,4429,10117
1869,4400,10009
1889,4362,9815
1909,4343,9612
1923,4335,9400
1950,4343,9215
1989,4322,9007
1990,4343,8818
1944,4388,8634
1990,4343,8500
2090,4240,8371
2031,4343,8262
1901,4513,8131
2072,4343,8023
2327,4052,7919
2072,4343,7865
1666,4775,7815
2072,4286,7785
2704,3543,7732
2072,4286,7706
1032,5494,7686
2072,4343,7706
4206,1967,7706
3209,3314,7706
-1051,8590,7665
-2600,10915,7626
1838,6215,7572
7149,57,7547
7172,-521,7506
3372,3200,7467
1261,5228,7407
1990,4286,7388
2545,3614,7383
1787,4457,7388
1322,4990,7347
1787,4514,7309
2079,4199,7262
1787,4514,7229
1605,4678,7173
1787,4457,7150
1889,4331,7143
1787,4457,7150
1734,4516,7110
1787,4457,7070
1782,4430,7023
1747,4457,6991
1760,4432,6935
1747,4457,6911
1678,4523,6905
1747,4457,6911
1873,4321,6869
1747,4457,6832
1520,4685,6811
1747,4457,6832
2116,4072,6832
1747,4457,6832
1159,5055,6819
1747,4457,6832
2669,3490,6831
1747,4400,6832
246,5895,6796
1950,4229,6752
5753,670,6692
5484,1600,6673
152,7759,6669
-2600,10915,6673
1988,5948,6632
7759,-629,6594
7055,-595,6570
2031,4114,6594
-204,6189,6602
1341,4514,6594
2284,3464,6545
1178,4514,6514
434,5169,6496
975,4514,6514
1233,4129,6516
609,4629,6514
106,4939,6497
122,4686,6514
62,4488,6523
-244,4572,6514
-422,4517,6460
-366,4229,6435
-292,3947,6430
-244,3829,6435
-178,3829,6391
-122,3943,6355
-127,4101,6339
-162,4286,6355
-217,4497,6350
-244,4743,6355
-217,4963,6356
-122,5143,6355
3,5270,6310
122,5372,6276
217,5422,6259
325,5429,6276
468,5379,6272
650,5314,6276
848,5230,6274
1056,5143,6276
1264,5029,6234
1462,4914,6196
1635,4792,6174
1787,4686,6196
1920,4584,6204
2031,4514,6196
2105,4471,6150
2153,4457,6117
2191,4432,6096
2234,4400,6117
2265,4358,6126
2275,4343,6117
2269,4338,6067
2275,4343,6037
2293,4320,6025
2315,4286,6037
2330,4242,6031
2356,4229,6037
2397,4225,6037
2437,4229,6037
2447,4203,5996
2437,4172,5958
2426,4132,5935
2437,4114,5958
2456,4103,5969
2478,4114,5958
2485,4117,5908
2478,4114,5879
2443,4099,5864
2397,4114,5879
2347,4143,5876
2315,4172,5879
2291,4167,5869
2275,4172,5879
2252,4193,5873
2234,4229,5879
2213,4233,5869
2194,4229,5879
2167,4223,5872
2153,4229,5879
2158,4208,5868
2194,4172,5879
2234,4113,5873
2275,4057,5879
2309,3993,5864
2356,3943,5879
2403,3887,5899
2437,3829,5958
2440,3756,6017
2437,3714,6117
2447,3703,6239
2478,3714,6435
2492,3695,6694
2478,3657,7070
2446,3613,7518
2437,3600,8023
2442,3596,8506
2437,3600,8977
2397,3593,9394
2356,3600,9771
2342,3600,10047
2356,3600,10248
2351,3587,10351
2315,3600,10407
2263,3625,10387
2234,3657,10327
2229,3673,10208
2234,3714,10089
2208,3772,9977
2153,3829,9930
2092,3851,9913
2072,3886,9930
2074,3941,9944
2072,4000,10009
2044,4008,10109
1990,4057,10248
1938,4140,10344
1990,4114,10407
2061,4005,10409
1950,4114,10407
1775,4336,10370
1909,4229,10327
2142,3956,10223
1909,4229,10089
1535,4684,9913
1909,4286,9771
2480,3604,9641
1869,4286,9533
886,5403,9376
1869,4286,9215
3910,2010,9060
3047,3314,8977
-947,8461,8901
-2600,10915,8818
1196,6702,8684
5890,971,8580
5914,342,8489
2600,3657,8421
900,5362,8302
1747,4343,8182
2323,3671,8049
1625,4457,7944
1191,4931,7835
1625,4457,7785
1897,4177,7768
1625,4514,7785
1454,4683,7773
1625,4457,7785
1720,4325,7812
1625,4457,7865
1575,4543,7870
1625,4514,7865
1620,4501,7847
1584,4514,7865
1596,4458,7866
1584,4457,7865
1518,4516,7825
1584,4457,7785
1707,4323,7730
1584,4457,7706
1375,4684,7670
1625,4457,7626
2004,4071,7538
1625,4457,7467
1028,5057,7410
1625,4457,7388
2560,3504,7345
1625,4457,7309
113,5970,7259
1869,4229,7229
5775,562,7183
5565,1486,7150
203,7738,7103
-2600,10915,7070
1983,5824,7019
7759,-857,6991
7009,-753,6972
1909,4114,6991
-365,6260,6995
1178,4572,6991
2122,3534,6945
1016,4629,6911
290,5282,6889
853,4572,6911
1103,4139,6920
447,4629,6911
-73,4956,6861
-41,4743,6832
-72,4577,6817
-366,4629,6832
-545,4509,6828
-487,4229,6832
-406,4034,6826
-366,3943,6832
-336,3852,6799
-325,3886,6752
-349,4099,6691
-366,4400,6673
-377,4649,6668
-366,4857,6673
-326,5059,6637
-244,5257,6594
-133,5375,6538
0,5429,6514
139,5455,6499
284,5486,6514
435,5460,6516
609,5372,6514
805,5242,6472
1016,5143,6435
1222,5061,6410
1422,4972,6435
1610,4830,6448
1787,4686,6435
1931,4571,6378
2031,4514,6355
2095,4478,6353
2153,4457,6355
2205,4427,6309
2234,4400,6276
2233,4361,6265
2234,4343,6276
2253,4335,6239
2275,4343,6196
2276,4337,6171
2275,4343,6196
2289,4344,6207
2315,4343,6196
2334,4311,6147
2356,4286,6117
2380,4272,6099
2397,4286,6117
2382,4287,6122
2356,4286,6117
2331,4277,6072
2315,4286,6037
2291,4288,6017
2275,4286,6037
2269,4256,6046
2275,4229,6037
2261,4210,5989
2234,4229,5958
2203,4257,5942
2194,4286,5958
2191,4288,5956
2194,4286,5958
2199,4264,5948
2234,4229,5958
2291,4166,5953
2356,4114,5958
2400,4077,5948
2437,4057,5958
2463,4009,5952
2478,3943,5958
2472,3867,5947
2478,3829,5958
2498,3818,5954
2519,3829,5958
2505,3811,5941
2478,3772,5958
2451,3723,6003
2437,3714,6117
2427,3720,6252
2437,3714,6435
2449,3658,6658
2437,3600,6991
2389,3574,7399
2356,3600,7865
2354,3614,8306
2356,3600,8738
2318,3572,9119
2275,3600,9453
2261,3662,9686
2275,3714,9851
2265,3712,9923
2234,3714,9930
2203,3754,9854
2194,3829,9771
2180,3871,9683
2153,3886,9612
2108,3895,9518
2072,3943,9453
2040,4003,9423
2031,4057,9453
2032,4066,9484
1990,4114,9533
1911,4191,9589
1950,4172,9692
2047,4093,9782
1950,4229,9851
1760,4419,9855
1909,4229,9851
2167,3927,9817
1869,4286,9771
1412,4820,9661
1869,4343,9533
2581,3554,9373
1869,4343,9215
682,5636,9013
1869,4343,8818
4471,1598,8629
3778,2743,8500
-666,8230,8375
-2600,10915,8262
1619,6388,8125
6784,286,8023
6541,-145,7931
2559,3714,7865
623,5650,7776
1706,4457,7706
2415,3643,7623
1584,4514,7547
1068,5087,7445
1584,4572,7388
1908,4204,7365
1584,4514,7388
1385,4704,7386
1584,4514,7388
1681,4421,7377
1544,4572,7388
1473,4636,7380
1544,4572,7388
1566,4542,7385
1544,4572,7388
1558,4548,7350
1544,4572,7309
1476,4633,7255
1544,4572,7229
1668,4442,7187
1544,4572,7150
1321,4770,7096
1544,4514,7070
1906,4121,7032
1544,4514,6991
967,5135,6928
1544,4572,6911
2448,3623,6912
1544,4514,6911
86,5999,6861
1787,4400,6832
5531,931,6824
5240,1829,6832
5,7836,6789
-2600,10915,6752
2050,6048,6734
7759,-400,6752
6951,-380,6747
1869,4229,6752
-371,6266,6753
1178,4629,6752
2118,3597,6707
1016,4629,6673
293,5278,6657
853,4629,6673
1103,4219,6667
447,4686,6673
-74,5007,6673
-41,4800,6673
-67,4623,6629
-366,4686,6594
-566,4613,6577
-528,4343,6594
-442,4086,6568
-366,3943,6514
-287,3860,6446
-244,3886,6435
-260,4015,6438
-284,4229,6435
-311,4465,6385
-325,4686,6355
-312,4857,6346
-244,5029,6355
-131,5205,6319
0,5372,6276
120,5461,6248
244,5486,6276
389,5462,6289
569,5429,6276
766,5357,6222
975,5257,6196
1183,5132,6187
1381,5029,6196
1555,4937,6185
1706,4857,6196
1838,4764,6202
1950,4686,6196
2027,4618,6145
2072,4572,6117
2104,4527,6111
2153,4514,6117
2205,4513,6075
2234,4514,6037
2232,4482,6021
2234,4457,6037
2254,4447,6033
2275,4457,6037
2274,4436,6038
2275,4400,6037
2292,4357,5992
2315,4343,5958
2307,4335,5943
2275,4343,5958
2243,4341,5952
2234,4343,5958
2232,4335,5960
2234,4343,5958
2232,4344,5912
2234,4343,5879
2220,4328,5864
2194,4343,5879
2160,4373,5873
2153,4400,5879
2166,4379,5879
2194,4343,5879
2222,4307,5834
2275,4286,5799
2341,4237,5781
2397,4172,5799
2417,4098,5797
2437,4057,5799
2474,4026,5789
2519,4000,5799
2529,3961,5791
2519,3943,5799
2509,3938,5794
2519,3943,5799
2523,3918,5783
2519,3886,5799
2499,3849,5824
2478,3829,5879
2451,3799,5929
2437,3772,6037
2434,3736,6197
2437,3714,6435
2423,3684,6711
2397,3657,7070
2366,3620,7482
2356,3600,7944
2355,3588,8384
2356,3600,8818
2339,3603,9202
2315,3600,9533
2290,3584,9737
2275,3600,9851
2255,3644,9892
2234,3714,9930
2209,3773,9917
2194,3829,9851
2176,3862,9717
2153,3886,9612
2111,3897,9547
2072,3943,9533
2037,4008,9514
2031,4057,9533
2035,4037,9586
1990,4057,9692
1907,4130,9777
1950,4114,9851
2053,4030,9888
1950,4172,9930
1750,4395,9935
1909,4229,9930
2195,3907,9889
1909,4229,9851
1434,4750,9755
1869,4286,9612
2579,3521,9402
1869,4343,9215
676,5658,9042
1869,4343,8897
4497,1548,8724
3818,2686,8580
-645,8218,8447
-2600,10915,8341
1633,6326,8208
6824,171,8103
6577,-223,8011
2559,3714,7944
591,5677,7827
1665,4457,7706
2376,3629,7593
1544,4514,7547
1026,5093,7504
1544,4572,7467
1868,4219,7407
1544,4572,7388
1344,4787,7378
1544,4572,7388
1640,4431,7372
1503,4572,7388
1433,4669,7419
1503,4629,7467
1523,4579,7448
1503,4572,7388
1521,4536,7313
1503,4572,7309
1428,4640,7319
1503,4572,7309
1652,4437,7225
1544,4572,7150
1320,4774,7094
1544,4514,7070
1912,4119,7020
1544,4514,6991
955,5118,6979
1544,4514,6991
2469,3558,6958
1544,4514,6911
47,6043,6855
1787,4343,6832
5657,707,6814
5443,1600,6832
136,7773,6840
-2600,10915,6832
2005,5874,6779
7759,-743,6752
6980,-644,6747
1869,4172,6752
-408,6296,6709
1137,4629,6673
2087,3606,6655
975,4686,6673
228,5324,6668
772,4629,6673
1030,4231,6672
406,4743,6673
-83,5058,6630
-41,4800,6594
-74,4589,6573
-366,4629,6594
-542,4518,6597
-487,4229,6594
-403,3998,6556
-325,3886,6514
-226,3801,6455
-162,3829,6435
-189,3993,6430
-244,4229,6435
-286,4437,6394
-284,4629,6355
-255,4819,6332
-203,5029,6355
-136,5211,6364
-41,5372,6355
73,5485,6308
203,5543,6276
349,5510,6257
528,5429,6276
729,5331,6282
934,5257,6276
1134,5176,6229
1341,5086,6196
1541,4969,6177
1706,4857,6196
1818,4752,6202
1909,4686,6196
1999,4644,6152
2072,4629,6117
2102,4602,6094
2112,4572,6117
2129,4531,6129
2153,4514,6117
2159,4507,6062
2153,4514,6037
2149,4509,6034
2153,4514,6037
2141,4513,5993
2112,4514,5958
2079,4486,5942
2072,4457,5958
2087,4437,5953
2112,4457,5958
2120,4486,5959
2112,4514,5958
2089,4514,5913
2072,4514,5879
2060,4510,5863
2072,4514,5879
2101,4494,5874
2153,4457,5879
2210,4397,5879
2275,4343,5879
2335,4282,5835
2397,4229,5799
2442,4165,5780
2478,4114,5799
2497,4071,5799
2519,4057,5799
2537,4051,5787
2559,4057,5799
2565,4054,5795
2559,4057,5799
2537,4038,5787
2519,4000,5799
2497,3950,5796
2478,3943,5799
2453,3953,5783
2437,3943,5799
2430,3878,5824
2437,3829,5879
2440,3819,5931
2437,3829,6037
2418,3783,6194
2397,3714,6435
2370,3661,6715
2356,3657,7070
2349,3656,7475
2356,3657,7944
2358,3651,8396
2356,3657,8818
2337,3654,9158
2315,3657,9453
2290,3652,9677
2275,3657,9851
2255,3667,9925
2234,3714,9930
2208,3773,9856
2194,3829,9771
2177,3851,9675
2153,3886,9612
2109,3936,9555
2072,4000,9533
2042,4037,9516
2031,4057,9533
2028,4055,9555
1990,4114,9612
1919,4199,9676
1950,4172,9771
2020,4084,9852
1909,4229,9930
1736,4447,9948
1909,4286,9930
2171,3995,9852
1869,4343,9771
1415,4850,9656
1869,4343,9533
2560,3542,9367
1828,4343,9215
640,5650,9051
1828,4343,8897
4424,1559,8720
3737,2686,8580
-679,8196,8451
-2600,10915,8341
1600,6396,8204
6743,286,8103
6502,-148,8017
2519,3714,7944
558,5648,7819
1625,4457,7706
2352,3652,7608
1544,4514,7547
1015,5052,7458
1503,4514,7388
1818,4183,7327
1503,4572,7309
1305,4819,7287
1503,4629,7309
1616,4500,7342
1503,4629,7388
1439,4696,7387
1503,4629,7388
1521,4574,7383
1503,4572,7388
1521,4536,7349
1503,4572,7309
1430,4644,7259
1503,4572,7229
1638,4425,7180
1503,4572,7150
1264,4813,7109
1503,4572,7070
1891,4149,7009
1503,4514,6991
888,5115,6991
1503,4514,6991
2456,3561,6940
1503,4514,6911
110,5942,6906
2315,3943,6911
6763,-40,6865
6621,800,6832
740,7324,6822
-2600,10915,6832
1887,6091,6792
7759,-514,6752
6880,-399,6732
1544,4457,6752
-715,6518,6751
1056,4686,6752
2114,3544,6747
934,4629,6752
145,5316,6714
731,4629,6673
999,4215,6645
325,4743,6673
-186,5098,6688
-122,4857,6673
-159,4635,6614
-487,4686,6594
-669,4616,6594
-569,4343,6594
-450,4094,6544
-406,4000,6514
-386,4007,6508
-366,4114,6514
-362,4268,6470
-366,4457,6435
-396,4676,6423
-406,4914,6435
-355,5105,6398
-244,5257,6355
-133,5377,6330
-41,5486,6355
57,5541,6361
203,5543,6355
384,5491,6337
569,5429,6355
743,5349,6364
934,5257,6355
1155,5122,6304
1381,4972,6276
1568,4829,6265
1706,4743,6276
1814,4683,6266
1909,4629,6276
1982,4556,6281
2031,4514,6276
2068,4505,6225
2112,4514,6196
2149,4489,6190
2153,4457,6196
2116,4438,6154
2072,4457,6117
2044,4465,6100
2031,4457,6117
2010,4437,6112
1990,4457,6117
1982,4491,6118
1990,4514,6117
1993,4487,6072
1990,4457,6037
1983,4444,6022
1990,4457,6037
2015,4442,6032
2072,4400,6037
2148,4336,6038
2234,4286,6037
2302,4229,5994
2356,4172,5958
2395,4103,5940
2437,4057,5958
2476,4022,5958
2519,4000,5958
2546,3965,5947
2559,3943,5958
2556,3931,5954
2559,3943,5958
2562,3944,5947
2559,3943,5958
2538,3933,5953
2519,3943,5958
2499,3947,5946
2478,3943,5958
2448,3910,5955
2437,3886,5958
2440,3876,5940
2437,3886,5958
2399,3870,5985
2356,3829,6037
2339,3761,6084
2356,3714,6196
2366,3695,6383
2356,3714,6673
2329,3725,7002
2315,3714,7388
2312,3675,7800
2315,3657,8262
2301,3653,8708
2275,3657,9136
2244,3645,9485
2234,3657,9771
2235,3685,9958
2234,3714,10089
2214,3708,10147
2194,3714,10168
2172,3755,10112
2153,3829,10009
2127,3871,9867
2112,3886,9771
2098,3894,9710
2072,3943,9692
2019,4008,9668
1990,4057,9692
2003,4041,9750
1990,4057,9851
1922,4120,9929
1950,4114,10009
2028,4066,10058
1909,4229,10089
1706,4429,10055
1869,4229,10009
2157,3915,9933
1869,4286,9851
1401,4836,9723
1869,4343,9612
2604,3530,9493
1869,4343,9374
641,5675,9205
1869,4343,9056
4576,1499,8921
3900,2629,8818
-642,8206,8686
-2600,10915,8580
1769,6264,8486
7068,57,8421
6746,-299,8307
2559,3714,8182
516,5699,8045
1625,4457,7944
2361,3622,7822
1503,4514,7706
968,5089,7590
1503,4572,7547
1840,4252,7534
1503,4629,7547
1292,4821,7531
1503,4572,7547
1622,4428,7576
1503,4572,7626
1438,4643,7630
1503,4572,7626
1505,4536,7611
1462,4572,7626
1469,4556,7624
1462,4572,7626
1413,4606,7593
1503,4514,7547
1641,4371,7458
1503,4514,7388
1263,4745,7330
1503,4514,7309
1891,4128,7267
1503,4514,7229
888,5109,7176
1503,4514,7150
2468,3578,7130
1544,4514,7150
149,5907,7157
2275,3943,7150
6603,53,7098
6418,914,7070
620,7357,7058
-2600,10915,7070
1928,6204,7060
7759,-286,7070
6838,-228,7074
1503,4457,7070
-734,6424,7019
1056,4629,6991
2133,3545,6983
975,4629,6991
196,5298,6948
772,4629,6911
1018,4239,6895
325,4743,6911
-194,5049,6883
-122,4800,6832
-138,4620,6769
-447,4686,6752
-622,4562,6745
-528,4229,6752
-416,3985,6721
-366,3943,6673
-336,3987,6608
-325,4114,6594
-348,4297,6596
-366,4514,6594
-380,4736,6542
-366,4972,6514
-308,5173,6508
-203,5314,6514
-82,5378,6470
41,5429,6435
168,5471,6419
325,5486,6435
504,5419,6427
691,5314,6435
869,5211,6438
1056,5143,6435
1258,5065,6385
1462,4972,6355
1641,4852,6349
1787,4743,6355
1902,4640,6312
1990,4572,6276
2045,4526,6262
2072,4514,6276
2076,4508,6242
2072,4514,6196
2056,4511,6167
2031,4514,6196
2003,4509,6213
1990,4514,6196
1989,4511,6139
1990,4514,6117
1985,4508,6115
1990,4514,6117
2007,4513,6073
2031,4514,6037
2057,4490,6021
2112,4457,6037
2192,4402,6034
2275,4343,6037
2334,4259,6035
2397,4172,6037
2463,4089,5998
2519,4057,5958
2538,4053,5934
2559,4057,5958
2597,4029,5969
2640,4000,5958
2649,3984,5908
2640,4000,5879
2635,4006,5864
2640,4000,5879
2626,3985,5875
2600,4000,5879
2571,4012,5868
2559,4000,5879
2554,3955,5872
2559,3943,5879
2561,3952,5869
2559,3943,5879
2539,3878,5871
2519,3829,5879
2496,3822,5868
2478,3829,5879
2453,3777,5892
2437,3714,5958
2430,3688,6051
2437,3714,6196
2438,3725,6360
2437,3714,6594
2420,3683,6895
2397,3657,7309
2366,3620,7771
2356,3600,8262
2356,3593,8711
2356,3600,9136
2336,3593,9488
2315,3600,9771
2295,3619,9930
2275,3657,10009
2245,3683,10017
2234,3714,10009
2237,3741,9947
2234,3772,9851
2197,3789,9713
2153,3829,9612
2122,3881,9546
2112,3943,9533
2089,3978,9520
2072,4000,9533
2067,3999,9552
2031,4057,9612
1956,4140,9678
1990,4114,9771
2072,4028,9851
1950,4172,9930
1744,4388,9950
1909,4229,9930
2201,3940,9851
1909,4286,9771
1426,4788,9658
1869,4286,9533
2590,3509,9364
1869,4343,9215
659,5665,9055
1869,4343,8897
4537,1545,8712
3859,2686,8580
-644,8219,8486
-2600,10915,8421
1702,6327,8304
6946,171,8182
6659,-226,8053
2559,3714,7944
563,5681,7810
1665,4457,7706
2392,3620,7614
1544,4514,7547
1015,5126,7449
1544,4629,7388
1877,4260,7363
1544,4572,7388
1335,4766,7387
1544,4572,7388
1663,4453,7377
1544,4572,7388
1476,4624,7379
1544,4572,7388
1564,4557,7387
1544,4572,7388
1560,4512,7346
1544,4514,7309
1472,4580,7261
1544,4514,7229
1675,4368,7175
1544,4514,7150
1309,4779,7139
1544,4572,7150
1923,4163,7118
1544,4514,7070
954,5104,7010
1584,4514,6991
2535,3573,6982
1584,4514,6991
191,5924,6960
2356,3943,6911
6727,4,6846
6540,857,6832
687,7349,6833
-2600,10915,6832
1901,6115,6782
7759,-457,6752
6888,-356,6743
1584,4457,6752
-660,6501,6714
1097,4686,6673
2143,3557,6648
975,4629,6673
198,5304,6681
772,4629,6673
1012,4229,6627
325,4743,6594
-172,5063,6571
-81,4800,6594
-95,4581,6605
-406,4629,6594
-579,4532,6538
-487,4229,6514
-382,3973,6511
-325,3886,6514
-271,3893,6468
-244,4000,6435
-281,4160,6424
-325,4343,6435
-347,4529,6398
-325,4743,6355
-275,4950,6329
-203,5143,6355
-115,5295,6366
0,5429,6355
134,5514,6306
284,5543,6276
439,5497,6258
609,5429,6276
801,5345,6280
1016,5257,6276
1229,5138,6232
1422,5029,6196
1578,4934,6174
1706,4857,6196
1803,4764,6207
1869,4686,6196
1898,4635,6144
1909,4629,6117
1910,4625,6110
1909,4629,6117
1906,4623,6079
1909,4629,6037
1911,4623,6012
1909,4629,6037
1900,4627,6050
1909,4629,6037
1941,4604,5985
1990,4572,5958
2043,4515,5947
2112,4457,5958
2194,4390,5951
2275,4343,5958
2324,4289,5958
2356,4229,5958
2387,4153,5917
2437,4114,5879
2484,4107,5855
2519,4114,5879
2535,4087,5890
2559,4057,5879
2595,4042,5827
2640,4057,5799
2659,4060,5787
2640,4057,5799
2592,4048,5793
2559,4057,5799
2551,4060,5798
2559,4057,5799
2558,4030,5757
2559,4000,5720
2561,3962,5692
2559,3943,5720
2538,3932,5753
2519,3943,5799
2499,3946,5805
2478,3943,5799
2447,3915,5775
2437,3886,5799
2442,3851,5833
2437,3829,5879
2395,3798,5915
2356,3772,6037
2345,3736,6241
2356,3714,6514
2355,3685,6793
2356,3657,7150
2360,3618,7591
2356,3600,8103
2316,3591,8566
2275,3600,8977
2260,3613,9315
2275,3657,9612
2269,3698,9811
2234,3714,9930
2182,3697,9952
2153,3714,9930
2146,3770,9851
2153,3829,9771
2141,3830,9681
2112,3829,9612
2078,3863,9524
2072,3943,9453
2073,4010,9410
2072,4057,9453
2052,4068,9531
1990,4114,9612
1910,4167,9643
1950,4114,9692
2030,4022,9760
1909,4172,9851
1711,4389,9875
1869,4229,9851
2143,3942,9770
1869,4286,9692
1429,4783,9577
1869,4286,9453
2535,3517,9291
1787,4343,9136
597,5649,8962
1787,4343,8818
4395,1589,8679
3737,2743,8580
-655,8239,8462
-2600,10915,8341
1531,6375,8199
6621,286,8103
6397,-109,8020
2478,3772,7944
562,5688,7817
1625,4457,7706
2327,3627,7608
1503,4514,7547
973,5116,7460
1462,4629,7388
1778,4290,7324
1462,4629,7309
1264,4832,7292
1462,4629,7309
1576,4503,7333
1462,4629,7388
1398,4689,7403
1462,4629,7388
1482,4601,7332
1462,4629,7309
1478,4606,7300
1462,4629,7309
1394,4673,7273
1462,4572,7229
1587,4398,7174
1462,4514,7150
1251,4738,7110
1503,4514,7070
1886,4131,7012
1503,4514,6991
903,5108,6982
1503,4514,6991
2431,3577,6958
1503,4514,6911
147,5927,6851
2275,4000,6832
6534,133,6825
6296,971,6832
539,7369,6798
-2600,10915,6752
1955,6236,6692
7759,-229,6673
6824,-191,6665
1503,4457,6673
-725,6415,6661
1056,4629,6673
2118,3546,6677
934,4629,6673
122,5304,6624
691,4629,6594
974,4208,6580
325,4686,6594
-182,4992,6586
-122,4743,6594
-142,4535,6595
-447,4572,6594
-625,4446,6548
-528,4114,6514
-384,3848,6499
-284,3772,6514
-220,3790,6486
-203,3886,6435
-241,4029,6371
-284,4229,6355
-323,4458,6350
-325,4686,6355
-282,4860,6342
-203,5029,6355
-112,5203,6361
0,5372,6355
135,5461,6306
284,5486,6276
425,5463,6266
569,5429,6276
725,5353,6240
894,5257,6196
1058,5154,6169
1219,5086,6196
1370,5027,6211
1503,4972,6196
1600,4902,6141
1665,4857,6117
1709,4825,6112
1747,4800,6117
1773,4759,6077
1787,4743,6037
1786,4744,6014
1787,4743,6037
1807,4692,6047
1869,4629,6037
1964,4564,5990
2072,4514,5958
2150,4448,5940
2194,4400,5958
2222,4366,5964
2275,4343,5958
2343,4286,5912
2397,4229,5879
2416,4183,5859
2437,4172,5879
2475,4163,5885
2519,4172,5879
2528,4175,5833
2519,4172,5799
2510,4138,5779
2519,4114,5799
2521,4104,5808
2519,4114,5799
2513,4111,5750
2519,4114,5720
2520,4114,5704
2519,4114,5720
2512,4085,5717
2519,4057,5720
2524,4042,5709
2519,4057,5720
2493,4062,5713
2478,4057,5720
2475,4028,5710
2478,4000,5720
2460,3965,5713
2437,3943,5720
2425,3913,5709
2437,3886,5720
2444,3849,5734
2437,3829,5799
2414,3802,5891
2397,3772,6037
2377,3728,6204
2356,3714,6435
2327,3716,6733
2315,3714,7150
